delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	T_scs	status
-1.500000	-37.985972	-46.816252	0.833761	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.497996	-37.985972	-47.220304	0.833593	full	3374966975014	1,0,0,0,0,0,0	ok
-1.495992	-37.985972	-45.019312	0.837263	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.493988	-37.985972	-45.497679	0.835345	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.491984	-37.985972	-45.963841	0.833762	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.489980	-37.985972	-46.415066	0.832926	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.487976	-37.985972	-46.843631	0.832759	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.485972	-37.985972	-47.242910	0.832591	full	3374966975014	1,0,0,0,0,0,0	ok
-1.483968	-37.985972	-45.061108	0.836170	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.481964	-37.985972	-45.536538	0.834252	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.479960	-37.985972	-45.999549	0.832875	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.477956	-37.985972	-46.445268	0.831832	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.475952	-37.985972	-46.870181	0.831665	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.473948	-37.985972	-47.265534	0.831291	full	3374966975014	1,0,0,0,0,0,0	ok
-1.471944	-37.985972	-44.631737	0.837491	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.469940	-37.985972	-45.110851	0.835032	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.467936	-37.985972	-45.581226	0.832907	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.465932	-37.985972	-46.041230	0.831530	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.463928	-37.985972	-46.483509	0.830694	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.461924	-37.985972	-46.902591	0.830527	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.459920	-37.985972	-47.291956	0.829691	full	3374966975014	1,0,0,0,0,0,0	ok
-1.457916	-37.985972	-44.683412	0.836092	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.455912	-37.985972	-45.160409	0.833633	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.453908	-37.985972	-45.628466	0.831715	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.451904	-37.985972	-46.083631	0.830338	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.449900	-37.985972	-46.520827	0.829502	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.447896	-37.985972	-46.934574	0.829335	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.445892	-37.985972	-47.318409	0.828086	full	3374966975014	1,0,0,0,0,0,0	ok
-1.443888	-37.985972	-44.734305	0.834816	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.441884	-37.985972	-45.207787	0.832357	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.439880	-37.985972	-45.672263	0.830439	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.437876	-37.985972	-46.123586	0.829062	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.435872	-37.985972	-46.556602	0.828226	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.433868	-37.985972	-46.965837	0.828059	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.431864	-37.985972	-47.344898	0.826475	full	3374966975014	1,0,0,0,0,0,0	ok
-1.429860	-37.985972	-44.789721	0.833407	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.427856	-37.985972	-45.260761	0.831154	continued:5	3374966975014	1,0,0,0,0,0,0	ok
-1.425852	-37.985972	-45.720396	0.829236	continued:5	3374966975014	1,0,0,0,0,0,0	ok
