direction	step_index	alpha	predicted_s	branch_points	branch_s_min	branch_s_max	used_s0	local_dx	local_dz	local_damping	local_sigma_min	local_sigma_max	local_residual_norm	converged	predictor_only	broke	status	accepted_steps	total_trace_rows	final_s	map_value	first_derivative	second_derivative	correction_abs	state_jump	event_time	current_x	current_y	current_z	event_x	event_y	event_z	event_time_d1	event_time_d2	sciml_first_derivative	first_derivative_mismatch
decreasing	619	0.183491745873	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18384192096048024 to alpha=0.18349174587293646	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	618	0.183841920960	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.184192096048024 to alpha=0.18384192096048024	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	617	0.184192096048	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1845422711355678 to alpha=0.184192096048024	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	616	0.184542271136	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18489244622311155 to alpha=0.1845422711355678	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	615	0.184892446223	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18524262131065533 to alpha=0.18489244622311155	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	614	0.185242621311	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1855927963981991 to alpha=0.18524262131065533	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	613	0.185592796398	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18594297148574288 to alpha=0.1855927963981991	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	612	0.185942971486	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18629314657328663 to alpha=0.18594297148574288	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	611	0.186293146573	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18664332166083042 to alpha=0.18629314657328663	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	610	0.186643321661	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18699349674837418 to alpha=0.18664332166083042	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	609	0.186993496748	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18734367183591796 to alpha=0.18699349674837418	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	608	0.187343671836	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18769384692346172 to alpha=0.18734367183591796	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	607	0.187693846923	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1880440220110055 to alpha=0.18769384692346172	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	606	0.188044022011	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18839419709854927 to alpha=0.1880440220110055	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	605	0.188394197099	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18874437218609305 to alpha=0.18839419709854927	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	604	0.188744372186	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1890945472736368 to alpha=0.18874437218609305	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	603	0.189094547274	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1894447223611806 to alpha=0.1890945472736368	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	602	0.189444722361	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.18979489744872435 to alpha=0.1894447223611806	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	601	0.189794897449	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19014507253626814 to alpha=0.18979489744872435	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	600	0.190145072536	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1904952476238119 to alpha=0.19014507253626814	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	599	0.190495247624	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19084542271135568 to alpha=0.1904952476238119	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	598	0.190845422711	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19119559779889944 to alpha=0.19084542271135568	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	597	0.191195597799	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19154577288644323 to alpha=0.19119559779889944	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	596	0.191545772886	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19189594797398699 to alpha=0.19154577288644323	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	595	0.191895947974	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19224612306153077 to alpha=0.19189594797398699	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	594	0.192246123062	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19259629814907453 to alpha=0.19224612306153077	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	593	0.192596298149	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19294647323661832 to alpha=0.19259629814907453	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	592	0.192946473237	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19329664832416207 to alpha=0.19294647323661832	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	591	0.193296648324	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19364682341170586 to alpha=0.19329664832416207	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	590	0.193646823412	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19399699849924962 to alpha=0.19364682341170586	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	589	0.193996998499	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1943471735867934 to alpha=0.19399699849924962	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	588	0.194347173587	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19469734867433716 to alpha=0.1943471735867934	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	587	0.194697348674	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19504752376188095 to alpha=0.19469734867433716	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	586	0.195047523762	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1953976988494247 to alpha=0.19504752376188095	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	585	0.195397698849	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1957478739369685 to alpha=0.1953976988494247	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	584	0.195747873937	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19609804902451225 to alpha=0.1957478739369685	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	583	0.196098049025	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19644822411205604 to alpha=0.19609804902451225	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	582	0.196448224112	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1967983991995998 to alpha=0.19644822411205604	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	581	0.196798399200	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19714857428714358 to alpha=0.1967983991995998	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	580	0.197148574287	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19749874937468734 to alpha=0.19714857428714358	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	579	0.197498749375	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19784892446223112 to alpha=0.19749874937468734	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	578	0.197848924462	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19819909954977488 to alpha=0.19784892446223112	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	577	0.198199099550	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19854927463731867 to alpha=0.19819909954977488	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	576	0.198549274637	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19889944972486243 to alpha=0.19854927463731867	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	575	0.198899449725	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.1992496248124062 to alpha=0.19889944972486243	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	574	0.199249624812	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19959979989994997 to alpha=0.1992496248124062	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	573	0.199599799900	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.19994997498749376 to alpha=0.19959979989994997	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	572	0.199949974987	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20030015007503751 to alpha=0.19994997498749376	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	571	0.200300150075	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.2006503251625813 to alpha=0.20030015007503751	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	570	0.200650325163	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20100050025012506 to alpha=0.2006503251625813	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	569	0.201000500250	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20135067533766884 to alpha=0.20100050025012506	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	568	0.201350675338	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.2017008504252126 to alpha=0.20135067533766884	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	567	0.201700850425	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.2020510255127564 to alpha=0.2017008504252126	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	566	0.202051025513	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20240120060030015 to alpha=0.2020510255127564	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	565	0.202401200600	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20275137568784393 to alpha=0.20240120060030015	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	564	0.202751375688	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.2031015507753877 to alpha=0.20275137568784393	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	563	0.203101550775	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20345172586293148 to alpha=0.2031015507753877	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	562	0.203451725863	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20380190095047523 to alpha=0.20345172586293148	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	561	0.203801900950	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20415207603801902 to alpha=0.20380190095047523	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	560	0.204152076038	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20450225112556278 to alpha=0.20415207603801902	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	559	0.204502251126	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20485242621310656 to alpha=0.20450225112556278	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
decreasing	558	0.204852426213	0.002839703798	0	NaN	NaN	0.002839703798	NaN	NaN	NaN	NaN	NaN	NaN	false	true	false	predictor_only_after_local_or_corrector_failure: Local return-shift correction failed from alpha=0.20520260130065032 to alpha=0.20485242621310656	0	0	0.002839703798	NaN	NaN	NaN	0.000000000000e+00	0.000000000000e+00	NaN	0.053288871244	0.000000000000	-3.579311438823	NaN	NaN	NaN	NaN	NaN	NaN	NaN
