direction	alpha	step_index	iter	s	map_value	first_derivative	second_derivative	raw_step	damping	accepted	sciml_first_derivative	first_derivative_mismatch
seed	0.400000000000	0	1	4.485451975406	1.174267034222	1.635423488981e-02	5.859491860349e-01	-6.568830808914e-03	1.000000	true	1.635423488981e-02	2.159098999543e-15
seed	0.400000000000	0	2	4.457671021628	1.174044752639	-5.699016885943e-04	6.330557847423e-01	2.132150296460e-04	1.000000	true	-5.699016885954e-04	1.056616084039e-15
seed	0.400000000000	0	3	4.458571397288	1.174044495901	-6.269344556497e-07	6.314720452928e-01	2.350932713405e-07	1.000000	true	-6.269344494697e-07	6.180040073536e-15
seed	0.400000000000	0	4	4.458572390102	1.174044495901	-7.496362289110e-13	6.314703010582e-01	0.000000000000e+00	1.000000	true	-7.493607009262e-13	2.755279847328e-16
decreasing	0.398499249625	5	1	4.505717135320	1.174014423017	-3.993463400986e-06	6.333060393268e-01	1.485335036540e-06	1.000000	true	-3.993463405087e-06	4.100897845073e-15
decreasing	0.398499249625	5	2	4.505723441067	1.174014423004	-3.096252326992e-11	6.332948906422e-01	1.151643605211e-11	1.000000	true	-3.096426456224e-11	1.741292317684e-15
decreasing	0.398499249625	5	3	4.505723441116	1.174014423004	1.699284052664e-15	6.332948905557e-01	0.000000000000e+00	1.000000	true	-2.811953157231e-15	4.511237209894e-15
decreasing	0.396748374187	10	1	4.562892024854	1.173973364362	5.075800088831e-05	6.356356501711e-01	-1.869142318119e-05	1.000000	true	5.075800088988e-05	1.572469043520e-15
decreasing	0.396748374187	10	2	4.562812171978	1.173973362336	-5.016851250220e-09	6.357779938755e-01	1.847053358575e-09	1.000000	true	-5.016850779325e-09	4.708955560300e-16
decreasing	0.396748374187	10	3	4.562812179869	1.173973362336	-1.050378630881e-15	6.357779798079e-01	0.000000000000e+00	1.000000	true	2.759058722075e-17	1.077969218102e-15
decreasing	0.394997498749	15	1	4.622595121384	1.173926460985	1.163629298162e-04	6.383655482203e-01	-4.239002963615e-05	1.000000	true	1.163629298115e-04	4.639707210647e-15
decreasing	0.394997498749	15	2	4.622412844178	1.173926450381	-2.644596717782e-08	6.386935076852e-01	9.629474638053e-09	1.000000	true	-2.644596861562e-08	1.437802074841e-15
decreasing	0.394997498749	15	3	4.622412885584	1.173926450381	-6.319158856750e-15	6.386934331669e-01	0.000000000000e+00	1.000000	true	-5.394011207807e-15	9.251476489438e-16
decreasing	0.393246623312	20	1	4.685168514481	1.173871855209	1.992246222425e-04	6.415457623225e-01	-7.173124606558e-05	1.000000	true	1.992246222267e-04	1.584599893510e-14
decreasing	0.393246623312	20	2	4.684857991474	1.173871824284	-7.775034313417e-08	6.421103973278e-01	2.797141305673e-08	1.000000	true	-7.775034373927e-08	6.050959217960e-16
decreasing	0.393246623312	20	3	4.684858112560	1.173871824284	-1.871099597270e-14	6.421101770590e-01	0.000000000000e+00	1.000000	true	-1.387640622759e-14	4.834589745108e-15
decreasing	0.391495747874	25	1	4.751054445561	1.173806620597	3.093988981308e-04	6.452380313291e-01	-1.099896678055e-04	1.000000	true	3.093988981197e-04	1.110176289142e-14
decreasing	0.391495747874	25	2	4.750574970600	1.173806546451	-1.880754462713e-07	6.461204181489e-01	6.677525651982e-08	1.000000	true	-1.880754453955e-07	8.758472414600e-16
decreasing	0.391495747874	25	3	4.750575261684	1.173806546451	-6.760662802840e-14	6.461198821025e-01	0.000000000000e+00	1.000000	true	-7.017221080352e-14	2.565582775128e-15
decreasing	0.389744872436	30	1	4.820851711121	1.173725737780	4.671612234238e-04	6.495093691593e-01	-1.637785751785e-04	1.000000	true	4.671612234232e-04	6.375905977952e-16
decreasing	0.389744872436	30	2	4.820132539117	1.173725569892	-4.300653497568e-07	6.508511830099e-01	1.504850297320e-07	1.000000	true	-4.300653542470e-07	4.490121465797e-15
decreasing	0.389744872436	30	3	4.820133199890	1.173725569892	-3.675842742265e-13	6.508499489032e-01	0.000000000000e+00	1.000000	true	-3.618860414414e-13	5.698232785110e-15
decreasing	0.387993996998	35	1	4.895421766794	1.173619443625	7.203513790813e-04	6.544054930668e-01	-2.487273704013e-04	1.000000	true	7.203513790761e-04	5.206773415608e-15
decreasing	0.387993996998	35	2	4.894321180196	1.173619047575	-1.025941898501e-06	6.564916676550e-01	3.531973113230e-07	1.000000	true	-1.025941898696e-06	1.951205856234e-16
decreasing	0.387993996998	35	3	4.894322742961	1.173619047574	-2.069624250304e-12	6.564887007634e-01	0.000000000000e+00	1.000000	true	-2.064764545383e-12	4.859704920917e-15
decreasing	0.386243121561	40	1	4.976128355745	1.173464355268	1.214475731694e-03	6.597973940978e-01	-4.124982842386e-04	1.000000	true	1.214475731691e-03	3.045279450426e-15
decreasing	0.386243121561	40	2	4.974288186478	1.173463239540	-2.928895425158e-06	6.633499424228e-01	9.898420416040e-07	1.000000	true	-2.928895430641e-06	5.483377255210e-15
decreasing	0.386243121561	40	3	4.974292601791	1.173463239533	-1.691840976959e-11	6.633413957455e-01	0.000000000000e+00	1.000000	true	-1.692259284171e-11	4.183072117108e-15
decreasing	0.384492246123	45	1	5.065562834928	1.173174017225	2.692793832761e-03	6.640322343270e-01	-9.005260727144e-04	1.000000	true	2.692793832764e-03	3.262991680615e-15
decreasing	0.384492246123	45	2	5.061510052883	1.173168579097	-1.453760913465e-05	6.720197239816e-01	4.807749691201e-06	1.000000	true	-1.453760914303e-05	8.374759749425e-15
decreasing	0.384492246123	45	3	5.061531685665	1.173168578940	-4.173073861543e-10	6.719768351469e-01	1.380164314137e-10	1.000000	true	-4.173048889403e-10	2.497214012426e-15
decreasing	0.384492246123	45	4	5.061531686286	1.173168578940	-5.954813466659e-15	6.719768339158e-01	0.000000000000e+00	1.000000	true	-6.033253841857e-15	7.844037519802e-17
decreasing	0.382741370685	50	1	5.173899131784	1.171257870287	4.803486287991e-02	5.358962642088e-01	-1.953399662612e-02	1.000000	true	4.803486287991e-02	2.342839234558e-15
decreasing	0.382741370685	50	2	5.085415844342	1.169300801530	-6.174079457326e-03	6.970524995685e-01	1.965585184567e-03	1.000000	true	-6.174079457332e-03	5.795523027798e-15
decreasing	0.382741370685	50	3	5.094284837725	1.169273217486	-7.323952284484e-05	6.787957431517e-01	2.390228319111e-05	1.000000	true	-7.323952284316e-05	1.672068132256e-15
decreasing	0.382741370685	50	4	5.094392735700	1.169273213535	-1.066033491019e-08	6.785765894590e-01	3.480132426197e-09	1.000000	true	-1.066034082281e-08	5.912621928733e-15
decreasing	0.382741370685	50	5	5.094392751410	1.169273213535	-8.646523268285e-15	6.785765575556e-01	0.000000000000e+00	1.000000	true	-2.520018074647e-15	6.126505193638e-15
decreasing	0.380990495248	55	1	5.268914357933	1.205552117208	1.941859711791e-01	1.510428111977e-01	-2.495937044332e-01	0.500000	true	1.941859711791e-01	4.836705671743e-17
decreasing	0.380990495248	55	2	4.711568330830	1.134143671832	2.301825749610e-02	6.012326313548e-01	-8.783270229130e-03	1.000000	true	2.301825749610e-02	9.334484773454e-16
decreasing	0.380990495248	55	3	4.673515285092	1.133720907302	-1.283470730540e-03	6.777096779289e-01	4.381052474541e-04	1.000000	true	-1.283470730545e-03	4.782697339197e-15
decreasing	0.380990495248	55	4	4.675409696446	1.133719689535	-3.449031590079e-06	6.736607748776e-01	1.183903534574e-06	1.000000	true	-3.449031591931e-06	1.851701660646e-15
decreasing	0.380990495248	55	5	4.675414816285	1.133719689526	-2.509103513003e-11	6.736498671934e-01	8.612798363298e-12	1.000000	true	-2.509480229203e-11	3.767162000542e-15
decreasing	0.380990495248	55	6	4.675414816322	1.133719689526	4.995296032434e-16	6.736498671141e-01	0.000000000000e+00	1.000000	true	-3.785429831030e-15	4.284959434273e-15
decreasing	0.379239619810	60	1	5.335055727696	1.205577838856	1.946726064666e-01	1.513007041729e-01	-2.485532442761e-01	0.500000	true	1.946726064666e-01	6.008288288090e-16
decreasing	0.379239619810	60	2	4.776398596204	1.134017997646	2.177510755707e-02	6.088765460114e-01	-8.151320256305e-03	1.000000	true	2.177510755707e-02	6.388044642524e-15
decreasing	0.379239619810	60	3	4.740835662851	1.133643456156	-1.141406666287e-03	6.814143160821e-01	3.847232520743e-04	1.000000	true	-1.141406666286e-03	8.996900230966e-16
decreasing	0.379239619810	60	4	4.742511162142	1.133642498499	-2.734593885273e-06	6.777923971144e-01	9.263223731928e-07	1.000000	true	-2.734593893894e-06	8.621434887124e-15
decreasing	0.379239619810	60	5	4.742515196704	1.133642498494	-1.580222866658e-11	6.777837004147e-01	0.000000000000e+00	1.000000	true	-1.580205810833e-11	1.705582530576e-16
decreasing	0.377488744372	65	1	5.404897723550	1.205621495412	1.952878130961e-01	1.515684840032e-01	-2.475926375893e-01	0.500000	true	1.952878130961e-01	2.411614396588e-15
decreasing	0.377488744372	65	2	4.844609095368	1.133849118456	2.033753247373e-02	6.179141246110e-01	-7.451402456577e-03	1.000000	true	2.033753247374e-02	9.359897108514e-15
decreasing	0.377488744372	65	3	4.811862840662	1.133526235800	-9.880904952757e-04	6.858692561096e-01	3.284231690543e-04	1.000000	true	-9.880904952746e-04	1.083017994743e-15
decreasing	0.377488744372	65	4	4.813303803938	1.133525522966	-2.054170697117e-06	6.827127302525e-01	6.857203397754e-07	1.000000	true	-2.054170699195e-06	2.078288283917e-15
