time	time_seconds	lambda1_nat_per_timeunit	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	last_symbol_time	last_symbol_time_seconds	lz76_phrase_count
10000	10	0.000530403999366	0.765211219554	NaN	1	2730.39253282	2.73039253282	0
20000	20	0.000387763424613	0.559424369728	0.0772255296762	2	15679.4782069	15.6794782069	2
30000	30	0.000365287265887	0.526998126995	0.148513806182	3	24074.7044385	24.0747044385	3
40000	40	0.000316300686778	0.456325432244	0.186885486595	4	34835.6143417	34.8356143417	4
50000	50	0.000340380518654	0.491065286278	0.230945054018	5	42946.5054911	42.9465054911	5
60000	60	0.000313930655551	0.452906199947	0.238409939895	6	56942.9497328	56.9429497328	6
70000	70	0.00030066297219	0.433764978958	0.238409939895	6	56942.9497328	56.9429497328	6
80000	80	0.000317717389117	0.458369301684	0.242181437245	7	72282.0878402	72.2820878402	7
90000	90	0.000277732315754	0.400683034633	0.223961428016	8	84775.7704479	84.7757704479	7
100000	100	0.000262791898183	0.379128568294	0.250384232506	9	92758.7807966	92.7587807966	8
110000	110	0.000263176044022	0.379682773591	0.264444894527	11	109763.808953	109.763808953	9
120000	120	0.000270782949154	0.390657217902	0.264444894527	11	109763.808953	109.763808953	9
130000	130	0.000264224352673	0.381195163283	0.270638416896	13	128942.722188	128.942722188	10
140000	140	0.000272690106486	0.393408664326	0.259893435987	14	138763.10862	138.76310862	10
150000	150	0.000263424859112	0.380041737887	0.280542979688	15	145705.787935	145.705787935	11
160000	160	0.000261595014949	0.377401830788	0.273269682827	16	153680.178009	153.680178009	11
170000	170	0.000268255015935	0.387010181183	0.292964289677	17	160306.888487	160.306888487	12
180000	180	0.000279282416805	0.402919357732	0.281077934332	18	170865.789318	170.865789318	12
190000	190	0.000284990698758	0.411154667797	0.270678977216	19	181141.841662	181.141841662	12
200000	200	0.000265569720556	0.383136118856	0.277203919429	20	195281.104232	195.281104232	13
210000	210	0.000267189136422	0.385472442096	0.290105740986	21	204602.413765	204.602413765	14
220000	220	0.000261187257344	0.376813560914	0.298727016166	23	219996.581149	219.996581149	15
230000	230	0.000266045696572	0.383822807094	0.313892586814	24	226701.143349	226.701143349	16
240000	240	0.000283968135968	0.409679421532	0.313892586814	24	226701.143349	226.701143349	16
250000	250	0.000253669724141	0.365968053042	0.313001884567	26	248205.306793	248.205306793	17
260000	260	0.000246940267269	0.356259498984	0.306598961565	27	256610.148297	256.610148297	17
270000	270	0.00023841048766	0.343953628243	0.306598961565	27	256610.148297	256.610148297	17
280000	280	0.000238267607355	0.343747495535	0.305296536625	29	279275.813902	279.275813902	18
290000	290	0.000230236095928	0.332160473828	0.31676123889	30	287245.077016	287.245077016	19
300000	300	0.000228830386414	0.330132463684	0.311328456833	31	295325.83313	295.32583313	19
310000	310	0.00023900410168	0.344810032245	0.307196108168	32	302315.079815	302.315079815	19
320000	320	0.000246595777743	0.355762505655	0.314852195662	33	313449.756025	313.449756025	20
330000	330	0.000246403308582	0.355484831351	0.335716332132	35	329256.376309	329.256376309	22
340000	340	0.000238636157764	0.344279201383	0.330582264696	36	337227.923794	337.227923794	22
