delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.418367	-45.000000								error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.418367	-44.489796								error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.418367	-43.979592	-45.740955	0.847571	full	2344	5116	1,-1,-1,-1	-18,-1,-1,-1	ok
-1.418367	-43.469388	-45.852700	0.846758	full	89	1001	1,0,0,0	17,0,0,0	ok
-1.418367	-42.959184	-45.960905	0.845097	full	89	957	1,0,0,0	-17,0,0,0	ok
-1.418367	-42.448980	-46.066114	0.843445	full	89	914	1,0,0,0	16,0,0,0	ok
-1.418367	-41.938776	-46.168713	0.841815	full	89	914	1,0,0,0	16,0,0,0	ok
-1.418367	-41.428571	-46.268997	0.840195	full	89	1245	1,0,0,0	15,1,0,0	ok
-1.418367	-40.918367	-46.367203	0.838744	full	89	831	1,0,0,0	15,0,0,0	ok
-1.418367	-40.408163	-46.464220	0.838322	full	77	831	-1,0,0,0	15,0,0,0	ok
-1.418367	-39.897959								error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-39.387755								error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-38.877551								error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-38.367347	-47.306233	0.825248	full	89	714	1,0,0,0	-14,0,0,0	ok
-1.418367	-37.857143	-47.391953	0.824810	full	89	19675	1,0,0,0	13,0,2,0	ok
-1.418367	-37.346939	-47.476539	0.824372	full	89	677	1,0,0,0	13,0,0,0	ok
-1.418367	-36.836735	-47.560063	0.823933	full	89	677	1,0,0,0	13,0,0,0	ok
-1.418367	-36.326531	-47.642595	0.823490	full	89	641	1,0,0,0	-13,0,0,0	ok
-1.418367	-35.816327	-47.724193	0.822884	full	77	1251	-1,0,0,0	12,-2,0,0	ok
-1.418367	-35.306122	-47.804914	0.821343	full	77	1057	-1,0,0,0	12,0,-1,0	ok
-1.418367	-34.795918	-47.884807	0.819821	full	77	606	-1,0,0,0	12,0,0,0	ok
-1.418367	-34.285714	-47.963918	0.818306	full	77	606	-1,0,0,0	12,0,0,0	ok
-1.418367	-33.775510	-48.042288	0.816798	full	77	572	-1,0,0,0	-12,0,0,0	ok
-1.418367	-33.265306	-48.119956	0.815303	full	77	62813	-1,0,0,0	11,10,-1,0	ok
-1.418367	-32.755102	-48.196958	0.814205	full	77	1047652403	-1,0,0,0	11,1,-1,3	ok
-1.418367	-32.244898	-48.273326	0.813699	full	77	541846718	-1,0,0,0	11,0,-11,0	ok
-1.418367	-31.734694	-48.349090	0.813182	full	77	968	-1,0,0,0	11,0,-1,0	ok
-1.418367	-31.224490	-48.424279	0.812653	full	9590	1254	-1,0,0,1	-11,0,0,-1	ok
-1.418367	-30.714286	-48.927058	0.799600	full	14924914	71490882	1,0,1,2	-11,0,0,-3	ok
-1.418367	-30.204082	-48.998348	0.799039	full	15223	275633	1,0,2,0	10,10,2,0	ok
-1.418367	-29.693878	-49.069156	0.798467	full	306934	168168610	1,0,-4,0	10,9,9	ok
-1.418367	-29.183673	-49.139502	0.797884	full	1051325816023858	461791225	1,0,8,-8	10,6,10,0	ok
-1.418367	-28.673469	-49.209404	0.797289	full	14078762901387944	25789781627410165	1,0,9,9	10,2,7,-10	ok
-1.418367	-28.163265	-49.278879	0.796683	full	30026367008912120	9710	-1,0,9,-10	10,1,-2,0	ok
-1.418367	-27.653061	-49.347945	0.796064	full	14675152561139777	2112532481	-1,0,-10,9	-10,0,-10,-2	ok
-1.418367	-27.142857	-49.416616	0.795433	full	15492960	37109	-1,-1,1,2	-10,-1,-1,1	ok
-1.418367	-26.632653	-49.484907	0.794789	full	1328012038573505	2672849006516321	-1,1,2,8	-10,9,-9,8	ok
-1.418367	-26.122449	-49.552830	0.794132	full	2797878789703205	814093741992	-1,1,9,8	9,9,9,4	ok
-1.418367	-25.612245	-49.620399	0.793463	full	448267356026954	13001404085584435	-1,2,-9,7	9,9,8,9	ok
-1.418367	-25.102041	-49.687625	0.792115	full	12972468362268359	288443290197	-1,4,8,9	9,-9,-6,4	ok
-1.418367	-24.591837	-49.754520	0.790707	full	5845600097551730	5850373206045048	-1,7,8,-9	9,-9,8,-9	ok
-1.418367	-24.081633	-49.821092	0.789306	full	998766650140877	1120600218659203	-1,-8,-8,-8	9,8,-9,-8	ok
-1.418367	-23.571429	-49.887352	0.787910	full	5848780619532479	2671081249369833	-1,8,8,-9	9,8,-9,8	ok
-1.418367	-23.061224	-49.953309	0.786519	full	5848780619532479	5848782350016823	-1,8,8,-9	-9,8,8,-9	ok
-1.418367	-22.551020	-50.018971	0.785135	full	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.418367	-22.040816	-50.084345	0.783755	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-21.530612	-50.149440	0.782378	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-21.020408	-50.214261	0.781009	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-20.510204	-50.278815	0.780032	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-20.000000	-50.343108	0.779215	full	2536718799892277	2537570046700137	-1,-8,8,8	8,8,8,8	ok
