category_id	count	encoding	sequence
1	8859	0	
2	13	23	-3,0
3	12349	25	-2,0,0
4	659	38	-4,0
5	3464	40	-3,0,0
6	114	57	-5,0
7	10359	59	-4,0,0
8	57	66	0,0,0,0
9	9017	82	-5,0,0
10	1	89	1,0,0,0
11	2012	109	-6,0,0
12	11	133	-2,-2,0
13	176	140	-7,0,0
14	2	149	2,-2,0
15	110	164	-4,0,0,0
16	10	168	-2,-1,0,0
17	2	186	2,-1,0,0
18	11	201	-5,0,0,0
19	18	212	-10,0
20	59	232	-11
21	19	242	-6,0,0,0
22	54	257	-10,0,0
23	54	277	-12
24	6	287	-7,0,0,0
25	6	300	0,-3,0
26	1	349	1,-3,0
27	9	377	-1,-2,0,0
28	8	389	-9,0,0,0
29	1	404	1,-2,0,0
30	7	432	-2,-2,0,0
31	1	461	2,-2,0,0
32	20	780	0,-4,0
33	182	861	0,-3,0,0
34	2	944	1,-3,0,0
35	823	1830	0,-4,0,0
36	10	1951	1,-4,0,0
37	128	3486	0,-5,0,0
38	1	4463	1,0,-2,0
39	4	5565	0,-1,-2,0
40	2	6105	0,-6,0,0
41	2	9453	0,0,0,1
42	86	45451	0,0,-3,0
43	2	46054	1,0,-3,0
44	289	305371	0,0,-4,0
45	2	306934	1,0,-4,0
46	1	537166	0,0,-1,-2
47	1	1104841	0,0,1,-2
48	15	1466328	0,0,-5,0
49	13	71240016	0,0,0,-3
50	1	71263889	1,0,0,-3
51	36	5920080078	0,0,0,-4
52	7	203449593441	0,0,0,-5
