category_id	count	encoding	sequence
1	59951	0	
2	804	1	0
3	2270	2	-1
4	54	3	0,0
5	228	7	-2
6	17	10	0,0,0
7	953	16	-3
8	12	29	-4
9	1	36	0,-2
10	213	44	-1,-2
11	47	63	-2,-2
12	11	66	0,0,0,0
13	1	86	-3,-2
14	7	113	-4,-2
15	7	170	-1,-3
16	24	248	-3,-3
17	2	495	-1,-4
18	18	625	-3,-4
19	4	1175	-1,-5
20	9	1373	-3,-5
21	1	2080	0,-2,-2
22	57	2144	-1,-2,-2
23	11	2275	-2,-2,-2
24	3	2278	0,0,0,0,0
25	3	2410	-3,-2,-2
26	2	2414	-1,-6
27	8	2549	-4,-2,-2
28	8	2696	-3,-6
29	2	3915	-1,-3,-2
30	7	4273	-3,-3,-2
31	6	4846	-3,-7
32	2	6669	-1,-4,-2
33	2	7135	-3,-4,-2
34	1	7625	-1,-8
35	2	8123	-3,-8
36	1	10730	-1,-5,-2
37	2	12245	-1,-9
38	1	12875	-3,-9
39	1	16470	-1,-6,-2
40	2	17200	-3,-6,-2
41	1	18720	-1,-10
42	1	19498	-3,-10
43	2	22786	-3,-2,-3
44	1	25195	-3,-7,-2
45	1	27494	-1,-11
46	3	32380	-3,-3,-3
47	1	44845	-3,-4,-3
48	1	75073	-3,-13,-1
49	1	134935	-3,-8,-3
50	2	159325	-3,-2,-4
51	1	203198	-3,-18
52	3	310073	-3,-20
53	1	441325	-3,-7,-4
54	2	600055	-3,-20,-2
55	2	695605	-3,-2,-1,-2
56	3	814721	-3,-3,-1,-2
57	2	948748	-3,-4,-1,-2
58	2	951505	-3,-3,-5
59	1	1269616	-3,-5,-5
60	27	2593502	-1,-2,-2,-2
61	7	2598057	-2,-2,-2,-2
62	7	2598060	0,0,0,0,0,0
63	7	2607179	-4,-2,-2,-2
64	1	2838148	-3,-20,-4
65	2	2910077	-1,-3,-2,-2
66	1	2919731	-3,-3,-2,-2
67	1	3255075	-1,-4,-2,-2
68	1	3265285	-3,-4,-2,-2
69	1	3275515	-3,-2,-6
70	1	3630164	-1,-5,-2,-2
71	1	4059820	-3,-4,-6
72	1	6256948	-3,-20,-1,-2
73	2	8398846	-3,-2,-3,-2
74	1	23849866	-3,-2,-4,-2
75	1	115953601	-3,-2,-1,-3
76	1	250197260	-3,-2,-2,-3
77	1	259749023	-3,-3,-2,-3
78	2	269572585	-3,-4,-2,-3
79	1	640086305	-3,-3,-8,-2
80	2	12514648316	-3,-2,-2,-4
81	1	12873786025	-3,-4,-2,-4
82	1	16032763841	-3,-20,-2,-4
83	1	67270202998	-3,-3,-6,-4
84	1	172915220696	-3,-2,-1,-1,-2
85	1	175478062315	-3,-4,-1,-1,-2
86	1	176770120523	-3,-5,-1,-1,-2
87	1	179375642356	-3,-7,-1,-1,-2
88	1	199157173876	-3,-6,-9,-4
89	1	241937679461	-3,-3,-2,-1,-2
90	1	331892079080	-3,-2,-2,-5
91	1	370914969155	-3,-20,-2,-5
92	1	810019466023	-3,-5,-6,-1,-2
93	8	3374956582769	-1,-2,-2,-2,-2
94	1	3374961778888	-2,-2,-2,-2,-2
95	5	3374961778891	0,0,0,0,0,0,0
96	4	3374972171138	-4,-2,-2,-2,-2
97	1	3386811528270	-1,-3,-2,-2,-2
98	2	3398697686970	-1,-4,-2,-2,-2
99	1	3410615113625	-1,-5,-2,-2,-2
100	1	4027560482930	-3,-3,-20,-4
101	1	4304907129871	-3,-6,-3,-2,-2
102	1	4536832561873	-3,-20,-1,-6
103	1	69192065925676	-3,-2,-3,-7
104	1	7360393998762880	-3,-3,-3,-1,-3
105	1	146371317793806236	-3,-3,-4,-3,-3
106	1	1623512858986566241	-3,-2,-2,-5,-3
107	1	14735760464178356846	-3,-3,-2,-7,-3
108	1	29323118861883000698	-3,-3,-1,-1,-4
109	1	14730897483197434705073	-3,-3,-1,-1,-1,-2
110	1	15171824444082144013600	-3,-4,-3,-1,-1,-2
111	1	28872261483912350044711	-3,-2,-2,-2,-1,-2
112	1	53710550046563910413545	-3,-2,-1,-3,-1,-2
