delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.030612	-45.000000	-46.017409	0.805417	continued[1]:5	198763	4917	1,-2,-3,-1	-17,-1,-1,-1	ok
-1.030612	-44.489796	-45.708948	0.804374	continued[1]:5	276394	82996	1,-1,0,-2	16,2,3	ok
-1.030612	-43.979592	-45.362307	0.803873	continued[1]:5	463	3797	1,-1,-1,0	-16,0,-1,-1	ok
-1.030612	-43.469388	-44.978824	0.804040	continued[1]:5	10126566139	241138387460	1,-1,15,-1	-16,1,-1,-5	ok
-1.030612	-42.959184	-44.929383	0.803214	continued[3]:5	24671798	11145	1,0,-2,2	15,1,-2,0	ok
-1.030612	-42.448980	-46.853974	0.797879	full	298	1348	1,0,-1,0	15,0,-1,0	ok
-1.030612	-41.938776	-46.544517	0.796423	continued[1]:5	89	616576	1,0,0,0	-15,-1,-1,-2	ok
-1.030612	-41.428571	-46.192105	0.795587	continued[1]:5	89	652625	1,0,0,0	14,-8,-3,-1	ok
-1.030612	-40.918367	-45.800297	0.795548	continued[1]:5	77	28413	-1,0,0,0	14,-1,-2,-1	ok
-1.030612	-40.408163	-45.372078	0.796256	continued[1]:5	77	742338219	-1,0,0,0	-14,0,0,3	ok
-1.030612	-39.897959	-45.484469	0.794787	continued[2]:5	5000702	3656535859	-1,0,0,2	-14,-2,13,-1	ok
-1.030612	-39.387755	-45.472376	0.793784	continued[3]:5	464	1911964	-1,0,0,-1	13,-13,0,-2	ok
-1.030612	-38.877551	-47.521017	0.791283	full	1032083921223735077	2020667780	-1,0,-13,12	13,1,-13,0	ok
-1.030612	-38.367347	-47.204243	0.788490	continued[1]:5	1996646027	6834266303	-1,0,12,-1	-13,0,7,-3	ok
-1.030612	-37.857143	-46.819307	0.785696	continued[1]:5	1996646027	547877236091340045	-1,0,12,-1	-13,-1,0,12	ok
-1.030612	-37.346939	-46.385979	0.785529	continued[1]:5	546680791150932902	1420631531	-1,0,12,-12	-13,12,12	ok
-1.030612	-36.836735	-45.912207	0.786572	continued[1]:5	76224641331697110	275629	-1,-1,12,10	12,12,1,-1	ok
-1.030612	-36.326531	-45.402701	0.788490	continued[1]:5	511872055994000	245521696	-1,-1,2,-8	12,-11,1,-3	ok
-1.030612	-35.816327	-48.484302	0.774265	full	282200077876409252	158717385968	-1,-2,-12,11	-12,1,-12,3	ok
-1.030612	-35.306122	-48.176085	0.776724	continued[1]:5	282170958817722210	266465458339200877	-1,1,-12,11	-12,2,-11,11	ok
-1.030612	-34.795918	-47.810982	0.775475	continued[1]:5	274248134447955129	741336742	-1,2,11,11	-12,11,11	ok
-1.030612	-34.285714	-47.393397	0.775308	continued[1]:5	229306112929760	741298238	-1,-5,-11,-7	11,11,11	ok
-1.030612	-33.775510	-46.923674	0.775682	continued[1]:5	259286557345041735	532733739	-1,-10,10,11	11,11,-11	ok
-1.030612	-33.265306	-46.408632	0.777137	continued[1]:5	141867845471056952	259341233193586493	-1,10,11,-11	11,-11,10,11	ok
-1.030612	-32.755102	-45.853746	0.779469	continued[1]:5	69041300686785800	69051438533200014	-1,10,-11,10	-11,-11,-11,10	ok
-1.030612	-32.244898	-45.839526	0.778708	continued[3]:5	69041300686785800	69041308118679450	-1,10,-11,10	-11,10,-11,10	ok
-1.030612	-31.734694	-49.126810	0.766505	full	133256391358893179	69041308118679450	-1,10,10,-11	-11,10,-11,10	ok
-1.030612	-31.224490	-48.802457	0.765049	continued[1]:5	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.030612	-30.714286	-48.416204	0.764134	continued[1]:5	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.030612	-30.204082	-47.967635	0.763967	continued[1]:5	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.030612	-29.693878	-47.461212	0.764881	continued[1]:5	31288139504878815	31288144257776695	-1,-10,-10,-10	10,-10,-10,-10	ok
-1.030612	-29.183673	-46.902663	0.766799	continued[1]:5	31288139504878815	31288144257776695	-1,-10,-10,-10	10,-10,-10,-10	ok
-1.030612	-28.673469	-46.297769	0.769593	continued[1]:5	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-1.030612	-28.163265	-46.338092	0.768512	continued[2]:5	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-1.030612	-27.653061	-46.329356	0.767765	continued[3]:5	31282544843925584	14732317585058792	-1,9,-10,-10	-10,9,-10,9	ok
-1.030612	-27.142857	-49.811634	0.753530	full	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.030612	-26.632653	-49.480802	0.752153	continued[1]:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.030612	-26.122449	-49.082336	0.751445	continued[1]:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.030612	-25.612245	-48.615082	0.751612	continued[1]:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.030612	-25.102041	-48.079563	0.752655	continued[1]:5	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.030612	-24.591837	-47.481946	0.754907	continued[1]:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.030612	-24.081633	-46.823557	0.757700	continued[1]:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.030612	-23.571429	-47.599443	0.752426	continued[2]:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.030612	-23.061224	-46.930647	0.755220	continued[1]:5	6125569946746277	6127218598078424	-1,8,-9,-9	-9,-9,-9,-9	ok
-1.030612	-22.551020	-46.917106	0.755092	continued[3]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.030612	-22.040816	-50.536046	0.739665	full	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.030612	-21.530612	-50.211385	0.738210	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.030612	-21.020408	-49.813477	0.737501	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.030612	-20.510204	-49.340480	0.737875	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.030612	-20.000000	-48.790297	0.739124	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
