delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.336735	-45.000000								error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.336735	-44.489796								error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.336735	-43.979592	-45.911905	0.838676	full	463	9298794	1,-1,-1,0	17,-1,-1,2	ok
-1.336735	-43.469388	-45.628980	0.837093	continued[1]:5	494	14502	1,0,0,-1	-17,0,0,1	ok
-1.336735	-42.959184	-45.313717	0.835844	continued[1]:5	89	2314	1,0,0,0	16,-1,0,-1	ok
-1.336735	-42.448980	-44.971823	0.835470	continued[1]:5	89	914	1,0,0,0	16,0,0,0	ok
-1.336735	-41.938776	-44.604794	0.835637	continued[1]:5	89	1400	1,0,0,0	-16,0,-1,0	ok
-1.336735	-41.428571	-44.712358	0.834135	continued[2]:5	89	831	1,0,0,0	15,0,0,0	ok
-1.336735	-40.918367	-44.315771	0.835178	continued[1]:5	89	831	1,0,0,0	15,0,0,0	ok
-1.336735	-40.408163	-46.624109	0.829345	full	77	791	-1,0,0,0	-15,0,0,0	ok
-1.336735	-39.897959	-46.278467	0.826552	continued[1]:5	89	1247	1,0,0,0	14,0,-1,0	ok
-1.336735	-39.387755	-45.893388	0.825302	continued[1]:5	89	752	1,0,0,0	14,0,0,0	ok
-1.336735	-38.877551	-45.478991	0.825342	continued[1]:5	89	714	1,0,0,0	-14,0,0,0	ok
-1.336735	-38.367347	-45.041398	0.826257	continued[1]:5	89	2976	1,0,0,0	-14,3,0,0	ok
-1.336735	-37.857143	-44.586103	0.828047	continued[1]:5	89	2602	1,0,0,0	13,0,1,0	ok
-1.336735	-37.346939	-44.862145	0.825376	continued[2]:5	77	677	-1,0,0,0	13,0,0,0	ok
-1.336735	-36.836735	-44.851467	0.824500	continued[3]:5	77	641	-1,0,0,0	-13,0,0,0	ok
-1.336735	-36.326531	-47.798052	0.813705	full	77	1103	-1,0,0,0	-13,0,-1,0	ok
-1.336735	-35.816327	-47.424383	0.813538	continued[1]:5	77	1746	-1,0,0,0	12,1,-1,0	ok
-1.336735	-35.306122	-47.003496	0.812496	continued[1]:5	77	1836462	-1,0,0,0	12,0,3,1	ok
-1.336735	-34.795918	-46.541298	0.812329	continued[1]:5	77	13017	-1,0,0,0	12,0,0,1	ok
-1.336735	-34.285714	-46.044702	0.813037	continued[1]:5	77	572	-1,0,0,0	-12,0,0,0	ok
-1.336735	-33.775510	-45.523355	0.814827	continued[1]:5	77	1610092	-1,0,0,0	-12,0,4,-1	ok
-1.336735	-33.265306	-44.981880	0.817286	continued[1]:5	464	32606587363635434	-1,0,0,-1	11,10,0,10	ok
-1.336735	-32.755102	-44.963177	0.816612	continued[3]:5	248864	6083	-1,0,0,-2	11,2,1,0	ok
-1.336735	-32.244898	-48.431569	0.803179	full	32491316139266327	1689	-1,0,0,10	11,-1,0,-1	ok
-1.336735	-31.734694	-48.013001	0.801596	continued[1]:5	275	476726507291573	-1,0,-1,0	11,0,9,7	ok
-1.336735	-31.224490	-47.538113	0.800888	continued[1]:5	4370	6420	-1,0,-2,0	-11,0,-2,0	ok
-1.336735	-30.714286	-47.015691	0.801389	continued[1]:5	75012875	37705696911716904	-1,0,8,0	-11,1,2,10	ok
-1.336735	-30.204082	-46.453255	0.802766	continued[1]:5	259771820	178916966	-1,0,-10,0	10,10,-9,0	ok
-1.336735	-29.693878	-45.861467	0.805225	continued[1]:5	27441802127	51072878983	-1,0,10,-3	10,-10,-1,4	ok
-1.336735	-29.183673	-47.727357	0.795582	continued[2]:5	17359781305027590	1386195511	-1,-1,2,-10	10,9,10,1	ok
-1.336735	-28.673469	-47.173432	0.796291	continued[1]:5	352862894	1005963065	-1,1,2,-3	10,-9,-10,1	ok
-1.336735	-28.163265	-46.577154	0.798081	continued[1]:5	6689131976411234	16022575661727790	-1,1,-10,-9	10,-4,1,-10	ok
-1.336735	-27.653061	-45.948803	0.800874	continued[1]:5	14091062287990149	30048077064591846	-1,2,9,9	-10,2,9,-10	ok
-1.336735	-27.142857	-45.905874	0.800461	continued[3]:5	14103369899823752	14128012335567951	-1,4,9,9	-10,8,9,9	ok
-1.336735	-26.632653	-49.643903	0.783288	full	14128009309853010	14134177061995017	-1,8,9,9	9,9,9,9	ok
-1.336735	-26.122449	-49.245286	0.785747	continued[1]:5	14128009309853010	14134177061995017	-1,8,9,9	9,9,9,9	ok
-1.336735	-25.612245	-48.775755	0.784704	continued[1]:5	14128009309853010	6417185109182742	-1,8,9,9	9,9,9,-9	ok
-1.336735	-25.102041	-48.237952	0.784664	continued[1]:5	6415478185868765	6128865921236743	-1,-9,9,-9	9,9,-9,-9	ok
