delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-37.21105528	-44.97514132	0.8749936149	continued:5	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1566.00777,3384.744996,11061.7856,18737.04938,26412.71178,34088.67362,41764.77668,49440.93992	5683.771175,6077.210646,6340.005962,6606.51663,6888.516502,7190.632855,7516.841296,7871.91997	0.9859781354,-0.9312374508,-0.9320381322,-0.9312061996,-0.930859837,-0.9307183894,-0.9306608982,-0.9306375401	-0.9615132859,-0.9555646876,-0.9889735188,-0.9939743046,-0.9938479255,-0.9927352867,-0.9915315065,-0.9904614715	ok
-1.49497487	-37.21105528	-45.31921452	0.8735377402	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1691.430095,3500.272758,11177.48605,18852.83685,26528.54808,34204.5523,41880.69848,49556.90641	5675.152453,6068.477771,6330.984805,6597.178815,6878.821615,7180.538683,7506.301228,7860.880056	0.9859507895,0.9358042783,0.9321368106,0.9313096959,0.9309608152,0.9308157855,0.9307560896,0.9307312745	-0.9614809889,-0.9553906349,-0.9889544235,-0.9939848286,-0.993863938,-0.9927490673,-0.9915399693,-0.9904641372	ok
-1.48994975	-37.21105528	-45.65878326	0.8726228851	continued:5	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1826.405169,3652.177387,11329.60329,19005.08356,26680.88571,34356.97368,42033.20443,49709.49833	5666.726943,6059.947733,6322.175782,6588.063775,6869.361876,7170.694083,7496.027714,7850.127005	0.9859365214,-0.9335812757,-0.9322355058,-0.9314135018,-0.9310610556,-0.9309133609,-0.9308509179,-0.9308252155	-0.961448818,-0.9552187982,-0.9889351833,-0.9939947507,-0.9938792394,-0.9927621642,-0.9915478302,-0.9904662851	ok
-1.48492462	-37.21105528	-45.98863512	0.8719146812	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	56.85661504,1946.274349,3752.339013,11430.01586,19105.66841,26781.60371,34457.81754,42134.17438	5658.489375,6051.614579,6313.572285,6579.164148,6860.129041,7161.089776,7486.010254,7839.648843	0.9713042671,0.9859045577,0.9416373648,0.9323331696,0.9315171005,0.9311622827,0.9310106048,0.9309470042	-0.9614167639,-0.9550489988,-0.9889158006,-0.9940041116,-0.9938938792,-0.9927746243,-0.9915551299,-0.9904679496	ok
-1.47989950	-37.21105528	-46.30671005	0.8708721087	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	80.56905652,1940.596383,3659.922478,11337.91175,19013.78017,26689.89032,34366.27132,42042.79628	5650.434606,6043.472547,6305.167956,6570.472894,6851.115273,7151.716992,7476.238969,7829.43436	0.9759460377,0.985841428,0.9343565284,0.9324347996,0.9316222928,0.9312638193,0.9311088555,0.9310414872	-0.9613848179,-0.9548810732,-0.9888962768,-0.9940129482,-0.9939079022,-0.9927864905,-0.9915619053,-0.9904691619	ok
-1.47487437	-37.21105528	-41.03587625	0.8902039589	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	268.6602405,1467.157162,9146.161061,16822.30968,24498.61012,32175.1828,39851.90911,47528.70837	5642.557628,6035.516065,6296.956682,6561.983283,6842.313118,7142.567427,7466.704552,7819.473045	0.9924493962,0.9376072282,0.9326416181,0.9317763113,0.9313868367,0.9312161293,0.9311411073,0.9311089058	-0.961352972,-0.9547148715,-0.9888766133,-0.9940212937,-0.9939213493,-0.992797802,-0.9915681903,-0.9904699507	ok
-1.46984925	-37.21105528	-41.88225423	0.8874106100	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	407.9171832,1771.755333,9450.943114,17127.39375,24803.96504,32480.79604,40157.77785,47834.83288	5634.853573,6027.739751,6288.932592,6553.688878,6833.715481,7133.633216,7457.398227,7809.755025	0.9891449838,0.9354502161,0.9327102865,0.9318672505,0.9314827544,0.9313105619,0.9312343832,0.93120173	-0.9613212188,-0.9545502559,-0.9888568109,-0.9940291787,-0.9939342577,-0.9928085944,-0.9915740158,-0.990470342	ok
-1.46482412	-37.21105528	-42.43187924	0.8846172612	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	549.8474101,2047.961101,9727.305125,17404.09537,25080.9839,32758.11861,40435.40024,48112.75484	5627.317716,6020.138413,6281.090044,6545.583527,6825.31561,7124.906905,7448.311708,7800.271016	0.9869164429,0.93486001,0.9327649452,0.9319512124,0.931575177,0.9314045049,0.9313284646,0.9312942076	-0.9612895518,-0.9543870998,-0.9888368699,-0.9940366308,-0.9939466615,-0.9928189006,-0.9915794103,-0.9904703598	ok
-1.45979899	-37.21105528	-42.87692167	0.8818239123	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	696.3072928,2315.949693,9995.58012,17672.75578,25350.00187,33027.48171,40705.10566,48382.80263	5619.945482,6012.707045,6273.423624,6537.661346,6817.107075,7116.38142,7439.437164,7791.012278	0.9860808534,0.9346750314,0.932832604,0.9320408444,0.9316701076,0.9314989208,0.9314212858,0.9313861994	-0.9612579644,-0.9542252861,-0.9888167904,-0.9940436753,-0.993958592,-0.9928287504,-0.9915843997,-0.9904700261	ok
-1.45477387	-37.21105528	-43.27375817	0.8790305634	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	843.9266227,2562.765998,10242.82053,17920.43001,25598.07434,33275.9405,40953.94895,48632.03141	5612.732439,6005.440823,6265.928132,6529.916706,6809.083744,7108.050046,7430.767185,7781.970568	0.9858356006,0.9347117639,0.9329158752,0.9321381091,0.9317680456,0.9315951352,0.9315162149,0.9314792043	-0.9612264512,-0.9540647068,-0.9887965724,-0.9940503352,-0.9939700778,-0.9928381716,-0.9915890082,-0.9904693613	ok
-1.44974874	-37.21105528	-43.64730076	0.8762372145	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	987.7686003,2770.3933,10450.97282,18129.06482,25807.14997,33485.44507,41163.88141,48842.39293	5605.674301,5998.335099,6258.598576,6522.344224,6801.239774,7099.906399,7422.294751,7773.138104	0.985765518,0.9371115002,0.9330086528,0.9322394974,0.9318687314,0.9316931595,0.9316104366,0.931571196	-0.9611950066,-0.9539052616,-0.9887762153,-0.9940566319,-0.9939811453,-0.9928471895,-0.9915932578,-0.990468384	ok
-1.44472362	-37.21105528	-44.01068019	0.8734438657	continued:5	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1122.263888,2920.625714,10601.78841,18280.40993,25958.98103,33637.74946,41316.65776,48995.64233	5598.766925,5991.385397,6251.430165,6514.938745,6793.569589,7091.944411,7414.01321,7764.507533	0.9857283088,-0.9339276625,-0.9331036439,-0.9323428146,-0.9319698123,-0.9317904305,-0.9317046056,-0.9316648163	-0.9611636257,-0.9537468576,-0.9887557187,-0.9940625847,-0.9939918186,-0.9928558278,-0.9915971689,-0.9904671113	ok
-1.43969849	-37.21105528	-44.37140920	0.8707782342	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1248.259791,3027.39858,10709.18605,18388.38358,26067.48664,33746.77346,41426.19846,49105.70102	5592.006309,5984.587407,6244.418297,6507.695337,6786.067868,7084.158304,7405.916248,7756.071896	0.9856905519,0.9404896054,0.9331980307,0.9324453984,0.9320704216,0.9318883089,0.9317996444,0.931756578	-0.9611323039,-0.9535894084,-0.9887350815,-0.9940682115,-0.9940021202,-0.9928641079,-0.9916007606,-0.9904655594	ok
