delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-35.82914573	-44.71550047	0.8727708702	continued:5	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1389.752861,3217.812265,10863.73176,18510.72378,26158.43843,33806.47903,41454.65499,49102.8855	5537.00964,5935.006653,6197.590874,6464.344482,6747.113574,7050.81164,7379.827284,7739.561094	0.9858093976,-0.9362756754,-0.9353455398,-0.9347801583,-0.9345514884,-0.9344608128,-0.9344243444,-0.9344100439	-0.9621555972,-0.9538433872,-0.9885926457,-0.9938024034,-0.993678413,-0.9925245285,-0.9912791887,-0.990178177	ok
-1.49497487	-35.82914573	-45.09529789	0.8706462584	continued:5	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1518.74963,3341.013998,10987.19844,18634.36844,26282.24065,33930.43807,41578.77306,49227.16456	5531.003138,5928.962108,6191.33216,6457.853095,6740.36108,7043.77011,7372.467934,7731.853113	0.9857830731,-0.9362305403,-0.9354325999,-0.9348714277,-0.9346410148,-0.9345472507,-0.9345097723,-0.934495212	-0.9621247289,-0.9536824686,-0.9885701705,-0.9938069822,-0.9936875703,-0.9925313634,-0.9912812051,-0.9901751999	ok
-1.48994975	-35.82914573	-45.47407890	0.8688560151	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1641.60227,3434.856805,11081.35217,18728.74838,26376.82593,34025.2274,41673.76899,49322.36908	5525.122565,5923.047808,6185.207913,6451.501044,6733.753577,7036.880172,7365.26798,7724.313924	0.9857484723,0.9380897688,0.9355191272,0.9349622408,0.9347300049,0.9346353229,0.9345955601,0.9345791467	-0.962093909,-0.9535221915,-0.9885475276,-0.9938112775,-0.9936964185,-0.9925379075,-0.9912829644,-0.9901719952	ok
-1.48492462	-35.82914573	-45.84880367	0.8676067915	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1769.948573,3558.873365,11205.72602,18853.39682,26501.72762,34150.38121,41799.177,49448.03327	5519.364816,5917.260414,6179.214579,6445.284528,6727.286971,7030.137389,7358.222576,7716.938184	0.985723344,0.9380309134,0.9356047685,0.9350530603,0.9348200776,0.9347218922,0.934681106,0.934664675	-0.962063134,-0.9533624903,-0.9885247149,-0.9938153017,-0.9937049735,-0.9925441757,-0.9912844794,-0.9901685738	ok
-1.47989950	-35.82914573	-46.21384396	0.8667708702	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	17.05846385,1894.39482,3666.617273,11313.87377,18961.86799,26610.5006,34259.45409,41908.55213	5513.72688,5911.596707,6173.348736,6439.199893,6720.95734,7023.537518,7351.327098,7709.720806	0.9631532491,0.9856937578,0.9375125795,0.9356905973,0.9351437866,0.9349084869,0.9348092234,0.9347665425	-0.9620324006,-0.9532033033,-0.98850173,-0.9938190664,-0.9937132497,-0.992550182,-0.9912857623,-0.9901649462	ok
-1.47487437	-35.82914573	-46.56471957	0.8662693174	full	1,1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	25.85243822,1930.995811,3726.157851,11373.86525,19022.23249,26671.21573,34320.51793,41969.96659	5508.205849,5906.053574,6167.607088,6433.243631,6714.760922,7017.076501,7344.577133,7702.656948	0.9993084287,0.9856783797,-0.9296068823,-0.9357756095,-0.9352342461,-0.9349982518,-0.9348952508,-0.9348511746	-0.962001706,-0.9530445723,-0.9884785703,-0.9938225821,-0.993721261,-0.9925559395,-0.9912868244,-0.9901611218	ok
-1.46984925	-35.82914573	-41.47288877	0.8831105198	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	312.4254891,995.7024443,8646.079331,16294.48439,23943.59599,31593.15878,39242.9437,46892.8303	5502.798905,5900.628015,6161.986459,6427.412366,6708.694106,7010.750451,7337.968464,7695.741995	0.9911553596,0.9555512061,0.9363606722,0.9355505632,0.9351870988,0.9350261396,0.9349559091,0.9349253321	-0.9619710472,-0.9528862423,-0.9884552332,-0.9938258589,-0.9937290199,-0.9925614605,-0.9912876763,-0.9901571096	ok
-1.46482412	-35.82914573	-42.22956596	0.8817335788	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	464.887575,1482.595683,9131.579797,16780.6633,24430.37576,32080.46089,39730.7288,47381.0811	5497.503325,5895.317132,6156.483788,6421.70285,6702.753428,7004.555644,7331.497061,7688.971542	0.9877197003,0.950375402,0.9361614703,0.9355138738,0.9352204608,0.9350889403,0.9350300878,0.9350039621	-0.9619404214,-0.9527282611,-0.9884317159,-0.9938289059,-0.9937365385,-0.9925667565,-0.9912883278,-0.9901529182	ok
-1.45979899	-35.82914573	-42.76117515	0.8789402300	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	614.2497419,1838.838502,9488.257476,17137.95265,24788.22305,32438.83311,40089.61189,47740.46992	5492.316472,5890.118124,6151.096124,6416.111961,6696.935558,6998.488511,7325.159068,7682.341387	0.9861476141,0.9407060777,0.9361380188,0.9355551262,0.9352878657,0.9351666736,0.9351117965,0.9350861609	-0.9619098264,-0.9525705794,-0.9884080155,-0.9938317317,-0.9937438277,-0.9925718381,-0.9912887882,-0.9901485553	ok
-1.45477387	-35.82914573	-43.21534901	0.8761468811	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	769.2715576,2207.234781,9857.244632,17507.5711,25158.42958,32809.60496,40460.9401,48112.35159	5487.235795,5885.028289,6145.820623,6410.63669,6691.237299,6992.545629,7318.950793,7675.847512	0.9856648691,0.9381531208,0.9361519489,0.9356133867,0.9353624313,0.9352461446,0.9351933848,0.9351685932	-0.9618792596,-0.9524131501,-0.9883841289,-0.9938343441,-0.9937508979,-0.9925767154,-0.9912890663,-0.9901440283	ok
