delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-33.06532663	-44.61451595	0.8638120264	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1091.565455,9045.016356,16657.07258,24269.99234,31883.31829,39496.82502,47110.41052,54724.02994	5353.565501,5762.242394,6026.180284,6295.495616,6582.225158,6892.027883,7230.390592,7604.437113	0.9850699693,0.9418073093,0.9413689844,0.9411791259,0.9410976758,0.9410627459,0.9410472146,0.9410406918	-0.9634100834,-0.9500800444,-0.9875771341,-0.9932643418,-0.993144695,-0.9919160827,-0.9906104936,-0.989471606	ok
-1.49497487	-33.06532663	-45.09726350	0.8610186776	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1235.08727,9214.643199,16827.40725,24440.97323,32054.92321,39669.04735,47283.24878,54897.48399	5350.47389,5759.159396,6022.933428,6292.073771,6578.605426,6888.190123,7226.316663,7600.111151	0.9850618387,0.9418321348,0.9414244356,0.9412449582,0.9411670632,0.9411328141,0.9411168349,0.941111317	-0.963380471,-0.9498996693,-0.9875431409,-0.993262605,-0.9931480454,-0.9919170546,-0.9906069003,-0.9894636568	ok
-1.48994975	-33.06532663	-45.57575930	0.8617268815	continued:5	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1519.937624,3329.358736,10942.86205,18557.12063,26171.74814,33786.54614,41401.4212,49016.33067	5347.447428,5756.143039,6019.754874,6288.722214,6575.058242,6884.427539,7222.321042,7595.867329	0.9853593868,-0.9407345332,-0.9414863701,-0.9413139402,-0.941237237,-0.9412030931,-0.9411873595,-0.9411811088	-0.9633508631,-0.9497185326,-0.9875087406,-0.9932607081,-0.993151283,-0.9919179322,-0.9906032214,-0.9894556225	ok
-1.48492462	-33.06532663	-46.01627240	0.8598089208	continued:5	1,-1,-1,-1,-1,-1,-1,-1	-1,-1,-1,-1,-1,-1,-1,-1	1649.393048,3440.910173,11055.2033,18670.2103,26285.57314,33901.10351,41516.71093,49132.35361	5344.484874,5753.192025,6016.64327,6285.439534,6571.582124,6880.738566,7218.40206,7591.703849	0.9853309378,-0.9379261884,-0.9415497761,-0.9413829947,-0.9413068877,-0.941272312,-0.9412575953,-0.9412505559	-0.9633212588,-0.9495365974,-0.9874739233,-0.9932586524,-0.9931544109,-0.9919187185,-0.9905994598,-0.9894475056	ok
-1.47989950	-33.06532663	-46.44732409	0.8584319798	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	1777.113139,3535.335782,11150.47788,18766.29347,26382.45142,33998.77381,41615.17324,49231.60852	5341.585023,5750.305092,6013.597307,6282.224365,6568.175639,6877.121686,7214.558098,7587.618969	0.985300702,0.9439606511,0.9416126275,0.9414517257,0.9413773996,0.9413425137,0.9413270314,0.9413193981	-0.9632916573,-0.9493538269,-0.9874386784,-0.9932564391,-0.9931574323,-0.9919194167,-0.990595618,-0.9894393085	ok
-1.47487437	-33.06532663	-46.86240022	0.8575960585	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	25.35960879,1902.53804,3604.353886,11220.40311,18837.0869,26454.09992,34071.27401,41688.52512	5338.746701,5747.481012,6010.615708,6279.075377,6564.837391,6873.575429,7210.787593,7583.611007	0.9664676544,0.9852679331,0.9430289163,0.9416748527,0.9415199576,0.9414467816,0.9414124641,0.9413964652	-0.9632620578,-0.9491701839,-0.9874029952,-0.9932540694,-0.9931603499,-0.9919200295,-0.9905916985,-0.9894310333	ok
-1.46984925	-33.06532663	-47.25516674	0.8570945056	full	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	47.15020758,1939.23285,3710.454557,11327.47465,18945.09003,26563.01994,34181.10661,41799.26981	5335.968763,5744.71859,6007.697234,6275.991281,6561.56603,6870.098367,7207.089027,7579.678335	0.9944336991,0.9852508079,0.9534519231,0.9417362229,0.941587271,0.9415155775,0.9414824513,0.9414662131	-0.9632324595,-0.9489856314,-0.9873668628,-0.993251544,-0.9931631666,-0.9919205599,-0.9905877038,-0.989422682	ok
-1.46482412	-33.06532663	-40.28503168	0.8746609882	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	184.5262957,7602.792308,15219.23797,22836.36064,30454.38406,38072.97662,45691.87627,53310.93238	5333.250097,5742.016664,6004.84068,6272.970822,6558.360242,6866.689119,7203.460932,7575.819378	0.991435257,0.9438921614,0.942708439,0.9421033316,0.9418043195,0.9416579357,0.9415868803,0.9415522154	-0.9632028618,-0.9488001321,-0.9873302696,-0.9932488637,-0.9931658848,-0.9919210104,-0.9905836362,-0.9894142568	ok
-1.45979899	-33.06532663	-41.84851241	0.8718676393	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	339.108332,7876.847053,15494.52923,23113.03131,30732.299,38352.03209,45972.01618,53592.12963	5330.589619,5739.374103,6002.044874,6270.012783,6555.218754,6863.346343,7199.901884,7572.032611	0.9897481146,0.9434648061,0.9425354539,0.9420596628,0.9418220939,0.9417032603,0.9416447651,0.9416155141	-0.9631732639,-0.9486136482,-0.9872932039,-0.9932460292,-0.993168507,-0.9919213835,-0.9905794977,-0.9894057595	ok
-1.45477387	-33.06532663	-42.62776475	0.8690742905	continued:5	1,1,1,1,1,1,1,1	-1,-1,-1,-1,-1,-1,-1,-1	487.737806,8079.317599,15698.36834,23318.23007,30938.74381,38559.64681,46180.76131,53801.98601	5327.98627,5736.789805,5999.308675,6267.115979,6552.140328,6860.068735,7196.410504,7568.316557	0.98654907,0.9431833612,0.9424365059,0.9420507627,0.941854869,0.9417561412,0.9417054673,0.9416802718	-0.9631436653,-0.9484261419,-0.9872556535,-0.9932430409,-0.9931710356,-0.9919216817,-0.9905752906,-0.989397192	ok
