delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0]
-1.497996	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.495992	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.493988	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.491984	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.489980	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.487976	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.485972	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.483968	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.481964	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.479960	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.477956	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0]
-1.475952	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.473948	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.471944	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.469940	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.467936	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.465932	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.463928	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.461924	-42.645291								error: T SSCS does not start with ±1: [5, 0, 0, 0, 0, 0, 0]
-1.459920	-42.645291								error: T SSCS does not start with ±1: [6, 0, 0, 0, 0, 0, 0]
-1.457916	-42.645291								error: T SSCS does not start with ±1: [6, 0, 0, 0, 0, 0, 0]
-1.455912	-42.645291								error: T SSCS does not start with ±1: [6, 0, 0, 0, 0, 0, 0]
-1.453908	-42.645291								error: T SSCS does not start with ±1: [6, 0, 0, 0, 0, 0, 0]
-1.451904	-42.645291								error: T SSCS does not start with ±1: [6, 0, 0, 0, 0, 0, 0]
-1.449900	-42.645291	-44.115060	0.851641	continued:5	3374966975014	6183	1,0,0,0,0,0,0	-17,-1,0,0,0	ok
-1.447896	-42.645291	-44.447116	0.850058	continued:5	3374966975014	6183	1,0,0,0,0,0,0	-17,-1,0,0,0	ok
-1.445892	-42.645291	-44.772023	0.848681	continued:5	2602619	6183	1,0,0,0,0,0	-17,-1,0,0,0	ok
-1.443888	-42.645291	-45.090415	0.847638	continued:5	3374966975014	6183	1,0,0,0,0,0,0	-17,-1,0,0,0	ok
-1.441884	-42.645291	-45.400513	0.846930	continued:5	2602619	1398	1,0,0,0,0,0	-17,1,0,0	ok
-1.439880	-42.645291	-45.700026	0.846556	continued:5	2602619	1398	1,0,0,0,0,0	-17,1,0,0	ok
-1.437876	-42.645291	-45.986363	0.846389	full	2602619	7593	1,0,0,0,0,0	-17,1,0,0,0	ok
-1.435872	-42.645291	-44.128833	0.850190	continued:5	2602619	7593	1,0,0,0,0,0	-17,1,0,0,0	ok
-1.433868	-42.645291	-44.463022	0.848400	continued:5	2602619	1346	1,0,0,0,0,0	16,1,0,0	ok
-1.431864	-42.645291	-44.791833	0.847023	continued:5	3374966975014	1346	1,0,0,0,0,0,0	16,1,0,0	ok
-1.429860	-42.645291	-45.113370	0.845980	continued:5	3374966975014	6073	1,0,0,0,0,0,0	16,-1,0,0,0	ok
-1.427856	-42.645291	-45.425931	0.845272	continued:5	2602619	6073	1,0,0,0,0,0	16,-1,0,0,0	ok
-1.425852	-42.645291	-45.727275	0.844898	continued:5	3374966975014	6073	1,0,0,0,0,0,0	16,-1,0,0,0	ok
-1.423848	-42.645291	-46.014851	0.844731	full	3374966975014	6073	1,0,0,0,0,0,0	16,-1,0,0,0	ok
-1.421844	-42.645291	-44.141551	0.848602	continued:5	2602619	372467539	1,0,0,0,0,0	16,-1,0,-1,1	ok
-1.419840	-42.645291	-44.479551	0.846812	continued:5	3374966975014	1325974	1,0,0,0,0,0,0	16,-1,-1,1,0	ok
-1.417836	-42.645291	-44.811386	0.845356	continued:5	2602619	742492348	1,0,0,0,0,0	16,-1,-1,0,-1,0	ok
-1.415832	-42.645291	-45.136136	0.844314	continued:5	3374966975014	14164	1,0,0,0,0,0,0	16,-1,-1,0,0	ok
-1.413828	-42.645291	-45.451212	0.843606	continued:5	3374966975014	3796	1,0,0,0,0,0,0	16,-1,1,0	ok
-1.411824	-42.645291	-45.754425	0.843232	continued:5	2602619	34684	1,0,0,0,0,0	16,-1,1,0,0	ok
-1.409820	-42.645291	-46.043269	0.843065	full	3374966975014	3049	1,0,0,0,0,0,0	16,0,1,0	ok
-1.407816	-42.645291	-44.153680	0.846950	continued:5	2602619	11749	1,0,0,0,0,0	16,0,-1,0,0	ok
-1.405812	-42.645291	-44.496281	0.845160	continued:5	2602619	11749	1,0,0,0,0,0	16,0,-1,0,0	ok
-1.403808	-42.645291	-44.831830	0.843704	continued:5	2602619	4499541784	1,0,0,0,0,0	16,0,-1,-1,-1,0	ok
-1.401804	-42.645291	-45.159536	0.842661	continued:5	2602619	96548	1,0,0,0,0,0	16,0,-1,-1,0	ok
-1.399800	-42.645291	-45.476884	0.841953	continued:5	2602619	246164734	1,0,0,0,0,0	16,0,-1,-2,-1	ok
-1.397796	-42.645291	-45.781739	0.841579	continued:5	2602619	41009	1,0,0,0,0,0	16,0,0,-1,0	ok
-1.395792	-42.645291	-46.071634	0.841412	full	2602619	1327603	1,0,0,0,0,0	16,0,0,-1,-1	ok
-1.393788	-42.645291	-44.172794	0.845421	continued:5	2602619	1859	1,0,0,0,0,0	16,0,0,-1	ok
-1.391784	-42.645291	-44.517918	0.843631	continued:5	2602619	109714	1,0,0,0,0,0	16,0,0,0,-1	ok
-1.389780	-42.645291	-44.855374	0.842175	continued:5	3374966975014	109714	1,0,0,0,0,0,0	16,0,0,0,-1	ok
-1.387776	-42.645291	-45.184421	0.841133	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.385772	-42.645291	-45.502575	0.840297	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.383768	-42.645291	-45.809044	0.839923	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.381764	-42.645291	-46.099961	0.839756	full	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.379760	-42.645291	-44.187019	0.843763	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.377756	-42.645291	-44.536574	0.841973	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.375752	-42.645291	-44.877590	0.840517	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.373747	-42.645291	-45.209443	0.839474	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.371743	-42.645291	-45.529722	0.838766	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.369739	-42.645291	-45.836368	0.838265	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.367735	-42.645291	-46.128263	0.838097	full	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.365731	-42.645291	-44.201711	0.842236	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.363727	-42.645291	-44.554073	0.840318	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.361723	-42.645291	-44.898650	0.838862	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.359719	-42.645291	-45.233294	0.837820	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.357715	-42.645291	-45.555673	0.837111	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.355711	-42.645291	-45.863782	0.836610	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.353707	-42.645291	-46.156550	0.836443	full	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.351703	-42.645291	-44.216657	0.840579	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.349699	-42.645291	-44.573313	0.838788	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.347695	-42.645291	-44.919853	0.837205	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.345691	-42.645291	-45.257258	0.836162	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.343687	-42.645291	-45.581700	0.835454	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.341683	-42.645291	-45.891232	0.834952	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.339679	-42.645291	-46.184831	0.834785	full	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.337675	-42.645291	-44.234848	0.839049	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.335671	-42.645291	-44.593967	0.837131	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.333667	-42.645291	-44.943773	0.835754	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.331663	-42.645291	-45.281432	0.834505	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.329659	-42.645291	-45.607868	0.833797	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.327655	-42.645291	-45.918752	0.833295	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.325651	-42.645291	-46.213113	0.833128	full	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.323647	-42.645291	-44.249628	0.837346	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.321643	-42.645291	-44.613525	0.835556	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.319639	-42.645291	-44.965702	0.834100	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.317635	-42.645291	-45.305936	0.832851	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.315631	-42.645291	-45.634253	0.832142	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.313627	-42.645291	-45.946382	0.831641	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.311623	-42.645291	-46.241402	0.831474	full	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.309619	-42.645291	-44.266619	0.835826	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.307615	-42.645291	-44.632900	0.833908	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.305611	-42.645291	-44.988244	0.832452	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.303607	-42.645291	-45.330889	0.831203	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.301603	-42.645291	-45.660934	0.830495	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.299599	-42.645291	-45.974162	0.829993	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.297595	-42.645291	-46.269704	0.829826	full	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.295591	-42.645291	-44.282921	0.834164	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.293587	-42.645291	-44.653289	0.832374	continued:5	2602619	4918	1,0,0,0,0,0	16,0,0,0,0	ok
-1.291583	-42.645291	-45.010386	0.830790	continued:5	4538138813	4918	1,0,0,0,0,-1	16,0,0,0,0	ok
-1.289579	-42.645291	-45.355575	0.829541	continued:5	4538138813	4918	1,0,0,0,0,-1	16,0,0,0,0	ok
-1.287575	-42.645291	-45.687458	0.828833	continued:5	4538138813	4918	1,0,0,0,0,-1	16,0,0,0,0	ok
-1.285571	-42.645291	-46.001879	0.828331	continued:5	137520069907210163	914	1,0,0,0,0,-1,0	16,0,0,0	ok
-1.283567	-42.645291	-46.298024	0.828164	full	998767365241364	914	1,0,0,0,0,1	16,0,0,0	ok
-1.281563	-42.645291	-44.298578	0.832554	continued:5	998767365241364	914	1,0,0,0,0,1	16,0,0,0	ok
-1.279559	-42.645291	-44.672441	0.830636	continued:5	3219630870954917220157308562244	914	1,0,0,0,0,-3	16,0,0,0	ok
-1.277555	-42.645291	-45.033653	0.829053	continued:5	66720926638736389	914	1,0,0,0,-1,1	16,0,0,0	ok
-1.275551	-42.645291	-45.382076	0.828010	continued:5	5940728492313138389	914	1,0,0,0,-1,-1,0	16,0,0,0	ok
-1.273547	-42.645291	-45.714226	0.827174	continued:5	5940728492313138389	914	1,0,0,0,-1,-1,0	16,0,0,0	ok
-1.271543	-42.645291	-46.029726	0.826673	continued:5	814096294019	914	1,0,0,0,-1,-1	16,0,0,0	ok
-1.269539	-42.645291	-46.326367	0.826506	full	524507464	4820	1,0,0,0,-1,0	-16,0,0,0,0	ok
-1.267535	-42.645291	-44.320246	0.830984	continued:5	524507464	4820	1,0,0,0,-1,0	-16,0,0,0,0	ok
-1.265531	-42.645291	-44.696535	0.829066	continued:5	371299139840494	109247	1,0,0,0,-1,0,0	-16,0,0,0,-1	ok
-1.263527	-42.645291	-45.059511	0.827610	continued:5	371299139840494	109247	1,0,0,0,-1,0,0	-16,0,0,0,-1	ok
-1.261523	-42.645291	-45.407697	0.826361	continued:5	171643213369	814133298599	1,0,0,0,1,0	-16,0,0,0,-1,-1	ok
-1.259519	-42.645291	-45.741369	0.825525	continued:5	171643213369	525447122	1,0,0,0,1,0	-16,0,0,0,-1,0	ok
-1.257515	-42.645291	-46.057766	0.825024	continued:5	171643213369	525447122	1,0,0,0,1,0	-16,0,0,0,-1,0	ok
-1.255511	-42.645291	-46.354736	0.824856	full	2752976186684836382315519	525447122	1,0,0,0,-2,-2	-16,0,0,0,-1,0	ok
-1.253507	-42.645291	-44.714310	0.827651	continued:5	6127218819477964	44987324	1,0,0,0,2,0	-16,0,0,0,1	ok
-1.251503	-42.645291	-45.079781	0.826196	continued:5	13554438237991243	30799758497	1,0,0,-1,2,0	-16,0,0,0,-2	ok
-1.249499	-42.645291	-45.429812	0.824946	continued:5	304229984004284756444	120016423795490	1,0,0,-1,1,-1,0	-16,0,0,-1,-2,0	ok
-1.247495	-42.645291	-45.764745	0.824110	continued:5	705808032553	366135299	1,0,0,-1,1,0	-16,0,0,-1,1	ok
