delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-26.578947	-47.956744	0.792353	continued:5	24105419138501	2675503421141157	1,1,9,-6	-10,2,0,-9	ok
-1.447368	-26.578947	-48.624613	0.789559	continued:5	2527381004412823	7728079113435782	1,2,8,8	-10,9,2,9	ok
-1.394737	-26.578947	-49.183816	0.786766	continued:5	14103370067772374	14134177061995017	1,4,9,9	9,9,9,9	ok
-1.342105	-26.578947	-49.640593	0.783973	full	14128009309853010	14134177061995017	-1,8,9,9	9,9,9,9	ok
-1.289474	-26.578947	-47.649315	0.768705	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-1.236842	-26.578947	-48.355095	0.765912	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-1.184211	-26.578947	-48.940426	0.763118	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-1.131579	-26.578947	-49.414927	0.760325	continued:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.078947	-26.578947	-49.789660	0.757532	full	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.026316	-26.578947	-40.959443	0.706425	continued:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.973684	-26.578947	-44.096271	0.707468	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-0.921053	-26.578947	-45.761055	0.704674	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-0.868421	-26.578947	-47.046698	0.701881	continued:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.815789	-26.578947	-48.078452	0.699088	continued:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.763158	-26.578947	-48.904296	0.701881	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-0.710526	-26.578947	-49.503718	0.699088	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-0.657895	-26.578947	-49.966694	0.696294	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-0.605263	-26.578947	-50.315151	0.693501	continued:5	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-0.552632	-26.578947	-50.568705	0.690708	continued:5	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.500000	-26.578947	-50.744432	0.687914	full	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
