delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_signs	gamma_signs	T_min_times	gamma_min_times	T_tangent_Ca	gamma_tangent_Ca	status
-1.50000000	-28.33333333	-47.38116826	0.8262297353	continued:5	1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1	1190.99697,8388.465315,16011.88001,23620.8705,31225.50183,38829.44698,46433.74296,54038.53477	5208.502964,5635.785355,5904.20513,6180.650717,6477.195786,6801.491396,7161.902545,7570.454823	0.9827463503,0.954420648,0.9527275594,0.9513538849,0.9502833601,0.949401024,0.9485950653,0.9477727275	1.152582377e-14,2.733549844e-13,4.216094983e-13,5.936812079e-13,8.195166929e-13,1.102283962e-12,1.452400264e-12,1.965133468e-12	ok
-1.38888889	-28.33333333	-48.03216659	0.8234363865	continued:5	1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1	6.9171519,1524.927224,8461.158693,16187.8271,23918.19966,31653.42438,39395.22777,47146.38738	5197.818626,5625.073639,5890.656702,6164.345826,6457.350541,6777.608254,7133.625612,7537.581782	0.9627097549,0.9829211078,0.954614434,0.9545177396,0.9544738982,0.9545001417,0.9545946475,0.9547610073	5.748661861e-14,2.77693983e-13,4.331193134e-13,6.014353915e-13,8.020119981e-13,1.05220998e-12,1.40325744e-12,1.923941834e-12	ok
-1.27777778	-28.33333333	-48.53197891	0.8206430376	full	1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1	44.53709099,1893.952107,7548.12905,15454.10414,23775.0218,25021.77385,34238.82038,34709.53686	5198.283837,5625.282809,5888.308213,6159.938521,6449.869327,6766.568554,7118.754422,7518.822878	0.9955036015,0.9832936991,0.08679926995,0.2814494324,0.9488524181,0.9744205576,0.9282090037,0.9128088596	1.012652024e-15,2.735937995e-13,4.307157806e-13,5.848553723e-13,7.866825502e-13,1.041073135e-12,1.376290123e-12,1.887017395e-12	ok
-1.16666667	-28.33333333	-43.75967612	0.7345531206	continued:5	1,1,1,1,1,1,1,1	-1,1,1,1,1,1,1,1	278.493267,893.7734097,1804.055503,10934.75738,11403.2003,11685.782,11979.79584,12300.33063	5207.22647,6164.519128,6451.788767,6765.309392,7114.096013,7510.816274,7976.821744,8555.12403	0.9821233952,0.9831782113,0.9816115394,0.9327001692,0.9100990321,0.9508725388,0.9567501582,0.9565190743	-9.269747148e-16,5.636516218e-13,7.556094461e-13,1.016004246e-12,1.376863295e-12,1.889642548e-12,2.589172391e-12,3.731133234e-12	ok
-1.05555556	-28.33333333	-45.60100254	0.7317597717	continued:5	1,1,1,-1,-1,-1,-1,1	1,1,1,1,1,1,1,1	442.1779851,1143.494554,2412.264016,9059.637925,9982.916499,10709.195,12136.06923,19481.84335	5222.758083,6176.021172,6461.042074,6771.709883,7117.45498,7511.270963,7975.232696,8554.770606	0.9778283945,0.9816165516,0.9821285339,-0.8843892101,-0.9126693956,-0.938309003,-0.9755412699,0.8706993477	1.906383857e-15,5.633986978e-13,7.664816626e-13,1.023000351e-12,1.364759163e-12,1.871637877e-12,2.604700171e-12,3.708092756e-12	ok
-0.94444444	-28.33333333	-46.97255242	0.7345531206	continued:5	1,1,1,1,1,1,1,1	-1,1,1,1,1,1,1,1	658.1572185,1538.969518,9603.435035,10568.85248,10856.82967,11171.79835,11524.15216,11928.73899	5243.498381,6192.867167,6476.126677,6784.238414,7127.253792,7518.551242,7981.026197,8562.901279	0.9766555836,0.9804695921,0.8646660536,0.8893066971,0.8954258033,0.8972503172,0.899764366,0.9039072073	-1.111038714e-14,5.693342054e-13,7.464313023e-13,9.861499735e-13,1.310852006e-12,1.830527275e-12,2.520325378e-12,3.7942015e-12	ok
-0.83333333	-28.33333333	-47.97506126	0.7317597717	continued:5	1,1,1,1,1,1,1,1	-1,1,1,1,1,1,1,1	873.9214822,1964.570148,9031.895724,9996.572451,10283.63468,10597.29991,10948.66961,11353.3347	5268.41098,6495.912298,6801.751949,7142.319544,7531.446699,7992.951944,8578.271613,9458.662719	0.976468867,0.9804185251,0.9250470635,0.9423861754,0.9528042382,0.9524731244,0.9516931931,0.9515088868	-1.503545558e-14,7.126706646e-13,9.646812145e-13,1.300092004e-12,1.788285483e-12,2.557081086e-12,3.809490447e-12,6.781509381e-12	ok
-0.72222222	-28.33333333	-48.73289161	0.7289664228	continued:5	1,1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,1,1	1126.717516,2749.923555,8104.114693,9335.593812,9642.105701,9984.226468,10376.90836,10846.56298	5296.700503,6519.522745,6823.374466,7161.756135,7549.035977,8010.066913,8599.986827,9517.683872	0.9765328916,0.9818828308,-0.4827363261,-0.5237948337,-0.5345571649,-0.5496472132,-0.5716843786,-0.6055479517	6.174881043e-14,6.940856447e-13,9.505504836e-13,1.307478522e-12,1.778052208e-12,2.55379333e-12,3.856061807e-12,7.394955796e-12	ok
-0.61111111	-28.33333333	-49.28010399	0.7317597717	continued:5	1,1,1,1,1,1,1,1	1,-1,1,1,1,1,1,1	1588.403555,8691.051692,9917.051779,10221.41293,10561.02773,10951.3964,11419.9404,12030.93699	265.2442902,5122.457097,6340.96669,6643.126697,6979.569263,7365.305098,7826.344118,8422.098503	0.9773258564,0.4271050572,0.4674254314,0.478494189,0.4940566196,0.5170967594,0.5533549111,0.6189375937	5.24651207e-20,-1.568026102e-14,7.234538795e-13,9.586105238e-13,1.288374846e-12,1.770969023e-12,2.552350031e-12,3.893379416e-12	ok
-0.50000000	-28.33333333	-49.59915082	0.7289664228	full	1,-1,-1,-1,-1,-1,-1,-1	1,1,1,1,1,1,1,1	2033.062762,8160.512571,9382.253606,9685.063118,10022.81151,10411.74048,10880.59122,11498.96934	261.9281423,5164.101968,6378.584507,6679.385907,7014.131061,7398.619126,7860.156394,8463.119977	0.9777693425,-0.03240895463,-0.03658947925,-0.03787006463,-0.03979357984,-0.04279735454,-0.04800044727,-0.05956278004	4.915270171e-20,9.980383007e-15,7.020173726e-13,9.504728297e-13,1.28889691e-12,1.756171697e-12,2.546430842e-12,3.960812831e-12	ok
