delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.561224	-45.000000	23796420623145	10680010071508441624	-1,-1,-15,5	-15,-1,-1,-15	ok
-0.561224	-44.489796	11277341428230658055	5920080049	-1,-1,2,-15	-15,-15,-15	ok
-0.561224	-43.979592	10285683563526722252	4537948250	-1,-2,14,14	14,14,14	ok
-0.561224	-43.469388	5934434607853749074	2620337000	-1,-3,-14,-14	14,-14,13	ok
-0.561224	-42.959184	5824817310495431885	3413321349	-1,-13,13,-14	-14,13,-14	ok
-0.561224	-42.448980	5940442205971251902	3446948908	-1,13,-14,-14	-14,-14,-14	ok
-0.561224	-41.938776	3361378628987190902	2592900051	-1,13,13,13	-14,13,13	ok
-0.561224	-41.428571	1862522110322978202	2592828040	-1,-13,-13,-13	13,13,13	ok
-0.561224	-40.918367	1862522110322978202	1862522156643875166	-1,-13,-13,-13	-13,-13,-13,-13	ok
-0.561224	-40.408163	1862522110322978202	1862522156643875166	-1,-13,-13,-13	-13,-13,-13,-13	ok
-0.561224	-39.897959	1862522110322978202	1862522156643875166	-1,-13,-13,-13	-13,-13,-13,-13	ok
-0.561224	-39.387755	1009021255905833795	1420631531	-1,12,12,12	-13,12,12	ok
-0.561224	-38.877551	1009021255905833795	1009021288579133361	-1,12,12,12	12,12,12,12	ok
-0.561224	-38.367347	533508198414997652	533508222173189616	-1,-12,-12,-12	12,-12,-12,-12	ok
-0.561224	-37.857143	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.561224	-37.346939	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.561224	-36.836735	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.561224	-36.326531	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.561224	-35.816327	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.561224	-35.306122	274732999219284452	274761556251461169	-1,-11,11,11	11,11,11,11	ok
-0.561224	-34.795918	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.561224	-34.285714	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.561224	-33.775510	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.561224	-33.265306	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.561224	-32.755102	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.561224	-32.244898	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.561224	-31.734694	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.561224	-31.224490	31288139504878815	31288144257776695	-1,-10,-10,-10	10,-10,-10,-10	ok
-0.561224	-30.714286	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.561224	-30.204082	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.561224	-29.693878	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.561224	-29.183673	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.561224	-28.673469	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.561224	-28.163265	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.561224	-27.653061	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.561224	-27.142857	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.561224	-26.632653	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-0.561224	-26.122449	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.561224	-25.612245	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.561224	-25.102041	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.561224	-24.591837	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.561224	-24.081633	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.561224	-23.571429	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.561224	-23.061224	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.561224	-22.551020	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.561224	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.561224	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.561224	-21.020408	998766650140877	998767320547562	-1,-8,-8,-8	8,-8,-8,-8	ok
-0.561224	-20.510204	998766650140877	998767275853776	-1,-8,-8,-8	-8,-8,-8,-8	ok
-0.561224	-20.000000	998766650140877	998767275853776	-1,-8,-8,-8	-8,-8,-8,-8	ok
