delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.377551	-45.000000					error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.377551	-44.489796					error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.377551	-43.979592	463	6293	1,-1,-1,0	-18,1,-1,-1	ok
-1.377551	-43.469388	89	1001	1,0,0,0	17,0,0,0	ok
-1.377551	-42.959184	89	1143	1,0,0,0	-17,-1,0,0	ok
-1.377551	-42.448980	89	914	1,0,0,0	16,0,0,0	ok
-1.377551	-41.938776	89	872	1,0,0,0	-16,0,0,0	ok
-1.377551	-41.428571	89	3711	1,0,0,0	15,0,-1,-1	ok
-1.377551	-40.918367	89	831	1,0,0,0	15,0,0,0	ok
-1.377551	-40.408163	77	791	-1,0,0,0	-15,0,0,0	ok
-1.377551	-39.897959	77	16443	-1,0,0,0	14,-1,0,1	ok
-1.377551	-39.387755					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.377551	-38.877551					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.377551	-38.367347	89	714	1,0,0,0	-14,0,0,0	ok
-1.377551	-37.857143	89	2602	1,0,0,0	13,0,1,0	ok
-1.377551	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.377551	-36.836735	89	677	1,0,0,0	13,0,0,0	ok
-1.377551	-36.326531	77	641	-1,0,0,0	-13,0,0,0	ok
-1.377551	-35.816327	77	1746	-1,0,0,0	12,1,-1,0	ok
-1.377551	-35.306122	77	8491	-1,0,0,0	12,0,1,-1	ok
-1.377551	-34.795918	77	606	-1,0,0,0	12,0,0,0	ok
-1.377551	-34.285714	77	572	-1,0,0,0	-12,0,0,0	ok
-1.377551	-33.775510	77	572	-1,0,0,0	-12,0,0,0	ok
-1.377551	-33.265306	77	39318	-1,0,0,0	11,-10,0,0	ok
-1.377551	-32.755102	77	2123	-1,0,0,0	11,-2,-1,0	ok
-1.377551	-32.244898	77	681	-1,0,0,0	11,-1,0,0	ok
-1.377551	-31.734694	248864	18893	-1,0,0,-2	11,0,2,0	ok
-1.377551	-31.224490	1652	32491321237604757	-1,0,-1,-1	-11,0,0,10	ok
-1.377551	-30.714286	4370	124433179	-1,0,-2,0	-11,0,7,1	ok
-1.377551	-30.204082	1318619148670174	26364671	1,0,10,-8	10,10,3,-2	ok
-1.377551	-29.693878	7694806439824879	2688798995195758	1,-1,2,9	10,-10,0,-9	ok
-1.377551	-29.183673	14738679547614901	539221	1,-1,0,-10	10,9,1,1	ok
-1.377551	-28.673469	14738679547614901	15548656	1,-1,0,-10	10,5,-6,-1	ok
-1.377551	-28.163265	8414388933441308	713395	1,1,3,9	10,-2,-1,-2	ok
-1.377551	-27.653061	14084911503829220	2050023187422191	-1,1,9,9	-10,1,6,8	ok
-1.377551	-27.142857	7035174567671252	14091065309746134	-1,-2,1,9	-10,2,9,9	ok
-1.377551	-26.632653	580889982453170	14134177061995017	-1,-3,3,-8	9,9,9,9	ok
-1.377551	-26.122449	2315051687027	14134177061995017	-1,5,-9,-5	9,9,9,9	ok
-1.377551	-25.612245	14121846432950699	1121521717423792	-1,7,9,9	9,9,-9,-8	ok
-1.377551	-25.102041	2671080006838320	13001404085584435	-1,8,-9,8	9,9,8,9	ok
-1.377551	-24.591837	2671080006838320	5850373206045048	-1,8,-9,8	9,-9,8,-9	ok
-1.377551	-24.081633	2671080006838320	2810710672185573	-1,8,-9,8	9,8,9,8	ok
-1.377551	-23.571429	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.377551	-23.061224	6125569946746277	6125571717704269	-1,8,-9,-9	-9,8,-9,-9	ok
-1.377551	-22.551020	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.377551	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.377551	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.377551	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.377551	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.377551	-20.000000	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
