delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.642857	-45.000000	77	7596328881	-1,0,0,0	15,-15,15	ok
-0.642857	-44.489796	10486714586847406952	6128850226	-1,0,0,-15	-15,-1,14,-1	ok
-0.642857	-43.979592	17505644030684069780	5869590349	-1,-1,-15,-15	-15,14,-15	ok
-0.642857	-43.469388	108622973655	4537948250	-1,-1,-14,-3	14,14,14	ok
-0.642857	-42.959184	4674161384839899050	754578	-1,1,-8,-14	14,13,3	ok
-0.642857	-42.448980	5818615861353175649	64394199	-1,-2,13,-14	-14,-3,-5,-2	ok
-0.642857	-41.938776	5819743029064908650	3446948908	-1,-4,13,-14	-14,-14,-14	ok
-0.642857	-41.428571	3361191922032570527	2592828040	-1,-13,13,13	13,13,13	ok
-0.642857	-40.918367	1862522110322978202	1930099489	-1,-13,-13,-13	13,-13,-13	ok
-0.642857	-40.408163	1862522110322978202	1930037360	-1,-13,-13,-13	-13,-13,-13	ok
-0.642857	-39.897959	1862522110322978202	1862522156643875166	-1,-13,-13,-13	-13,-13,-13,-13	ok
-0.642857	-39.387755	1862402202891664994	1862522156643875166	-1,12,-13,-13	-13,-13,-13,-13	ok
-0.642857	-38.877551	1009021255905833795	1420578229	-1,12,12,12	12,12,12	ok
-0.642857	-38.367347	1009021255905833795	1009021288579133361	-1,12,12,12	12,12,12,12	ok
-0.642857	-37.857143	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.642857	-37.346939	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.642857	-36.836735	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.642857	-36.326531	533461250162156120	533508221140224737	-1,11,-12,-12	-12,-12,-12,-12	ok
-0.642857	-35.816327	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.642857	-35.306122	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.642857	-34.795918	137520058369471127	137520069382767449	-1,-11,-11,-11	11,-11,-11,-11	ok
-0.642857	-34.285714	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.642857	-33.775510	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.642857	-33.265306	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.642857	-32.755102	137503074817916327	137503085306122257	-1,10,-11,-11	-11,10,-11,-11	ok
-0.642857	-32.244898	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.642857	-31.734694	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.642857	-31.224490	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.642857	-30.714286	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.642857	-30.204082	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.642857	-29.693878	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.642857	-29.183673	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.642857	-28.673469	31282544843925584	31288144007624166	-1,9,-10,-10	-10,-10,-10,-10	ok
-0.642857	-28.163265	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.642857	-27.653061	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.642857	-27.142857	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.642857	-26.632653	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.642857	-26.122449	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.642857	-25.612245	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.642857	-25.102041	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.642857	-24.591837	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.642857	-24.081633	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.642857	-23.571429	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-0.642857	-23.061224	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.642857	-22.551020	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.642857	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.642857	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.642857	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.642857	-20.510204	998766650140877	998767275853776	-1,-8,-8,-8	-8,-8,-8,-8	ok
-0.642857	-20.000000	998766650140877	998767275853776	-1,-8,-8,-8	-8,-8,-8,-8	ok
