delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.724490	-45.000000	15509743624	409934	1,-1,2,-4	-16,15,2	ok
-0.724490	-44.489796	14983374237905961049	11076888054610969473	1,0,10,-15	15,-3,-2,-15	ok
-0.724490	-43.979592	10679565612809519090	623121067544748061	-1,0,-1,-15	-15,-1,-15,-12	ok
-0.724490	-43.469388	40509253202	109717	-1,0,-14,2	-15,-14,-1	ok
-0.724490	-42.959184	6050232788395830377	3480908175	-1,0,14,-14	14,14,-14	ok
-0.724490	-42.448980	8033731902	2244524296925	-1,-1,-14,1	14,-2,13,4	ok
-0.724490	-41.938776	3655091154719909520	3428343274219347654	-1,-1,-2,-14	-14,-2,-14,13	ok
-0.724490	-41.428571	5818334095010489150	3413321349	-1,1,13,-14	-14,13,-14	ok
-0.724490	-40.918367	2084532129210468839	2592828040	-1,-2,2,13	13,13,13	ok
-0.724490	-40.408163	1903140679883563790	3459739	-1,-5,13,-13	13,-13,-5	ok
-0.724490	-39.897959	1862402202891664994	1908291506	-1,12,-13,-13	-13,12,-13	ok
-0.724490	-39.387755	1862402202891664994	1930037360	-1,12,-13,-13	-13,-13,-13	ok
-0.724490	-38.877551	1820670354090281045	1908291506	-1,12,12,-13	-13,12,-13	ok
-0.724490	-38.367347	1009021255905833795	1420578229	-1,12,12,12	12,12,12	ok
-0.724490	-37.857143	533508198414997652	1046737111	-1,-12,-12,-12	12,12,-12	ok
-0.724490	-37.346939	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.724490	-36.836735	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.724490	-36.326531	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.724490	-35.816327	274761540684197919	274761556992759430	-1,11,11,11	-12,11,11,11	ok
-0.724490	-35.306122	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.724490	-34.795918	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.724490	-34.285714	137520058369471127	137520069382767449	-1,-11,-11,-11	11,-11,-11,-11	ok
-0.724490	-33.775510	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.724490	-33.265306	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.724490	-32.755102	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.724490	-32.244898	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.724490	-31.734694	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.724490	-31.224490	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.724490	-30.714286	64459523557284590	66720925908142496	-1,-10,-10,10	10,10,10,10	ok
-0.724490	-30.204082	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.724490	-29.693878	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.724490	-29.183673	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.724490	-28.673469	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.724490	-28.163265	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.724490	-27.653061	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.724490	-27.142857	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.724490	-26.632653	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.724490	-26.122449	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.724490	-25.612245	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.724490	-25.102041	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.724490	-24.591837	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.724490	-24.081633	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.724490	-23.571429	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.724490	-23.061224	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.724490	-22.551020	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.724490	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.724490	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.724490	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.724490	-20.510204	2536718799892277	2537570046700137	-1,-8,8,8	8,8,8,8	ok
-0.724490	-20.000000	998766650140877	998767275853776	-1,-8,-8,-8	-8,-8,-8,-8	ok
