delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.438776	-45.000000					error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.438776	-44.489796					error: T SSCS does not start with ±1: [-2, -2, -1, -1]
-1.438776	-43.979592	2344	12055	1,-1,-1,-1	-18,-1,1,-1	ok
-1.438776	-43.469388	89	1001	1,0,0,0	17,0,0,0	ok
-1.438776	-42.959184	89	957	1,0,0,0	-17,0,0,0	ok
-1.438776	-42.448980	89	914	1,0,0,0	16,0,0,0	ok
-1.438776	-41.938776	89	914	1,0,0,0	16,0,0,0	ok
-1.438776	-41.428571	89	872	1,0,0,0	-16,0,0,0	ok
-1.438776	-40.918367	89	831	1,0,0,0	15,0,0,0	ok
-1.438776	-40.408163	89	831	1,0,0,0	15,0,0,0	ok
-1.438776	-39.897959					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.438776	-39.387755					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.438776	-38.877551					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.438776	-38.367347	89	714	1,0,0,0	-14,0,0,0	ok
-1.438776	-37.857143	89	835	1,0,0,0	13,-1,0,0	ok
-1.438776	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.438776	-36.836735	89	677	1,0,0,0	13,0,0,0	ok
-1.438776	-36.326531	89	641	1,0,0,0	-13,0,0,0	ok
-1.438776	-35.816327	77	5754	-1,0,0,0	12,-5,0,0	ok
-1.438776	-35.306122	77	5073681	-1,0,0,0	12,0,0,2	ok
-1.438776	-34.795918	77	606	-1,0,0,0	12,0,0,0	ok
-1.438776	-34.285714	77	606	-1,0,0,0	12,0,0,0	ok
-1.438776	-33.775510	77	572	-1,0,0,0	-12,0,0,0	ok
-1.438776	-33.265306	77	7117	-1,0,0,0	-12,5,0,0	ok
-1.438776	-32.755102	77	881	-1,0,0,0	11,1,0,0	ok
-1.438776	-32.244898	77	719378	-1,0,0,0	11,0,4,0	ok
-1.438776	-31.734694	77	45691078519079	-1,0,0,0	11,0,0,-7	ok
-1.438776	-31.224490	37993252994	539	1,0,0,4	11,0,0,0	ok
-1.438776	-30.714286	32491316394183239	507	1,0,0,10	-11,0,0,0	ok
-1.438776	-30.204082	298	62460	1,0,-1,0	-11,10,-1,0	ok
-1.438776	-29.693878	1174	83825	1,0,1,0	10,9,-1,-1	ok
-1.438776	-29.183673	179099	7001	1,0,-2,1	10,4,-1,0	ok
-1.438776	-28.673469	214540459745045	6422304408040691	-1,0,3,7	10,-2,0,9	ok
-1.438776	-28.163265	11150247110	139563770629585	-1,0,8,-3	10,-1,0,7	ok
-1.438776	-27.653061	225941544752	14078765754022811	-1,0,9,-4	-10,0,9,9	ok
-1.438776	-27.142857	14078762733585902	14078765754022811	-1,0,9,9	-10,0,9,9	ok
-1.438776	-26.632653	182624715	6747375082889852	-1,-1,-9,-1	-10,-9,-1,9	ok
-1.438776	-26.122449	2958605310705527	254916892	-1,-1,1,-9	9,9,-9,-1	ok
-1.438776	-25.612245	5148638549	2289557776725685	-1,1,9,2	9,9,7,8	ok
-1.438776	-25.102041	5829716941481510	3287287054321860	-1,2,8,-9	9,-9,2,-9	ok
-1.438776	-24.591837	10943979351009705	480864396560610	-1,-4,6,9	9,-9,9,7	ok
-1.438776	-24.081633	5323446691871219	451054472005738	-1,-7,7,-9	9,8,-9,7	ok
-1.438776	-23.571429	5847190196345960	5848782458172103	-1,-8,8,-9	9,8,8,-9	ok
-1.438776	-23.061224	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.438776	-22.551020	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.438776	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.438776	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.438776	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.438776	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.438776	-20.000000	998766650140877	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
