delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.295918	-45.000000					error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.295918	-44.489796	27026	41581	1,1,-2,-1	-18,-1,-1,1	ok
-1.295918	-43.979592	7501	1919	1,-1,1,-1	17,-1,-1,0	ok
-1.295918	-43.469388	1709	1858	1,0,-1,-1	-17,-1,-1,0	ok
-1.295918	-42.959184	89	1453	1,0,0,0	16,0,-1,0	ok
-1.295918	-42.448980	89	872	1,0,0,0	-16,0,0,0	ok
-1.295918	-41.938776	89	1566	1,0,0,0	15,-2,0,0	ok
-1.295918	-41.428571	89	831	1,0,0,0	15,0,0,0	ok
-1.295918	-40.918367	89	791	1,0,0,0	-15,0,0,0	ok
-1.295918	-40.408163	77	4436	-1,0,0,0	-15,1,1,0	ok
-1.295918	-39.897959	77	8885192	-1,0,0,0	14,0,-1,2	ok
-1.295918	-39.387755	77	752	-1,0,0,0	14,0,0,0	ok
-1.295918	-38.877551					error: T SSCS does not start with ±1: [-2, 0, 0, 0]
-1.295918	-38.367347					error: T SSCS does not start with ±1: [-2, 0, 0, 0]
-1.295918	-37.857143	89	2602	1,0,0,0	13,0,1,0	ok
-1.295918	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.295918	-36.836735	89	641	1,0,0,0	-13,0,0,0	ok
-1.295918	-36.326531	77	1303280	-1,0,0,0	-13,4,4,0	ok
-1.295918	-35.816327	77	105087	-1,0,0,0	12,1,1,1	ok
-1.295918	-35.306122	77	541912557	-1,0,0,0	12,0,-11,0	ok
-1.295918	-34.795918	77	5922691842	-1,0,0,0	12,0,0,-4	ok
-1.295918	-34.285714	464	12857	-1,0,0,-1	-12,0,0,1	ok
-1.295918	-33.775510	5000702	90358865586886798	-1,0,0,2	-12,2,4,-11	ok
-1.295918	-33.265306	141902631386436965	730747313	-1,0,0,11	11,10,-11,0	ok
-1.295918	-32.755102	1127	50381	-1,0,1,0	11,3,2,0	ok
-1.295918	-32.244898	409964	4778261053181	-1,0,2,1	11,1,1,-6	ok
-1.295918	-31.734694	175284725	132924954853570754	-1,0,9,0	11,0,10,-11	ok
-1.295918	-31.224490	32376351070599002	66523676767191007	-1,0,10,-10	-11,0,10,10	ok
-1.295918	-30.714286	66523669472059877	50469514666043007	-1,0,10,10	-11,9,6,10	ok
-1.295918	-30.204082	32384	532733741	-1,-1,-1,1	10,10,-10,-1	ok
-1.295918	-29.693878	8556478335	7732000503177596	-1,1,10,2	10,10,2,9	ok
-1.295918	-29.183673	853898474	27924675416116108	-1,-3,-10,1	10,-10,8,-10	ok
-1.295918	-28.673469	82555488289	6717323944580536	1,8,-10,3	10,9,-10,-9	ok
-1.295918	-28.163265	22125833614222001	30113264613136311	1,-9,5,-10	-10,8,9,-10	ok
-1.295918	-27.653061	14134174371883889	14128012335567951	1,9,9,9	-10,8,9,9	ok
-1.295918	-27.142857	14134174371883889	14134177230126971	1,9,9,9	-10,9,9,9	ok
-1.295918	-26.632653	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.295918	-26.122449	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.295918	-25.612245	6127216826882384	14134177061995017	-1,-9,-9,-9	9,9,9,9	ok
-1.295918	-25.102041	6127216826882384	6128865921236743	-1,-9,-9,-9	9,9,-9,-9	ok
-1.295918	-24.591837	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.295918	-24.081633	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.295918	-23.571429	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.295918	-23.061224	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.295918	-22.551020	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.295918	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.295918	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.295918	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.295918	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.295918	-20.000000	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
