delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.112245	-45.000000	4184	7592	1,-2,-1,-1	17,-2,-1,-1	ok
-1.112245	-44.489796	276394	4917	1,-1,0,-2	-17,-1,-1,-1	ok
-1.112245	-43.979592	463	5963	1,-1,-1,0	16,1,-1,-1	ok
-1.112245	-43.469388	1794563	34685	1,0,3,1	-16,0,-1,1	ok
-1.112245	-42.959184	1174	46940	1,0,1,0	-16,1,-1,1	ok
-1.112245	-42.448980	1709	6058651508526181926	1,0,-1,-1	15,-1,0,14	ok
-1.112245	-41.938776	249569	791	1,0,0,-2	-15,0,0,0	ok
-1.112245	-41.428571	77	961	-1,0,0,0	-15,-1,0,0	ok
-1.112245	-40.918367	77	4752003788	-1,0,0,0	14,1,-14,-1	ok
-1.112245	-40.408163	77	2747	-1,0,0,0	14,0,1,0	ok
-1.112245	-39.897959	9590	267519	-1,0,0,1	-14,0,0,-2	ok
-1.112245	-39.387755	8771765	1547654403	-1,0,-1,2	-14,2,-12,-1	ok
-1.112245	-38.877551	5777	3890	-1,0,1,-1	13,-3,-1,0	ok
-1.112245	-38.367347	45210554270478905	640765408306952584	-1,0,-5,10	13,-1,3,12	ok
-1.112245	-37.857143					error: T SSCS does not start with ±1: [-2, 0, 1, 4]
-1.112245	-37.346939	1455813818	1866	1,0,12,0	-13,-1,0,-1	ok
-1.112245	-36.836735	1060738768	248136	1,0,-12,0	12,12,-2,0	ok
-1.112245	-36.326531	1060692710	142268158819797129	-1,0,-12,0	12,-11,0,11	ok
-1.112245	-35.816327	1060692710	2791128231	-1,0,-12,0	12,1,-12,1	ok
-1.112245	-35.306122	1473566327	2733894517	-1,0,-12,-1	-12,0,-12,1	ok
-1.112245	-34.795918	237157937617406652	518595930342795173	-1,-1,-9,11	-12,1,11,-12	ok
-1.112245	-34.285714	2277	741336742	-1,-1,-1,-1	-12,11,11	ok
-1.112245	-33.775510	3797866280	38197788981	-1,1,-11,-2	11,11,-11,-3	ok
-1.112245	-33.265306	124837591537315502	7394473248142556	-1,-2,9,-11	11,-11,-2,9	ok
-1.112245	-32.755102	103009601338645652	120318915404	-1,-3,6,-11	11,10,-11,3	ok
-1.112245	-32.244898	62237361082365380	164720304	-1,-8,9,10	-11,-9,9	ok
-1.112245	-31.734694	66711046087671104	133256401683868569	-1,-10,10,10	-11,10,10,-11	ok
-1.112245	-31.224490	66711046087671104	66720926273439432	-1,-10,10,10	-11,10,10,10	ok
-1.112245	-30.714286	66711046087671104	66720925908142496	-1,-10,10,10	10,10,10,10	ok
-1.112245	-30.204082	31288139504878815	66720925908142496	-1,-10,-10,-10	10,10,10,10	ok
-1.112245	-29.693878	31288139504878815	31293739669567733	-1,-10,-10,-10	10,10,-10,-10	ok
-1.112245	-29.183673	31288139504878815	31288144257776695	-1,-10,-10,-10	10,-10,-10,-10	ok
-1.112245	-28.673469	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-1.112245	-28.163265	31282544843925584	31282549346268347	-1,9,-10,-10	-10,9,-10,-10	ok
-1.112245	-27.653061	14732314495311119	14732317585058792	-1,9,-10,9	-10,9,-10,9	ok
-1.112245	-27.142857	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.112245	-26.632653	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.112245	-26.122449	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.112245	-25.612245	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.112245	-25.102041	13554435274332185	14134177061995017	-1,-9,-9,9	9,9,9,9	ok
-1.112245	-24.591837	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.112245	-24.081633	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.112245	-23.571429	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.112245	-23.061224	6125569946746277	6127218598078424	-1,8,-9,-9	-9,-9,-9,-9	ok
-1.112245	-22.551020	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.112245	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.112245	-21.530612	2537569049340004	2537570046700137	1,8,8,8	8,8,8,8	ok
-1.112245	-21.020408	2537569049340004	2537570046700137	1,8,8,8	8,8,8,8	ok
-1.112245	-20.510204	2537569049340004	2537570046700137	1,8,8,8	8,8,8,8	ok
-1.112245	-20.000000	2537569049340004	2537570046700137	1,8,8,8	8,8,8,8	ok
