delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.479592	-45.000000					error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.479592	-44.489796					error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.479592	-43.979592					error: T SSCS does not start with ±1: [-8, -2, -2, -2]
-1.479592	-43.469388					error: T SSCS does not start with ±1: [-11, -1, -1, 1]
-1.479592	-42.959184					error: T SSCS does not start with ±1: [6, 0, 0, 0]
-1.479592	-42.448980					error: T SSCS does not start with ±1: [5, 0, 0, 0]
-1.479592	-41.938776					error: T SSCS does not start with ±1: [4, 0, 0, 0]
-1.479592	-41.428571					error: T SSCS does not start with ±1: [3, 0, 0, 0]
-1.479592	-40.918367					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-40.408163					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-39.897959					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-39.387755					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-38.877551					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.479592	-38.367347	89	752	1,0,0,0	14,0,0,0	ok
-1.479592	-37.857143	89	1101	1,0,0,0	-14,1,0,0	ok
-1.479592	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.479592	-36.836735	89	677	1,0,0,0	13,0,0,0	ok
-1.479592	-36.326531	89	677	1,0,0,0	13,0,0,0	ok
-1.479592	-35.816327	77	641	-1,0,0,0	-13,0,0,0	ok
-1.479592	-35.306122	77	606	-1,0,0,0	12,0,0,0	ok
-1.479592	-34.795918	77	606	-1,0,0,0	12,0,0,0	ok
-1.479592	-34.285714	77	606	-1,0,0,0	12,0,0,0	ok
-1.479592	-33.775510	77	572	-1,0,0,0	-12,0,0,0	ok
-1.479592	-33.265306	77	572	-1,0,0,0	-12,0,0,0	ok
-1.479592	-32.755102	77	881	-1,0,0,0	11,1,0,0	ok
-1.479592	-32.244898	77	968	-1,0,0,0	11,0,-1,0	ok
-1.479592	-31.734694	89	539	1,0,0,0	11,0,0,0	ok
-1.479592	-31.224490	89	539	1,0,0,0	11,0,0,0	ok
-1.479592	-30.714286	89	507	1,0,0,0	-11,0,0,0	ok
-1.479592	-30.204082	89	645	1,0,0,0	-11,-1,0,0	ok
-1.479592	-29.693878	494	13021	1,0,0,-1	10,-7,0,0	ok
-1.479592	-29.183673	9728	25858	1,0,0,1	10,2,0,1	ok
-1.479592	-28.673469	139466919611327	139660354432475	-1,0,0,7	10,1,0,7	ok
-1.479592	-28.163265	1652	30026371664987558	-1,0,-1,-1	10,0,9,-10	ok
-1.479592	-27.653061	72389	776861	-1,0,1,1	10,0,-4,-1	ok
-1.479592	-27.142857	140714	7692854808185066	-1,0,-3,-1	-10,0,2,9	ok
-1.479592	-26.632653	2936729840	12960911599767827	-1,0,8,2	-10,2,8,9	ok
-1.479592	-26.122449	566918627	32019985	-1,0,9,1	9,9,-7,0	ok
-1.479592	-25.612245	476725858853090	28158742	-1,0,9,7	9,9,1,2	ok
-1.479592	-25.102041	32384	2060912994749058	-1,-1,-1,1	9,-9,6,8	ok
-1.479592	-24.591837	12955131769494530	516313027	-1,1,8,9	9,8,-9,1	ok
-1.479592	-24.081633	55284276420	4848127566409812	-1,2,5,-4	9,8,6,-9	ok
-1.479592	-23.571429	448730891062610	5845601935691367	-1,3,-9,7	9,7,8,-9	ok
-1.479592	-23.061224	2534169547088045	5842422602506936	-1,6,8,8	-9,6,8,-9	ok
-1.479592	-22.551020	2535868835344910	2409127854349979	-1,7,8,8	-9,-8,-8,8	ok
-1.479592	-22.040816	2536718799892277	2537570046700137	-1,-8,8,8	8,8,8,8	ok
-1.479592	-21.530612	998766650140877	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
-1.479592	-21.020408	998766650140877	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
-1.479592	-20.510204	998766650140877	2537570046700137	-1,-8,-8,-8	8,8,8,8	ok
-1.479592	-20.000000	998766694834649	999189900303645	1,-8,-8,-8	8,8,-8,-8	ok
