delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.459184	-45.000000					error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.459184	-44.489796					error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.459184	-43.979592	2344	12055	1,-1,-1,-1	-18,-1,1,-1	ok
-1.459184	-43.469388					error: T SSCS does not start with ±1: [-13, 1, 0, 0]
-1.459184	-42.959184					error: T SSCS does not start with ±1: [7, 0, 0, 0]
-1.459184	-42.448980					error: T SSCS does not start with ±1: [5, 0, 0, 0]
-1.459184	-41.938776					error: T SSCS does not start with ±1: [4, 0, 0, 0]
-1.459184	-41.428571	89	872	1,0,0,0	-16,0,0,0	ok
-1.459184	-40.918367	89	831	1,0,0,0	15,0,0,0	ok
-1.459184	-40.408163					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.459184	-39.897959					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.459184	-39.387755					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.459184	-38.877551					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.459184	-38.367347	89	714	1,0,0,0	-14,0,0,0	ok
-1.459184	-37.857143	89	835	1,0,0,0	13,-1,0,0	ok
-1.459184	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.459184	-36.836735	89	677	1,0,0,0	13,0,0,0	ok
-1.459184	-36.326531	89	641	1,0,0,0	-13,0,0,0	ok
-1.459184	-35.816327	77	641	-1,0,0,0	-13,0,0,0	ok
-1.459184	-35.306122	77	606	-1,0,0,0	12,0,0,0	ok
-1.459184	-34.795918	77	606	-1,0,0,0	12,0,0,0	ok
-1.459184	-34.285714	77	606	-1,0,0,0	12,0,0,0	ok
-1.459184	-33.775510	77	572	-1,0,0,0	-12,0,0,0	ok
-1.459184	-33.265306	77	98646825730	-1,0,0,0	-12,0,-3,4	ok
-1.459184	-32.755102	77	881	-1,0,0,0	11,1,0,0	ok
-1.459184	-32.244898	77	80579	-1,0,0,0	11,0,1,1	ok
-1.459184	-31.734694	77	1304	-1,0,0,0	11,0,0,-1	ok
-1.459184	-31.224490	89	539	1,0,0,0	11,0,0,0	ok
-1.459184	-30.714286	494	507	1,0,0,-1	-11,0,0,0	ok
-1.459184	-30.204082	249569	79121889	1,0,0,-2	-11,2,0,-3	ok
-1.459184	-29.693878	1058369481252494	12779020	1,0,0,8	10,8,4,1	ok
-1.459184	-29.183673	1709	1871	1,0,-1,-1	10,-3,0,0	ok
-1.459184	-28.673469	1127	9189996184890845	-1,0,1,0	10,1,4,9	ok
-1.459184	-28.163265	4370	2672850322573531	-1,0,-2,0	10,-1,0,-9	ok
-1.459184	-27.653061	20376631338008750	116227861	-1,0,4,-10	10,0,-9,0	ok
-1.459184	-27.142857	1147085252	7248301580501	-1,0,-9,-2	-10,0,-9,5	ok
-1.459184	-26.632653	8057557155065	5845602043817237	-1,0,9,5	-10,7,8,-9	ok
-1.459184	-26.122449	6386545181259752	13001404085584435	-1,0,9,-9	9,9,8,9	ok
-1.459184	-25.612245	9752108652	7728078989112985	-1,-1,1,-4	9,9,2,9	ok
-1.459184	-25.102041	1176925385	2973900863585010	-1,1,-9,-2	9,-9,1,-9	ok
-1.459184	-24.591837	11910983231300615	2643720204828	-1,2,7,9	9,8,9,-5	ok
-1.459184	-24.081633	2280910124469375	5848782458172103	-1,-4,7,8	9,8,8,-9	ok
-1.459184	-23.571429	1118758120809635	5081620856863042	-1,6,-9,-8	9,-8,-7,-9	ok
-1.459184	-23.061224	2669313200201559	2669314369256143	-1,7,-9,8	-9,7,-9,8	ok
-1.459184	-22.551020	998766650140877	2537570117940154	-1,-8,-8,-8	-9,8,8,8	ok
-1.459184	-22.040816	2536718799892277	2537570046700137	-1,-8,8,8	8,8,8,8	ok
-1.459184	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.459184	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.459184	-20.510204	2409126743731619	2537570046700137	-1,-8,-8,8	8,8,8,8	ok
-1.459184	-20.000000	998766650140877	1058369389236419	-1,-8,-8,-8	8,8,8,-8	ok
