delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.826531	-45.000000	27026	6025549722	1,1,-2,-1	-16,-1,15	ok
-0.826531	-44.489796	83434	6500907294	1,-1,1,1	-16,5,15	ok
-0.826531	-43.979592	6022476373	4137096	1,0,-15,0	15,-3,-5,-1	ok
-0.826531	-43.469388	1174	24861797	1,0,1,0	-15,0,-2,2	ok
-0.826531	-42.959184	77	9260027	-1,0,0,0	-15,-3,-3,-2	ok
-0.826531	-42.448980	464	222750	-1,0,0,-1	14,14,-2	ok
-0.826531	-41.938776	541155650	3621473037	-1,0,-11,0	14,1,13,-1	ok
-0.826531	-41.428571	1945410962332319627	5933290909845607284	-1,0,-14,-13	-14,-1,-14,-14	ok
-0.826531	-40.918367	5933290820281053777	223419	-1,-1,-14,-14	-14,13,-1,-1	ok
-0.826531	-40.408163	2134821152	2592828040	-1,-1,-10,-2	13,13,13	ok
-0.826531	-39.897959	1085538880095006645	144882727	-1,-1,1,-13	13,-13,-7,1	ok
-0.826531	-39.387755	10668149414	561411739814879006	-1,-2,-13,-2	-13,-2,-13,-12	ok
-0.826531	-38.877551	1860125061546537527	1168777935035675121	-1,-3,-13,-13	-13,-12,-3,-13	ok
-0.826531	-38.367347	937051694407872360	1420631531	-1,-10,-11,12	-13,12,12	ok
-0.826531	-37.857143	547781402072670479	1420578229	-1,-12,12,-12	12,12,12	ok
-0.826531	-37.346939	533508198414997652	1033010307	-1,-12,-12,-12	12,-12,-12	ok
-0.826531	-36.836735	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.826531	-36.326531	533508198414997652	533508221140224737	-1,-12,-12,-12	-12,-12,-12,-12	ok
-0.826531	-35.816327	533461250162156120	533508221140224737	-1,11,-12,-12	-12,-12,-12,-12	ok
-0.826531	-35.306122	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.826531	-34.795918	274761540684197919	274761556251461169	-1,11,11,11	11,11,11,11	ok
-0.826531	-34.285714	274732999219284452	274761556251461169	-1,-11,11,11	11,11,11,11	ok
-0.826531	-33.775510	137520058369471127	137520069382767449	-1,-11,-11,-11	11,-11,-11,-11	ok
-0.826531	-33.265306	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.826531	-32.755102	137520058893913799	137520068858324757	1,-11,-11,-11	-11,-11,-11,-11	ok
-0.826531	-32.244898	137503075342326614	137520068858324757	1,10,-11,-11	-11,-11,-11,-11	ok
-0.826531	-31.734694	66720919332797819	66720925908142496	1,10,10,10	10,10,10,10	ok
-0.826531	-31.224490	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.826531	-30.714286	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.826531	-30.204082	31288139504878815	31288144257776695	-1,-10,-10,-10	10,-10,-10,-10	ok
-0.826531	-29.693878	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.826531	-29.183673	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.826531	-28.673469	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.826531	-28.163265	31282544843925584	31288144007624166	-1,9,-10,-10	-10,-10,-10,-10	ok
-0.826531	-27.653061	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.826531	-27.142857	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.826531	-26.632653	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.826531	-26.122449	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.826531	-25.612245	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-0.826531	-25.102041	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.826531	-24.591837	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.826531	-24.081633	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.826531	-23.571429	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.826531	-23.061224	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-22.551020	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.826531	-20.000000	998766650140877	998767320547562	-1,-8,-8,-8	8,-8,-8,-8	ok
