delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.357143	-45.000000					error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.357143	-44.489796					error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.357143	-43.979592	463	7715	1,-1,-1,0	-18,-2,-1,-1	ok
-1.357143	-43.469388	89	957	1,0,0,0	-17,0,0,0	ok
-1.357143	-42.959184	89	5963	1,0,0,0	16,1,-1,-1	ok
-1.357143	-42.448980	89	914	1,0,0,0	16,0,0,0	ok
-1.357143	-41.938776	89	872	1,0,0,0	-16,0,0,0	ok
-1.357143	-41.428571	89	831	1,0,0,0	15,0,0,0	ok
-1.357143	-40.918367	89	831	1,0,0,0	15,0,0,0	ok
-1.357143	-40.408163	77	791	-1,0,0,0	-15,0,0,0	ok
-1.357143	-39.897959	77	2747	-1,0,0,0	14,0,1,0	ok
-1.357143	-39.387755					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.357143	-38.877551					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.357143	-38.367347	89	19873	1,0,0,0	-14,0,2,0	ok
-1.357143	-37.857143	89	2602	1,0,0,0	13,0,1,0	ok
-1.357143	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.357143	-36.836735	89	641	1,0,0,0	-13,0,0,0	ok
-1.357143	-36.326531	77	641	-1,0,0,0	-13,0,0,0	ok
-1.357143	-35.816327	77	1746	-1,0,0,0	12,1,-1,0	ok
-1.357143	-35.306122	77	19282	-1,0,0,0	12,0,2,0	ok
-1.357143	-34.795918	77	1407	-1,0,0,0	12,0,0,-1	ok
-1.357143	-34.285714	77	572	-1,0,0,0	-12,0,0,0	ok
-1.357143	-33.775510	77	146389129389752117	-1,0,0,0	-12,0,-1,11	ok
-1.357143	-33.265306	77	39318	-1,0,0,0	11,-10,0,0	ok
-1.357143	-32.755102	77	1154	-1,0,0,0	11,-2,0,0	ok
-1.357143	-32.244898	9590	681	-1,0,0,1	11,-1,0,0	ok
-1.357143	-31.734694	32491316139266327	719378	-1,0,0,10	11,0,4,0	ok
-1.357143	-31.224490	72389	925	-1,0,1,1	-11,0,-1,0	ok
-1.357143	-30.714286	46862424138172652	59991069873568750	-1,0,5,10	-11,-1,-9,10	ok
-1.357143	-30.204082	139563469901776	13274108	1,-1,0,7	10,10,-6,0	ok
-1.357143	-29.693878	1121521717423808	14796029976447286	1,1,-1,8	10,-10,0,-10	ok
-1.357143	-29.183673	18820997904389876	6717323944580536	1,1,3,-10	10,9,-10,-9	ok
-1.357143	-28.673469	31193132519848949	484616258	1,1,-10,-10	10,7,-10,-1	ok
-1.357143	-28.163265	21212635378131944	269292495766	1,-2,-5,-10	10,2,-10,-4	ok
-1.357143	-27.653061	14091062287990149	30037222771744697	-1,2,9,9	-10,1,9,-10	ok
-1.357143	-27.142857	14100292241288955	5842422818699861	-1,-4,9,9	-10,6,8,-9	ok
-1.357143	-26.632653	14115685572605015	14134177061995017	-1,6,9,9	9,9,9,9	ok
-1.357143	-26.122449	12992716373000252	14134177061995017	-1,-8,8,9	9,9,9,9	ok
-1.357143	-25.612245	14128009309853010	6417185109182742	-1,8,9,9	9,9,9,-9	ok
-1.357143	-25.102041	6413773528256940	6128865921236743	-1,8,9,-9	9,9,-9,-9	ok
-1.357143	-24.591837	6413773528256940	12998508611202447	-1,8,9,-9	9,-9,8,9	ok
-1.357143	-24.081633	2671080006838320	2671964981744748	-1,8,-9,8	9,-9,-9,8	ok
-1.357143	-23.571429	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.357143	-23.061224	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.357143	-22.551020	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.357143	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.357143	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.357143	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.357143	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.357143	-20.000000	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
