delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.316327	-45.000000					error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.316327	-44.489796	4184	5116	1,-2,-1,-1	-18,-1,-1,-1	ok
-1.316327	-43.979592	7501	5016	1,-1,1,-1	17,-1,-1,-1	ok
-1.316327	-43.469388	8775953	1507	1,0,-1,2	-17,0,-1,0	ok
-1.316327	-42.959184	89	219421	1,0,0,0	16,-1,-2,1	ok
-1.316327	-42.448980	89	914	1,0,0,0	16,0,0,0	ok
-1.316327	-41.938776	89	1050	1,0,0,0	-16,-1,0,0	ok
-1.316327	-41.428571	89	831	1,0,0,0	15,0,0,0	ok
-1.316327	-40.918367	89	831	1,0,0,0	15,0,0,0	ok
-1.316327	-40.408163	77	3541	-1,0,0,0	-15,-1,1,0	ok
-1.316327	-39.897959	77	1247	-1,0,0,0	14,0,-1,0	ok
-1.316327	-39.387755	77	752	-1,0,0,0	14,0,0,0	ok
-1.316327	-38.877551					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.316327	-38.367347					error: T SSCS does not start with ±1: [-2, 0, 0, 0]
-1.316327	-37.857143	89	2602	1,0,0,0	13,0,1,0	ok
-1.316327	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.316327	-36.836735	89	641	1,0,0,0	-13,0,0,0	ok
-1.316327	-36.326531	77	795	-1,0,0,0	-13,-1,0,0	ok
-1.316327	-35.816327	77	3981	-1,0,0,0	12,1,1,0	ok
-1.316327	-35.306122	77	11900144136384886	-1,0,0,0	12,0,7,9	ok
-1.316327	-34.795918	77	265332	-1,0,0,0	12,0,0,-2	ok
-1.316327	-34.285714	77	572	-1,0,0,0	-12,0,0,0	ok
-1.316327	-33.775510	464	718	-1,0,0,-1	-12,-1,0,0	ok
-1.316327	-33.265306	5000702	1913924	-1,0,0,2	11,10,2,1	ok
-1.316327	-32.755102	69051438904821989	46171223	-1,0,0,-11	11,-3,2,2	ok
-1.316327	-32.244898	1127	32502834305989256	-1,0,1,0	11,1,0,10	ok
-1.316327	-31.734694	53627	3258122052449	-1,0,2,-1	11,0,10,-5	ok
-1.316327	-31.224490	14078762733585902	116243107	-1,0,9,9	-11,0,-9,0	ok
-1.316327	-30.714286	15293563070935889	3465	-1,0,10,9	-11,-3,-1,0	ok
-1.316327	-30.204082	17359781305027590	62284238565023483	-1,-1,2,-10	10,10,9,10	ok
-1.316327	-29.693878	3454505	7066285629640766	-1,1,-5,-1	10,10,1,9	ok
-1.316327	-29.183673	64334537178377401	1033010311	1,3,-10,10	10,-10,-10,1	ok
-1.316327	-28.673469	25818830303288503	13001404408092160	1,5,7,-10	10,9,8,9	ok
-1.316327	-28.163265	2954789756045153	26687082853183	1,7,-10,8	10,6,-10,-6	ok
-1.316327	-27.653061	30113260441150501	14700540375538442	1,8,9,-10	-10,4,-10,9	ok
-1.316327	-27.142857	14131091504650400	14134177230126971	-1,-9,9,9	-10,9,9,9	ok
-1.316327	-26.632653	12998505870192215	14134177061995017	-1,-9,8,9	9,9,9,9	ok
-1.316327	-26.122449	13554435274332185	14134177061995017	-1,-9,-9,9	9,9,9,9	ok
-1.316327	-25.612245	6127216826882384	14134177061995017	-1,-9,-9,-9	9,9,9,9	ok
-1.316327	-25.102041	6127216826882384	6128865921236743	-1,-9,-9,-9	9,9,-9,-9	ok
-1.316327	-24.591837	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.316327	-24.081633	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.316327	-23.571429	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.316327	-23.061224	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.316327	-22.551020	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.316327	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.316327	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.316327	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.316327	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.316327	-20.000000	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
