delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.051020	-45.000000	4747819	29613	1,-2,2,-2	-17,-1,-2,-1	ok
-1.051020	-44.489796	276394	517620	1,-1,0,-2	-17,-4,0,-2	ok
-1.051020	-43.979592	463	1798	1,-1,-1,0	16,-1,-1,0	ok
-1.051020	-43.469388	10126566139	1739	1,-1,15,-1	-16,-1,-1,0	ok
-1.051020	-42.959184	1386195529	3456	1,0,1,3	15,-2,0,-1	ok
-1.051020	-42.448980	298	2896	1,0,-1,0	15,0,1,0	ok
-1.051020	-41.938776	936654105014	6481771	1,0,0,5	-15,0,4,1	ok
-1.051020	-41.428571	77	95675	-1,0,0,0	14,-14,0	ok
-1.051020	-40.918367	77	16443	-1,0,0,0	14,-1,0,1	ok
-1.051020	-40.408163	248864	714	-1,0,0,-2	-14,0,0,0	ok
-1.051020	-39.897959	538202	16263	-1,0,-1,-2	-14,-1,0,1	ok
-1.051020	-39.387755	1085458896387529127	140689	-1,0,1,-13	13,-13,0,-1	ok
-1.051020	-38.877551	259771820	52624	-1,0,-10,0	13,-2,-1,1	ok
-1.051020	-38.367347	2675863589	541978400	-1,0,-13,-1	13,0,-11,0	ok
-1.051020	-37.857143	83027	1032083955705044441	-1,-1,1,1	-13,0,-13,12	ok
-1.051020	-37.346939					error: T SSCS does not start with ±1: [-2, -1, 12, -1]
-1.051020	-36.836735	547877212015333276	4750879	1,-1,0,12	12,12,1,-2	ok
-1.051020	-36.326531	32638	146763275865761754	1,-1,-1,1	12,-11,-1,11	ok
-1.051020	-35.816327	432282905	282170976095942106	-1,1,7,-2	12,1,-12,11	ok
-1.051020	-35.306122	532522935644142905	518595930342795173	-1,1,-12,-12	-12,1,11,-12	ok
-1.051020	-34.795918	246752	741336742	-1,-2,-2,1	-12,11,11	ok
-1.051020	-34.285714	244291659477479627	741298238	-1,-3,9,11	11,11,11	ok
-1.051020	-33.775510	274476226087804139	532733739	-1,6,11,11	11,11,-11	ok
-1.051020	-33.265306	259286557345041735	259771799	-1,-10,10,11	11,-11,-10	ok
-1.051020	-32.755102	69041300686785800	69041308490274143	-1,10,-11,10	11,10,-11,10	ok
-1.051020	-32.244898	69041300686785800	69041308118679450	-1,10,-11,10	-11,10,-11,10	ok
-1.051020	-31.734694	133256391358893179	137503085306122257	-1,10,10,-11	-11,10,-11,-11	ok
-1.051020	-31.224490	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.051020	-30.714286	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.051020	-30.204082	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.051020	-29.693878	31288139504878815	31293739669567733	-1,-10,-10,-10	10,10,-10,-10	ok
-1.051020	-29.183673	31288139504878815	31288144257776695	-1,-10,-10,-10	10,-10,-10,-10	ok
-1.051020	-28.673469	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-1.051020	-28.163265	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-1.051020	-27.653061	31282544843925584	14732317585058792	-1,9,-10,-10	-10,9,-10,9	ok
-1.051020	-27.142857	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.051020	-26.632653	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.051020	-26.122449	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.051020	-25.612245	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.051020	-25.102041	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.051020	-24.591837	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.051020	-24.081633	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.051020	-23.571429	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.051020	-23.061224	6125569946746277	6127218598078424	-1,8,-9,-9	-9,-9,-9,-9	ok
-1.051020	-22.551020	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.051020	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.051020	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.051020	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.051020	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.051020	-20.000000	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
