delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-0.908163	-45.000000	7348899394230100694	727789	1,1,5,14	16,-2,-1,-2	ok
-0.908163	-44.489796	141920021414695213	7785211340	1,-1,0,11	-16,-1,-16	ok
-0.908163	-43.979592	62479	10490659899629138549	1,-1,2,-1	-16,-5,0,-15	ok
-0.908163	-43.469388	16692111539	82998	1,0,-14,-2	15,1,2,-1	ok
-0.908163	-42.959184	5884	83407	1,0,1,-1	-15,0,1,1	ok
-0.908163	-42.448980	89	6286288099	1,0,0,0	-15,2,14,-1	ok
-0.908163	-41.938776	9590	4288028	-1,0,0,1	14,-14,-4,-1	ok
-0.908163	-41.428571	464	3586579137	-1,0,0,-1	14,-1,13,-1	ok
-0.908163	-40.918367	18527	16696679664	-1,0,-2,-1	-14,0,-14,-2	ok
-0.908163	-40.408163	1974275702	1035940049830513989	-1,0,-13,0	-14,-13,0,-13	ok
-0.908163	-39.897959	48600162327752	123727	-1,0,13,-6	13,13,1	ok
-0.908163	-39.387755	1859645929579469460	2849181302	-1,-1,-13,-13	13,3,-13,-1	ok
-0.908163	-38.877551	46626181877	9248883996	-1,-1,-1,4	-13,-1,-5,3	ok
-0.908163	-38.367347	1859765703892497455	1140379766318274353	-1,1,-13,-13	-13,-8,2,-13	ok
-0.908163	-37.857143	1007507729006148600	1420631531	-1,2,12,12	-13,12,12	ok
-0.908163	-37.346939	4372761402	20005900411	-1,-7,-9,2	12,12,-12,2	ok
-0.908163	-36.836735	73916393666838659	541155627	-1,11,-12,10	12,-12,-11	ok
-0.908163	-36.326531	146389105581798365	1019374105	-1,11,-12,-11	-12,11,-12	ok
-0.908163	-35.816327	282753768330764775	1019374105	-1,11,-12,11	-12,11,-12	ok
-0.908163	-35.306122	519515761799018401	533461272886383283	1,11,11,-12	-12,11,-12,-12	ok
-0.908163	-34.795918	274761541425496159	274761556251461169	1,11,11,11	11,11,11,11	ok
-0.908163	-34.285714	274761541425496159	274761556251461169	1,11,11,11	11,11,11,11	ok
-0.908163	-33.775510	137520058369471127	137520069382767449	-1,-11,-11,-11	11,-11,-11,-11	ok
-0.908163	-33.265306	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.908163	-32.755102	137520058369471127	137520068858324757	-1,-11,-11,-11	-11,-11,-11,-11	ok
-0.908163	-32.244898	137503074817916327	137520068858324757	-1,10,-11,-11	-11,-11,-11,-11	ok
-0.908163	-31.734694	66720918967500902	66720926273439432	-1,10,10,10	-11,10,10,10	ok
-0.908163	-31.224490	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.908163	-30.714286	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.908163	-30.204082	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-0.908163	-29.693878	31288139504878815	31288144257776695	-1,-10,-10,-10	10,-10,-10,-10	ok
-0.908163	-29.183673	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.908163	-28.673469	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.908163	-28.163265	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-0.908163	-27.653061	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.908163	-27.142857	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.908163	-26.632653	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.908163	-26.122449	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.908163	-25.612245	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-0.908163	-25.102041	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.908163	-24.591837	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.908163	-24.081633	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.908163	-23.571429	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-0.908163	-23.061224	6125569946746277	2671081176279736	-1,8,-9,-9	-9,8,-9,8	ok
-0.908163	-22.551020	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.908163	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.908163	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.908163	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.908163	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-0.908163	-20.000000	2536718799892277	2537570046700137	-1,-8,8,8	8,8,8,8	ok
