delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.418367	-45.000000					error: T SSCS does not start with ±1: [-2, -1, -1, -1]
-1.418367	-44.489796					error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.418367	-43.979592	2344	5116	1,-1,-1,-1	-18,-1,-1,-1	ok
-1.418367	-43.469388	89	1001	1,0,0,0	17,0,0,0	ok
-1.418367	-42.959184	89	957	1,0,0,0	-17,0,0,0	ok
-1.418367	-42.448980	89	914	1,0,0,0	16,0,0,0	ok
-1.418367	-41.938776	89	914	1,0,0,0	16,0,0,0	ok
-1.418367	-41.428571	89	1245	1,0,0,0	15,1,0,0	ok
-1.418367	-40.918367	89	831	1,0,0,0	15,0,0,0	ok
-1.418367	-40.408163	77	831	-1,0,0,0	15,0,0,0	ok
-1.418367	-39.897959					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-39.387755					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-38.877551					error: T SSCS does not start with ±1: [2, 0, 0, 0]
-1.418367	-38.367347	89	714	1,0,0,0	-14,0,0,0	ok
-1.418367	-37.857143	89	19675	1,0,0,0	13,0,2,0	ok
-1.418367	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.418367	-36.836735	89	677	1,0,0,0	13,0,0,0	ok
-1.418367	-36.326531	89	641	1,0,0,0	-13,0,0,0	ok
-1.418367	-35.816327	77	1251	-1,0,0,0	12,-2,0,0	ok
-1.418367	-35.306122	77	1057	-1,0,0,0	12,0,-1,0	ok
-1.418367	-34.795918	77	606	-1,0,0,0	12,0,0,0	ok
-1.418367	-34.285714	77	606	-1,0,0,0	12,0,0,0	ok
-1.418367	-33.775510	77	572	-1,0,0,0	-12,0,0,0	ok
-1.418367	-33.265306	77	62813	-1,0,0,0	11,10,-1,0	ok
-1.418367	-32.755102	77	1047652403	-1,0,0,0	11,1,-1,3	ok
-1.418367	-32.244898	77	541846718	-1,0,0,0	11,0,-11,0	ok
-1.418367	-31.734694	77	968	-1,0,0,0	11,0,-1,0	ok
-1.418367	-31.224490	9590	1254	-1,0,0,1	-11,0,0,-1	ok
-1.418367	-30.714286	14924914	71490882	1,0,1,2	-11,0,0,-3	ok
-1.418367	-30.204082	15223	275633	1,0,2,0	10,10,2,0	ok
-1.418367	-29.693878	306934	168168610	1,0,-4,0	10,9,9	ok
-1.418367	-29.183673	1051325816023858	461791225	1,0,8,-8	10,6,10,0	ok
-1.418367	-28.673469	14078762901387944	25789781627410165	1,0,9,9	10,2,7,-10	ok
-1.418367	-28.163265	30026367008912120	9710	-1,0,9,-10	10,1,-2,0	ok
-1.418367	-27.653061	14675152561139777	2112532481	-1,0,-10,9	-10,0,-10,-2	ok
-1.418367	-27.142857	15492960	37109	-1,-1,1,2	-10,-1,-1,1	ok
-1.418367	-26.632653	1328012038573505	2672849006516321	-1,1,2,8	-10,9,-9,8	ok
-1.418367	-26.122449	2797878789703205	814093741992	-1,1,9,8	9,9,9,4	ok
-1.418367	-25.612245	448267356026954	13001404085584435	-1,2,-9,7	9,9,8,9	ok
-1.418367	-25.102041	12972468362268359	288443290197	-1,4,8,9	9,-9,-6,4	ok
-1.418367	-24.591837	5845600097551730	5850373206045048	-1,7,8,-9	9,-9,8,-9	ok
-1.418367	-24.081633	998766650140877	1120600218659203	-1,-8,-8,-8	9,8,-9,-8	ok
-1.418367	-23.571429	5848780619532479	2671081249369833	-1,8,8,-9	9,8,-9,8	ok
-1.418367	-23.061224	5848780619532479	5848782350016823	-1,8,8,-9	-9,8,8,-9	ok
-1.418367	-22.551020	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.418367	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.418367	-20.000000	2536718799892277	2537570046700137	-1,-8,8,8	8,8,8,8	ok
