delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.275510	-45.000000					error: T SSCS does not start with ±1: [-2, -2, -2, -2]
-1.275510	-44.489796	95264	1918	1,1,1,1	-18,1,1	ok
-1.275510	-43.979592	463	1919	1,-1,-1,0	17,-1,-1,0	ok
-1.275510	-43.469388	1709	2382	1,0,-1,-1	-17,-1,0,-1	ok
-1.275510	-42.959184	494	34948	1,0,0,-1	16,0,-1,1	ok
-1.275510	-42.448980	89	872	1,0,0,0	-16,0,0,0	ok
-1.275510	-41.938776	89	1245	1,0,0,0	15,1,0,0	ok
-1.275510	-41.428571	89	831	1,0,0,0	15,0,0,0	ok
-1.275510	-40.918367	77	791	-1,0,0,0	-15,0,0,0	ok
-1.275510	-40.408163	77	28175	-1,0,0,0	14,1,2,0	ok
-1.275510	-39.897959	77	268250	-1,0,0,0	14,0,0,-2	ok
-1.275510	-39.387755	77	752	-1,0,0,0	14,0,0,0	ok
-1.275510	-38.877551					error: T SSCS does not start with ±1: [-2, 0, 0, 0]
-1.275510	-38.367347					error: T SSCS does not start with ±1: [-2, 0, 0, 0]
-1.275510	-37.857143	89	2602	1,0,0,0	13,0,1,0	ok
-1.275510	-37.346939	89	677	1,0,0,0	13,0,0,0	ok
-1.275510	-36.836735	89	641	1,0,0,0	-13,0,0,0	ok
-1.275510	-36.326531	77	72366	-1,0,0,0	12,-12,0,0	ok
-1.275510	-35.816327	77	27237	-1,0,0,0	12,1,2,0	ok
-1.275510	-35.306122	77	2043426532	-1,0,0,0	12,0,11,1	ok
-1.275510	-34.795918	464	69051447452127207	-1,0,0,-1	12,0,0,-11	ok
-1.275510	-34.285714	71251952	8864132	-1,0,0,-3	-12,0,-1,2	ok
-1.275510	-33.775510	141902631386436965	53933	-1,0,0,11	-12,-11,0,0	ok
-1.275510	-33.265306	1127	1019374106	-1,0,1,0	11,-11,11,0	ok
-1.275510	-32.755102	409964	16025963277189399	-1,0,2,1	11,4,1,-10	ok
-1.275510	-32.244898	8057557155065	50325506	-1,0,9,5	11,1,-8,0	ok
-1.275510	-31.734694	66523669472059877	3727513632	-1,0,10,10	-11,0,-11,-2	ok
-1.275510	-31.224490	66523669472059877	391650057	-1,0,10,10	-11,-1,-10,-1	ok
-1.275510	-30.714286	1186497012149190	26371932	-1,-1,1,8	-11,10,3,-2	ok
-1.275510	-30.204082	5148638549	1046737115	-1,1,9,2	10,10,-10,1	ok
-1.275510	-29.693878	35025773406619127	10070519659018865	-1,-2,1,10	10,10,5,9	ok
-1.275510	-29.183673	62171786444484719	10068129031257166	-1,4,9,10	10,-10,5,9	ok
-1.275510	-28.673469	14732314666963759	934391662075	1,9,-10,9	10,9,-10,4	ok
-1.275510	-28.163265	31282545094055729	12998508772438352	1,9,-10,-10	-10,-9,8,9	ok
-1.275510	-27.653061	30124135335359294	6127218819477947	1,9,9,-10	-10,-9,-9,-9	ok
-1.275510	-27.142857	14134174371883889	14134177230126971	1,9,9,9	-10,9,9,9	ok
-1.275510	-26.632653	14134174371883889	14134177061995017	1,9,9,9	9,9,9,9	ok
-1.275510	-26.122449	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.275510	-25.612245	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.275510	-25.102041	6127216826882384	6128865921236743	-1,-9,-9,-9	9,9,-9,-9	ok
-1.275510	-24.591837	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.275510	-24.081633	6127216826882384	6127218708778185	-1,-9,-9,-9	9,-9,-9,-9	ok
-1.275510	-23.571429	6127216826882384	6127218598078424	-1,-9,-9,-9	-9,-9,-9,-9	ok
-1.275510	-23.061224	2671080006838320	2671081176279736	-1,8,-9,8	-9,8,-9,8	ok
-1.275510	-22.551020	2537568978100002	2537570117940154	-1,8,8,8	-9,8,8,8	ok
-1.275510	-22.040816	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.275510	-21.530612	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.275510	-21.020408	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.275510	-20.510204	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
-1.275510	-20.000000	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
