delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.055556	-45.000000	-45.872471	0.818794	continued[1]:5	9157059	29613	-1,-1,-1,2	-17,-1,-2,-1	ok
-1.055556	-42.222222	-46.846540	0.800115	full	27493	1682	1,0,-1,1	-15,0,0,-1	ok
-1.055556	-39.444444	-46.518336	0.797321	continued[1]:5	12763877	140159	-1,0,3,-2	13,13,-1,0	ok
-1.055556	-36.666667	-46.123457	0.794528	continued[1]:5	21701840279	548931685865374866	-1,1,12,2	12,-12,0,12	ok
-1.055556	-33.888889	-45.651123	0.791735	continued[1]:5	141885231769656650	741298238	-1,-11,11,-11	11,11,11	ok
-1.055556	-31.111111	-49.169879	0.767585	full	66720918967500902	66720925908142496	-1,10,10,10	10,10,10,10	ok
-1.055556	-28.333333	-48.821040	0.764791	continued[1]:5	31288139504878815	31288144007624166	-1,-10,-10,-10	-10,-10,-10,-10	ok
-1.055556	-25.555556	-48.387138	0.761998	continued[1]:5	14134174203751952	14134177061995017	-1,9,9,9	9,9,9,9	ok
-1.055556	-22.777778	-47.855244	0.759205	continued[1]:5	5848780619532479	2671081176279736	-1,8,8,-9	-9,8,-9,8	ok
-1.055556	-20.000000	-47.210507	0.756411	continued[1]:5	2537568978100002	2537570046700137	-1,8,8,8	8,8,8,8	ok
