delta_x	delta_ca	T0_V	T0_Ca	T0_method	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-43.684211	-45.453229	0.853103	continued:5	69051438904821988	3375050113525	1,-1,-1,0,-1,1	-18,-1,-1,-1,-1,-1	ok
-1.447368	-43.684211	-45.744756	0.850309	full	2602619	125215	1,0,0,0,0,0	-18,-1,0,0,-1	ok
-1.394737	-43.684211	-45.423378	0.837700	continued:5	2901948342076144060528388638651	3971	1,-1,0,0,-1,0,1	17,-1,1,0	ok
-1.342105	-43.684211	-45.770383	0.834907	continued:5	201297980258	2523347	1,0,-2,1,0,-1	17,0,-1,-1,-1	ok
-1.289474	-43.684211	-46.072288	0.832113	full	740045228538837016738377478	517309662	1,0,-1,0,-1,2	-17,0,-1,-1,1	ok
-1.236842	-43.684211	-44.234138	0.800644	continued:5	1064958211857810036988	47862	1,-1,0,1,0,-2	-17,-1,0,-1,0	ok
-1.184211	-43.684211	-44.952499	0.797850	continued:5	299351335259287819	123224	1,-1,2,-1,0,-1,0	16,1,-1,-1,0	ok
-1.131579	-43.684211	-45.562206	0.797683	continued:5	6058070531020714527	270448	-1,-1,1,-1,1,1	16,-1,-1,0,-1	ok
-1.078947	-43.684211	-46.056438	0.800476	continued:5	2392621233236913200534	30625278785	1,1,-1,-1,3,-1	-16,0,-1,-1,0,-1	ok
-1.026316	-43.684211	-46.420883	0.797683	continued:5	10327502564578474272274	161757060	1,-1,-1,1,-2,-1,0	-16,-1,-2,0,1	ok
-0.973684	-43.684211	-46.725771	0.794890	full	160583860008454189	145967177864	1,-1,3,-1,-1,1	-16,-2,0,-1,-2	ok
-0.921053	-43.684211	-44.921967	0.761072	continued:5	87995146551035537406779	110185	1,-2,-2,-15,3	15,-14,-1	ok
-0.868421	-43.684211	-45.696236	0.758279	continued:5	872690256754	6180996490	1,0,-15,-1,-1,0	15,-2,-15,0	ok
-0.815789	-43.684211	-46.336901	0.761072	continued:5	95868977533877	63516	-1,4,0,2,-1,-1	15,0,2,-1	ok
-0.763158	-43.684211	-46.809727	0.763866	continued:5	7218185061172611833	41821067416	1,-14,-5,14	-15,-1,11,-3	ok
-0.710526	-43.684211	-47.141307	0.761072	continued:5	17506287721114551269	6180384762797605892	1,1,-15,-15	-15,-5,-1,14	ok
-0.657895	-43.684211	-47.405115	0.758279	full	17208245760586616360	5869590349	-1,-1,14,-15	-15,14,-15	ok
-0.605263	-43.684211	-47.220347	0.745113	continued:5	58819251719254	4537948250	1,14,14,-6	14,14,14	ok
-0.552632	-43.684211	-47.523264	0.742320	continued:5	84397834126	1974275675	1,-14,-13,-3	14,-14,-13	ok
-0.500000	-43.684211	-47.757077	0.739526	full	5940728395798568504	3446948908	-1,-14,-14,-14	-14,-14,-14	ok
