time	time_seconds	lambda1_bits_per_second	lz76_measurement_window_bits_per_second	n_symbols	lz76_phrase_count	alphabet_size	lz76_elapsed_seconds	lz76_mean_event_interval_seconds
10000	10	0.765211219554	NaN	1	0	0	NaN	NaN
20000	20	0.559424369728	0.127555265144	2	2	2	15.6794782069	7.83973910345
30000	30	0.526998126995	0.19750554007	3	3	3	24.0747044385	8.0249014795
40000	40	0.456325432244	0.229650033484	4	4	4	34.8356143417	8.70890358543
50000	50	0.491065286278	0.270327942674	5	5	5	42.9465054911	8.58930109822
60000	60	0.452906199947	0.272373929997	6	6	6	56.9429497328	9.49049162213
70000	70	0.433764978958	0.272373929997	6	6	6	56.9429497328	9.49049162213
80000	80	0.458369301684	0.271872119934	7	7	6	72.2820878402	10.3260125486
90000	90	0.400683034633	0.247712287238	8	7	7	84.7757704479	10.596971306
100000	100	0.379128568294	0.273390829351	9	8	7	92.7587807966	10.3065311996
110000	110	0.379682773591	0.28365346342	11	9	8	109.763808953	9.97852808664
120000	120	0.390657217902	0.28365346342	11	9	8	109.763808953	9.97852808664
130000	130	0.381195163283	0.286983216683	13	10	9	128.942722188	9.91867093754
140000	140	0.393408664326	0.274378036059	14	10	10	138.76310862	9.91165061571
150000	150	0.380041737887	0.294949137991	15	11	10	145.705787935	9.71371919567
160000	160	0.377401830788	0.286308882317	16	11	11	153.680178009	9.60501112556
170000	170	0.387010181183	0.305972840955	17	12	11	160.306888487	9.42981696982
180000	180	0.402919357732	0.292856166334	18	12	11	170.865789318	9.492543851
190000	190	0.411154667797	0.281410024838	19	12	12	181.141841662	9.53378114011
200000	200	0.383136118856	0.287713782931	20	13	12	195.281104232	9.7640552116
210000	210	0.385472442096	0.300546033585	21	14	12	204.602413765	9.74297208405
220000	220	0.376813560914	0.308429471888	23	15	12	219.996581149	9.56506874561
230000	230	0.383822807094	0.323595192013	24	16	12	226.701143349	9.44588097288
240000	240	0.409679421532	0.323595192013	24	16	12	226.701143349	9.44588097288
250000	250	0.365968053042	0.321941042441	26	17	12	248.205306793	9.54635795358
260000	260	0.356259498984	0.315003471504	27	17	12	256.610148297	9.50407956656
270000	270	0.343953628243	0.315003471504	27	17	12	256.610148297	9.50407956656
280000	280	0.343747495535	0.31310859573	29	18	12	279.275813902	9.63020047938
290000	290	0.332160473828	0.324569257322	30	19	12	287.245077016	9.57483590053
300000	300	0.330132463684	0.318731784821	31	19	12	295.32583313	9.52663977839
310000	310	0.344810032245	0.314241684729	32	19	12	302.315079815	9.44734624422
320000	320	0.355762505655	0.321863011369	33	20	12	313.449756025	9.4984774553
330000	330	0.355484831351	0.34272449827	35	22	12	329.256376309	9.4073250374
340000	340	0.344279201383	0.337274412961	36	22	12	337.227923794	9.36744232761
350000	350	0.346112658821	0.347087191024	37	23	12	345.208438998	9.32995781076
360000	360	0.355235036499	0.343072266801	38	23	12	351.827718208	9.25862416337
370000	370	0.34782962825	0.335390427715	39	23	12	362.4559349	9.29374192051
380000	380	0.347564672405	0.338863958716	41	24	12	379.447990273	9.25482903105
390000	390	0.34670144541	0.349037524739	42	25	12	386.227628878	9.19589592567
400000	400	0.345534092809	0.34320623684	43	25	12	395.26268554	9.19215547767
410000	410	0.359943256001	0.338053291782	44	25	12	403.740456856	9.175919474
420000	420	0.349382135363	0.345969147293	45	26	12	412.719404669	9.17154232598
430000	430	0.353839580398	0.341275895727	46	26	12	420.810882502	9.14806266309
440000	440	0.352480091846	0.355778198189	48	28	13	439.540564364	9.15709509092
450000	450	0.350972260063	0.350763635089	49	28	13	448.198900651	9.14691633982
460000	460	0.347895099981	0.346407824115	50	28	13	456.190542801	9.12381085602
470000	470	0.349846733217	0.353498984068	51	29	13	465.348819462	9.12448665612
480000	480	0.359968403389	0.348041528713	52	29	13	474.979961263	9.13423002429
490000	490	0.35589404041	0.354742382507	53	30	14	484.401137588	9.13964410543
500000	500	0.354286476203	0.362322861781	54	31	14	492.382709968	9.11819833274
510000	510	0.352133199291	0.353565482916	56	31	14	509.178670664	9.09247626186
520000	520	0.352643772251	0.349007077872	57	31	14	518.097201757	9.08942459223
530000	530	0.344896351368	0.356735495657	58	32	14	525.474459722	9.05990447797
540000	540	0.343627944205	0.352356754854	59	32	14	534.24427086	9.05498764169
550000	550	0.339264282695	0.344887365088	60	32	14	548.064435504	9.1344072584
560000	560	0.348824702642	0.344887365088	60	32	14	548.064435504	9.1344072584
570000	570	0.351740240352	0.349161695653	61	33	15	560.526353767	9.18895661913
580000	580	0.343141162949	0.352525658884	62	34	15	574.263658407	9.26231707108
590000	590	0.343998567273	0.349507954737	63	34	15	581.467502082	9.22964289019
600000	600	0.345931451427	0.351612115788	65	35	16	599.475569787	9.22270107365
610000	610	0.343886319449	0.358480832585	66	36	16	607.000900795	9.19698334538
620000	620	0.344437944999	0.354846901657	67	36	16	615.418113661	9.18534498001
630000	630	0.335687778604	0.348018721492	68	36	16	629.703658888	9.26034792482
640000	640	0.334638475073	0.344358996527	69	36	16	638.597750203	9.25503985801
650000	650	0.332984965482	0.350686893544	70	37	16	646.6836252	9.23833750286
660000	660	0.337096106576	0.345273924682	71	37	16	659.014849243	9.28189928511
670000	670	0.342222468373	0.350358635139	72	38	16	669.19186953	9.29433152125
680000	680	0.341814780716	0.350358635139	72	38	16	669.19186953	9.29433152125
690000	690	0.353290647143	0.344947025275	73	38	16	681.882480506	9.34085589734
700000	700	0.341912852186	0.348156372915	75	39	16	697.743737664	9.30324983552
710000	710	0.341277475416	0.354853770684	76	40	16	704.281935784	9.26686757611
720000	720	0.339506697769	0.351943838899	77	40	16	712.248472404	9.24998016109
730000	730	0.341504583661	0.354742537281	79	41	16	728.57067736	9.22241363747
740000	740	0.347413632938	0.354742537281	79	41	16	728.57067736	9.22241363747
750000	750	0.34502871983	0.356027874249	81	42	17	747.901272288	9.23334904059
760000	760	0.342860718048	0.353068672366	82	42	17	756.275492823	9.2228718637
