time	time_seconds	lambda1_bits_per_second	lz76_measurement_window_bits_per_second	n_symbols	lz76_phrase_count	alphabet_size	lz76_elapsed_seconds	lz76_mean_event_interval_seconds
10000	10	0.978185551055	NaN	1	0	0	NaN	NaN
20000	20	0.834549542539	0.173964180314	2	2	2	11.4966195707	5.74830978535
30000	30	0.466396664424	0.188972131659	3	3	3	25.1618450849	8.38728169497
40000	40	0.400833244466	0.242834139892	4	4	4	32.9442968915	8.23607422288
50000	50	0.410995829801	0.280967436379	5	5	4	41.3202349143	8.26404698286
60000	60	0.288042036139	0.232128245806	6	5	5	55.6796199391	9.27993665652
70000	70	0.30115745117	0.264510501036	7	6	5	63.6803811809	9.09719731156
80000	80	0.32872092012	0.256070090354	8	6	5	70.2932543787	8.78665679734
90000	90	0.336724507534	0.265949165827	9	7	6	83.4350239119	9.27055821243
100000	100	0.292469098278	0.271701899936	10	8	6	97.810964021	9.7810964021
110000	110	0.309922666913	0.293902872711	11	9	6	105.935965445	9.63054231318
120000	120	0.309693026351	0.31063891512	13	10	6	119.123507649	9.16334674223
130000	130	0.299612506845	0.301404473449	14	10	7	126.320451667	9.02288940479
140000	140	0.328443204659	0.320152151564	15	11	7	134.235538764	8.9490359176
150000	150	0.328894916917	0.308243442583	16	11	7	142.744318034	8.92151987713
160000	160	0.297836710978	0.3126673285	17	12	7	156.874574425	9.22791614265
170000	170	0.308533625376	0.301318687752	18	12	7	166.067031523	9.22594619572
180000	180	0.31752865138	0.314177742886	20	13	7	178.832099045	8.94160495225
190000	190	0.314117161575	0.307661000023	21	13	7	185.594295318	8.83782358657
200000	200	0.314128004695	0.320662783237	22	14	8	194.696877607	8.84985807305
210000	210	0.300986784758	0.334912032586	23	15	8	202.60075106	8.80872830696
220000	220	0.310096251333	0.318271935315	25	15	8	218.862661509	8.75450646036
230000	230	0.28635196619	0.318271935315	25	15	8	218.862661509	8.75450646036
240000	240	0.281601543344	0.322560343406	26	16	8	233.156483826	8.96755707023
250000	250	0.288273220565	0.326982207513	28	17	8	249.937249787	8.92633034954
260000	260	0.290596105036	0.318906355962	29	17	8	258.965289883	8.92983758217
270000	270	0.292971634653	0.332549539734	30	18	8	265.596610934	8.85322036447
280000	280	0.300444033125	0.323289046126	31	18	9	275.838401132	8.89801293974
290000	290	0.298750278653	0.323289046126	31	18	9	275.838401132	8.89801293974
300000	300	0.312531195355	0.326919765347	32	19	10	290.591178845	9.08097433891
310000	310	0.304076158524	0.328736725388	34	20	10	309.515940773	9.10341002274
320000	320	0.309809396539	0.328736725388	34	20	10	309.515940773	9.10341002274
330000	330	0.30334017349	0.332992590706	35	21	11	323.475495738	9.24215702109
340000	340	0.301974936657	0.338695895615	37	22	11	338.380167955	9.14540994473
350000	350	0.303336067617	0.349841533808	38	23	11	345.02001948	9.07947419684
360000	360	0.304630424465	0.342324787169	39	23	11	355.113785476	9.10548167887
370000	370	0.301379919176	0.336235080408	40	23	11	364.043948162	9.10109870405
380000	380	0.305585083936	0.345483271501	41	24	11	372.177927899	9.07751043656
390000	390	0.307644535627	0.334538684131	42	24	12	386.847991834	9.21066647224
400000	400	0.307391888333	0.334538684131	42	24	12	386.847991834	9.21066647224
410000	410	0.305113835652	0.337800001828	43	25	12	401.588567594	9.33926901381
420000	420	0.316208269701	0.340250950268	45	26	13	419.655493664	9.32567763698
430000	430	0.319599981378	0.340250950268	45	26	13	419.655493664	9.32567763698
440000	440	0.315697178089	0.330569519885	46	26	13	434.439965631	9.44434707893
450000	450	0.312984603171	0.347547756711	48	28	13	449.949530678	9.37394855579
460000	460	0.317029245111	0.344289900081	49	28	13	456.626452296	9.31890718971
470000	470	0.322622015451	0.339118857117	50	28	13	465.995830067	9.31991660134
480000	480	0.328867776729	0.34741711109	51	29	13	473.495201204	9.28421963145
490000	490	0.326620479828	0.341033397684	52	29	13	484.740652818	9.32193563112
500000	500	0.336902600996	0.349371507838	53	30	13	491.847817529	9.28014750055
510000	510	0.328015345351	0.341420152589	55	30	13	507.998107583	9.23632922878
