time	time_seconds	lambda1_nats_per_second	full_sscs_lz76_nats_per_second	full_sscs_lz76_bits_per_second	n_symbols_total	n_symbols_discarded	n_symbols_used	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10000	10	0.680969754797	NaN	NaN	1	105	0	0	0	NaN
20000	20	0.777076058225	NaN	NaN	2	105	0	0	0	NaN
30000	30	0.374073383007	NaN	NaN	3	105	0	0	0	NaN
40000	40	0.27513970953	NaN	NaN	5	105	0	0	0	NaN
50000	50	0.302694069742	NaN	NaN	6	105	0	0	0	NaN
60000	60	0.321628130633	NaN	NaN	7	105	0	0	0	NaN
70000	70	0.311310214295	NaN	NaN	8	105	0	0	0	NaN
80000	80	0.299517915077	NaN	NaN	9	105	0	0	0	NaN
90000	90	0.263822958953	NaN	NaN	10	105	0	0	0	NaN
100000	100	0.262277699294	NaN	NaN	11	105	0	0	0	NaN
110000	110	0.248600905208	NaN	NaN	12	105	0	0	0	NaN
120000	120	0.25716034468	NaN	NaN	14	105	0	0	0	NaN
130000	130	0.260282717363	NaN	NaN	15	105	0	0	0	NaN
140000	140	0.246746926859	NaN	NaN	16	105	0	0	0	NaN
150000	150	0.244032933696	NaN	NaN	18	105	0	0	0	NaN
160000	160	0.241773608709	NaN	NaN	18	105	0	0	0	NaN
170000	170	0.223069543106	NaN	NaN	19	105	0	0	0	NaN
180000	180	0.21417777356	NaN	NaN	21	105	0	0	0	NaN
190000	190	0.230876592268	NaN	NaN	21	105	0	0	0	NaN
200000	200	0.245880095244	NaN	NaN	22	105	0	0	0	NaN
210000	210	0.233511305006	NaN	NaN	23	105	0	0	0	NaN
220000	220	0.22260865169	NaN	NaN	23	105	0	0	0	NaN
230000	230	0.223325825199	NaN	NaN	25	105	0	0	0	NaN
240000	240	0.228115566228	NaN	NaN	25	105	0	0	0	NaN
250000	250	0.22163376941	NaN	NaN	27	105	0	0	0	NaN
260000	260	0.226931581696	NaN	NaN	27	105	0	0	0	NaN
270000	270	0.215214745197	NaN	NaN	28	105	0	0	0	NaN
280000	280	0.217967525986	NaN	NaN	30	105	0	0	0	NaN
290000	290	0.220972998999	NaN	NaN	30	105	0	0	0	NaN
300000	300	0.231690248943	NaN	NaN	31	105	0	0	0	NaN
310000	310	0.214721827216	NaN	NaN	33	105	0	0	0	NaN
320000	320	0.211387658568	NaN	NaN	34	105	0	0	0	NaN
330000	330	0.210761636498	NaN	NaN	35	105	0	0	0	NaN
340000	340	0.219673709587	NaN	NaN	36	105	0	0	0	NaN
350000	350	0.2228177677	NaN	NaN	37	105	0	0	0	NaN
360000	360	0.221205366958	NaN	NaN	38	105	0	0	0	NaN
370000	370	0.214997778254	NaN	NaN	39	105	0	0	0	NaN
380000	380	0.222732555411	NaN	NaN	40	105	0	0	0	NaN
390000	390	0.228417481796	NaN	NaN	41	105	0	0	0	NaN
400000	400	0.232353029904	NaN	NaN	43	105	0	0	0	NaN
410000	410	0.231631631538	NaN	NaN	43	105	0	0	0	NaN
420000	420	0.220598874746	NaN	NaN	44	105	0	0	0	NaN
430000	430	0.226772124864	NaN	NaN	45	105	0	0	0	NaN
440000	440	0.214923510949	NaN	NaN	46	105	0	0	0	NaN
450000	450	0.220047180002	NaN	NaN	47	105	0	0	0	NaN
460000	460	0.217831436009	NaN	NaN	49	105	0	0	0	NaN
470000	470	0.218026952909	NaN	NaN	50	105	0	0	0	NaN
480000	480	0.218969378109	NaN	NaN	51	105	0	0	0	NaN
490000	490	0.219324971084	NaN	NaN	52	105	0	0	0	NaN
500000	500	0.227114587318	NaN	NaN	53	105	0	0	0	NaN
510000	510	0.229091254242	NaN	NaN	54	105	0	0	0	NaN
520000	520	0.228298371763	NaN	NaN	55	105	0	0	0	NaN
530000	530	0.217463372386	NaN	NaN	56	105	0	0	0	NaN
540000	540	0.225745617907	NaN	NaN	57	105	0	0	0	NaN
550000	550	0.224376113913	NaN	NaN	58	105	0	0	0	NaN
560000	560	0.226562149806	NaN	NaN	59	105	0	0	0	NaN
570000	570	0.227100870905	NaN	NaN	60	105	0	0	0	NaN
580000	580	0.227260966155	NaN	NaN	61	105	0	0	0	NaN
590000	590	0.236340411937	NaN	NaN	62	105	0	0	0	NaN
600000	600	0.22512284684	NaN	NaN	63	105	0	0	0	NaN
610000	610	0.23063310382	NaN	NaN	64	105	0	0	0	NaN
620000	620	0.2305783183	NaN	NaN	65	105	0	0	0	NaN
630000	630	0.234102454621	NaN	NaN	66	105	0	0	0	NaN
640000	640	0.229131023368	NaN	NaN	67	105	0	0	0	NaN
650000	650	0.22910182434	NaN	NaN	68	105	0	0	0	NaN
660000	660	0.227214738862	NaN	NaN	69	105	0	0	0	NaN
670000	670	0.228181357466	NaN	NaN	70	105	0	0	0	NaN
680000	680	0.218909481673	NaN	NaN	71	105	0	0	0	NaN
690000	690	0.21559952062	NaN	NaN	73	105	0	0	0	NaN
700000	700	0.215212390576	NaN	NaN	74	105	0	0	0	NaN
710000	710	0.215827522015	NaN	NaN	75	105	0	0	0	NaN
720000	720	0.216644802277	NaN	NaN	76	105	0	0	0	NaN
730000	730	0.215626392777	NaN	NaN	77	105	0	0	0	NaN
740000	740	0.216320463559	NaN	NaN	78	105	0	0	0	NaN
750000	750	0.219850188794	NaN	NaN	79	105	0	0	0	NaN
760000	760	0.215730593318	NaN	NaN	80	105	0	0	0	NaN
770000	770	0.216788181553	NaN	NaN	81	105	0	0	0	NaN
780000	780	0.218387568948	NaN	NaN	81	105	0	0	0	NaN
790000	790	0.215868958879	NaN	NaN	82	105	0	0	0	NaN
800000	800	0.216234919072	NaN	NaN	84	105	0	0	0	NaN
810000	810	0.215093944548	NaN	NaN	85	105	0	0	0	NaN
820000	820	0.220120386687	NaN	NaN	86	105	0	0	0	NaN
830000	830	0.216573463133	NaN	NaN	87	105	0	0	0	NaN
840000	840	0.215918829988	NaN	NaN	89	105	0	0	0	NaN
850000	850	0.213278980158	NaN	NaN	90	105	0	0	0	NaN
860000	860	0.215010755085	NaN	NaN	91	105	0	0	0	NaN
870000	870	0.216381041476	NaN	NaN	92	105	0	0	0	NaN
880000	880	0.216256314305	NaN	NaN	93	105	0	0	0	NaN
890000	890	0.216715082236	NaN	NaN	95	105	0	0	0	NaN
900000	900	0.216374708406	NaN	NaN	96	105	0	0	0	NaN
910000	910	0.214888312336	NaN	NaN	96	105	0	0	0	NaN
920000	920	0.215378131301	NaN	NaN	97	105	0	0	0	NaN
930000	930	0.22237074562	NaN	NaN	98	105	0	0	0	NaN
940000	940	0.218735170501	NaN	NaN	99	105	0	0	0	NaN
950000	950	0.216077930344	NaN	NaN	100	105	0	0	0	NaN
960000	960	0.21692469041	NaN	NaN	102	105	0	0	0	NaN
970000	970	0.21715189499	NaN	NaN	103	105	0	0	0	NaN
980000	980	0.217190390244	NaN	NaN	104	105	0	0	0	NaN
990000	990	0.215765670381	NaN	NaN	105	105	0	0	0	NaN
1000000	1000	0.21750965367	NaN	NaN	106	105	1	0	0	NaN
1010000	1010	0.212023860094	0.0483243791339	0.0697173421305	107	105	2	2	2	14.343633441
1020000	1020	0.211738580865	0.143070534297	0.206407150328	109	105	4	3	4	9.68958680367
1030000	1030	0.211544931661	0.135663648714	0.195721273228	110	105	5	4	4	9.49075409775
1040000	1040	0.212084577319	0.162124144867	0.233895699807	111	105	6	4	5	9.2098119762
1050000	1050	0.212817934888	0.142842219537	0.206077761756	112	105	7	5	5	9.73056723183
1060000	1060	0.214867483126	0.161768226053	0.2333822175	113	105	8	6	6	9.640837353
1070000	1070	0.215580039738	0.18429904572	0.2658873193	114	105	9	6	7	9.27271458388
1080000	1080	0.213868012981	0.165032922433	0.238092178778	115	105	10	7	7	9.76659409122
1090000	1090	0.211815237216	0.183161501395	0.264246189745	116	105	11	7	8	9.5212357481
1100000	1100	0.213931267609	0.174840383853	0.252241354731	117	105	12	7	8	9.47495307827
1110000	1110	0.211760231606	0.182246297597	0.262925829764	118	105	13	7	9	9.74359531008
1120000	1120	0.213261712824	0.176331955654	0.254393237973	119	105	14	7	9	9.62126716315
1130000	1130	0.212676893884	0.176331955654	0.254393237973	119	105	14	7	9	9.62126716315
1140000	1140	0.211551183106	0.193178027094	0.278696981697	121	105	16	8	11	9.8673476234
1150000	1150	0.214955132391	0.193178027094	0.278696981697	121	105	16	8	11	9.8673476234
1160000	1160	0.21199113054	0.18017796977	0.259941863465	122	105	17	8	11	10.1746939182
1170000	1170	0.213636439265	0.187789786302	0.270923393427	124	105	19	8	12	9.90280519339
1180000	1180	0.211778794446	0.199024307925	0.28713138206	125	105	20	8	13	9.78386006268
1190000	1190	0.210318124468	0.194039808435	0.279940269364	126	105	21	8	13	9.71297787505
1200000	1200	0.208429992071	0.197989721286	0.285638789047	127	105	22	8	14	9.93499563005
1210000	1210	0.209713087176	0.193713975656	0.279470192029	128	105	23	8	14	9.85247290595
