time_since_ttr1e6_seconds	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10	0.681678545716	NaN	0	0	0	NaN
20	0.410501438835	0.125532777427	2	2	2	7.96604696
30	0.396718388854	0.192848840871	3	3	3	8.21867787
40	0.370908377071	0.241879220033	4	4	4	8.26858958667
50	0.372986276402	0.283398361868	5	4	5	8.1931599025
60	0.385534689646	0.297608145585	7	5	6	8.08547835333
70	0.350505581724	0.314261550149	8	5	7	8.35291494857
80	0.38440744471	0.303008201273	9	5	7	8.13673429625
90	0.394614845748	0.303008201273	9	5	7	8.13673429625
100	0.483102066113	0.299937960869	10	6	8	8.86030720556
110	0.395834022186	0.309781919187	11	7	9	9.136892363
120	0.407456998311	0.321733683381	13	7	10	8.84735493333
130	0.417747665859	0.341654315504	14	8	11	8.75590624
140	0.444029304279	0.357227409819	15	8	12	8.74936354429
150	0.409112319463	0.33347330139	16	9	12	8.99622244867
160	0.404104912976	0.347628081186	17	9	13	8.99152585125
170	0.394497818407	0.337653968488	18	9	13	8.91922732176
180	0.395419418285	0.352137776936	19	9	14	8.88871361444
190	0.355210675064	0.329660567255	20	9	14	9.17716574842
200	0.361505985702	0.343944888096	21	9	15	9.1217218115
210	0.378850245996	0.33632303152	22	9	15	9.04047975667
220	0.345009452819	0.320432918967	23	9	15	9.20676037682
230	0.356352528259	0.333659663559	24	9	16	9.16095651043
240	0.345256324083	0.316358794756	25	10	16	9.39461146875
250	0.353223342456	0.328876560425	26	10	17	9.3450394492
260	0.346762315254	0.313314317344	27	10	17	9.55531838538
270	0.346347962206	0.306693664666	28	10	17	9.51682913259
280	0.359006177442	0.317376144865	29	11	18	9.50070948143
290	0.358707594237	0.330454379068	30	11	19	9.40431591793
300	0.367221996043	0.336826220709	32	11	20	9.27778126484
310	0.371432172386	0.330394581356	33	11	20	9.25320428875
320	0.372781424573	0.339664008374	34	12	21	9.25107277576
330	0.36261381692	0.348795833359	35	12	22	9.24357588353
340	0.3703525624	0.344500116413	36	12	22	9.17096529571
350	0.397884133636	0.337550393606	37	12	22	9.17644556389
360	0.35648728564	0.341447087986	38	13	23	9.30269225
370	0.375827832394	0.352117942869	39	13	24	9.23711863447
380	0.360583280089	0.355252521628	41	13	25	9.1957123565
390	0.360904828432	0.348390497739	42	14	25	9.21297444244
400	0.351930281224	0.357160302691	43	14	26	9.18634369167
410	0.364854864522	0.357160302691	43	14	26	9.18634369167
420	0.363061503268	0.355525965999	45	15	27	9.26827341159
430	0.363920683156	0.350724589604	46	15	27	9.24397892089
440	0.361850804193	0.347683518029	47	15	27	9.17769711739
450	0.359938886537	0.351501561804	49	15	28	9.12771371125
460	0.360387772247	0.351501561804	49	15	28	9.12771371125
470	0.34734514182	0.354659556537	50	15	29	9.22979947878
480	0.34726485124	0.358390642971	52	15	30	9.17634231392
490	0.350162333913	0.367235365933	53	15	31	9.12301321404
500	0.349402192234	0.363000181636	54	15	31	9.10118474132
510	0.365662163287	0.369915730444	55	15	32	9.09315262944
520	0.35245671106	0.36232165195	56	15	32	9.15895726636
530	0.352108717247	0.369522154501	57	15	33	9.13865727089
540	0.347475717393	0.364331459463	58	15	33	9.14823329228
550	0.350554890425	0.360448338864	59	15	33	9.12833135931
560	0.352826797945	0.366644258951	60	15	34	9.12938883525
570	0.358593132747	0.361346315987	61	15	34	9.14816819883
580	0.353410929777	0.363496597789	62	15	35	9.24696372148
590	0.346689820472	0.366445400718	63	15	36	9.32086614
600	0.357173278704	0.366445400718	63	15	36	9.32086614
610	0.34998487376	0.360250621794	64	16	36	9.36847793127
620	0.347516447524	0.362476695467	66	16	37	9.34825333154
630	0.347899751909	0.359173337272	67	16	37	9.32677764136
640	0.35087800471	0.365515927515	68	16	38	9.3068925703
650	0.352703460822	0.361526436934	69	16	38	9.30530820029
660	0.353017622503	0.357185878079	70	16	38	9.31538806696
670	0.363888249539	0.364040331337	71	16	39	9.27927434714
680	0.348050783642	0.357390180908	72	16	39	9.35124378803
690	0.349640935822	0.35419303554	73	16	39	9.33641331347
700	0.360931721381	0.360464856497	74	16	40	9.31147993548
710	0.354506188098	0.354629836175	75	17	40	9.36761743108
720	0.353380513697	0.360040244324	76	17	41	9.3617103296
730	0.352466578383	0.35428948751	78	17	41	9.32532684532
740	0.355870569819	0.35428948751	78	17	41	9.32532684532
750	0.360010670751	0.35763393658	79	17	42	9.37097060385
760	0.357790146705	0.352231922639	80	17	42	9.42280366
770	0.357537907703	0.357416602498	81	17	43	9.41646068125
780	0.355106320531	0.354879996921	82	17	43	9.39426926074
790	0.356709985159	0.352036018338	83	17	43	9.38179930354
800	0.346925547816	0.354629119287	84	17	44	9.44185506253
810	0.349447660176	0.35794750074	86	17	45	9.39406026847
820	0.348710152261	0.35794750074	86	17	45	9.39406026847
830	0.342810917414	0.352563881762	87	17	45	9.4523493557
840	0.350127501281	0.349682537194	88	17	45	9.44604917322
850	0.342843876507	0.345582834318	89	17	45	9.47456561852
860	0.341899814906	0.351031157419	90	17	46	9.45231834584
870	0.350524901465	0.348438962719	91	17	46	9.44112107278
880	0.336678058472	0.34356893233	92	17	46	9.49381818637
890	0.337118673795	0.348229419375	93	17	47	9.49011194772
900	0.331678964003	0.345329496255	94	17	47	9.49034027323
910	0.328264328899	0.347885493588	95	17	48	9.54195001734
920	0.332325146146	0.345673057991	96	17	48	9.52484196916
930	0.333005070881	0.343891585732	97	17	48	9.49699378323
940	0.331596543989	0.346648181242	99	17	49	9.46549524418
950	0.332172075167	0.344208124978	100	17	49	9.45791019081
960	0.327003045018	0.344208124978	100	17	49	9.45791019081
970	0.326134626072	0.34688723247	101	17	50	9.5020628892
980	0.32732472201	0.343454737206	102	17	50	9.5232249899
990	0.327863941084	0.346573572199	104	17	51	9.48079374097
1000	0.327977085754	0.344091408211	105	17	51	9.47772855673
1010	0.331018091668	0.348294371599	106	17	52	9.4761487659
1020	0.328759373119	0.346482437387	107	17	52	9.45567969151
1030	0.339574718113	0.350797813234	108	17	53	9.44959851907
1040	0.334803208015	0.347063617752	109	17	53	9.48227311306
1050	0.335802990341	0.351167955649	110	17	54	9.47988299771
1060	0.328899647696	0.347659197029	111	17	54	9.50756237945
1070	0.333386500118	0.352111162243	112	17	55	9.49386973441
1080	0.332943385517	0.349784938753	113	17	55	9.49027749446
1090	0.329887264557	0.35260330235	115	17	56	9.45384232816
1100	0.331648344809	0.350691615622	116	17	56	9.44062902687
1110	0.329662497211	0.349181698252	117	17	56	9.41738845793
1120	0.329413481286	0.353119953923	118	17	57	9.41511948222
1130	0.33420177585	0.350762451684	119	17	57	9.41537428856
1140	0.328802194904	0.346902455969	120	17	57	9.45733584891
1150	0.330436013666	0.351090517639	121	17	58	9.44622464075
1160	0.33050021002	0.347476486833	122	18	58	9.48248536612
1170	0.330527588872	0.352048912935	123	18	59	9.45933679074
1180	0.330549992241	0.349953645449	124	18	59	9.45511359374
1190	0.327279705727	0.352510345706	126	18	60	9.42529571048
1200	0.327497758467	0.351233405627	127	18	60	9.40041791016
1210	0.32892664034	0.35569041132	128	18	61	9.37876702276
1220	0.329389088663	0.353467181284	129	18	61	9.37961629023
1230	0.329197969627	0.355736149917	131	18	62	9.35748480954
1240	0.327182454583	0.354294617491	132	18	62	9.33892418305
1250	0.327351535979	0.356888144797	134	18	63	9.30856518526
1260	0.329941972718	0.354690311881	135	18	63	9.31097871769
1270	0.327989944295	0.354690311881	135	18	63	9.31097871769
1280	0.323631393598	0.351266056566	136	18	63	9.34665582526
1290	0.325888396427	0.353442590066	138	18	64	9.3274186165
1300	0.330192395247	0.351486569441	139	18	64	9.32549378167
1310	0.331990688224	0.355651631121	140	18	65	9.30692837662
1320	0.328438470916	0.354215950317	141	18	65	9.29174006814
1330	0.331145472287	0.356261324803	143	18	66	9.27565180817
1340	0.331452584311	0.356261324803	143	18	66	9.27565180817
1350	0.327577852803	0.352957459847	144	18	66	9.31051472063
1360	0.325284741079	0.354778363742	146	18	67	9.300003536
1370	0.327424601533	0.353539915793	147	18	67	9.28179016582
1380	0.327270870009	0.353539915793	147	18	67	9.28179016582
1390	0.328032670389	0.350223491917	148	18	67	9.31901799551
1400	0.327395091731	0.3518149774	150	18	68	9.31473838107
1410	0.327723247096	0.35015036511	151	18	68	9.30936900333
1420	0.330674708764	0.353343862255	152	18	69	9.31154598311
1430	0.332335335611	0.351053955879	153	19	69	9.32318112507
1440	0.329763105738	0.354623693833	154	19	70	9.31433756026
1450	0.331221815018	0.353102708814	155	19	70	9.30605057643
1460	0.334115827548	0.351920729262	156	19	70	9.28928155523
1470	0.329462551311	0.349062321447	157	19	70	9.31747277782
1480	0.328134224821	0.352582851617	158	19	71	9.30867362261
1490	0.327114794196	0.350973913478	159	19	71	9.30411369184
1500	0.326632837956	0.348102591855	160	19	71	9.33375869107
1510	0.327812986314	0.346155848978	161	19	71	9.33940252388
1520	0.32728279369	0.346155848978	161	19	71	9.33940252388
1530	0.327412683104	0.346348912687	163	19	72	9.37223664074
1540	0.32924628465	0.346348912687	163	19	72	9.37223664074
1550	0.327478046475	0.347926098702	165	19	73	9.3670452928
1560	0.331825075605	0.347926098702	165	19	73	9.3670452928
1570	0.329238467155	0.348848754138	167	19	74	9.37890998584
1580	0.33129361166	0.352447246288	168	19	75	9.36350543623
1590	0.331358685913	0.350960983552	169	19	75	9.35834495839
1600	0.329524836444	0.352686083495	170	19	76	9.39201672533
1610	0.332709290205	0.352686083495	170	19	76	9.39201672533
1620	0.33313377944	0.35393971432	172	19	77	9.39298027871
1630	0.333926921658	0.352885965263	173	19	77	9.37712039576
1640	0.332067238178	0.35017654082	174	19	77	9.40587386832
1650	0.332520828698	0.353783365154	175	19	78	9.38741491414
1660	0.331705286021	0.352555231215	176	19	78	9.37692643491
1670	0.33265084692	0.351155558388	177	19	78	9.37137159545
1680	0.328656304652	0.348523445674	178	19	78	9.39931941311
1690	0.327851955412	0.351710500719	179	19	79	9.39099942039
1700	0.32842873179	0.349066461899	181	19	79	9.37762218811
1710	0.32906707953	0.349066461899	181	19	79	9.37762218811
1720	0.32488342075	0.346534889611	182	19	79	9.40418408354
1730	0.325768178339	0.345013195275	183	19	79	9.40393726467
1740	0.324800772797	0.346923395493	184	19	80	9.42892274328
1750	0.325524744736	0.345965733881	185	19	80	9.41368836739
1760	0.326186698539	0.348580410268	186	19	81	9.41872224081
1770	0.3253316206	0.350821134133	188	19	82	9.39249750428
1780	0.328060052858	0.350821134133	188	19	82	9.39249750428
1790	0.33040094753	0.34838918074	189	20	82	9.41755107511
1800	0.329108400757	0.351207794463	190	20	83	9.41559872138
1810	0.329912790273	0.353064316574	191	20	84	9.43873858616
1820	0.330876582756	0.351046503069	192	21	84	9.45293875613
1830	0.332016731186	0.354263208256	193	21	85	9.43882444161
1840	0.331391178836	0.352092706925	195	21	85	9.41801892675
1850	0.330763848716	0.350837826428	196	21	85	9.4126043081
1860	0.327954892359	0.350837826428	196	21	85	9.4126043081
1870	0.326226314277	0.351346999664	198	21	86	9.43159030635
1880	0.326330322168	0.350515057248	199	21	86	9.41542957364
1890	0.326309892975	0.35343541308	200	21	87	9.40787855291
1900	0.327835172103	0.352177556832	201	21	87	9.4033511654
1910	0.324012241594	0.349885167123	202	21	87	9.42691751134
1920	0.325007486093	0.348502029589	203	21	87	9.42647010802
1930	0.324531269484	0.351474974322	204	21	88	9.41652726005
