time	time_seconds	lambda1_nats_per_second	full_sscs_lz76_nats_per_second	full_sscs_lz76_bits_per_second	n_symbols_total	n_symbols_discarded	n_symbols_used	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10000	10	0.638034949443	NaN	NaN	2	105	0	0	0	NaN
20000	20	0.409144659514	NaN	NaN	2	105	0	0	0	NaN
30000	30	0.163670309269	NaN	NaN	3	105	0	0	0	NaN
40000	40	0.261516150006	NaN	NaN	4	105	0	0	0	NaN
50000	50	0.293554283744	NaN	NaN	5	105	0	0	0	NaN
60000	60	0.309110983796	NaN	NaN	6	105	0	0	0	NaN
70000	70	0.278613417049	NaN	NaN	8	105	0	0	0	NaN
80000	80	0.303296604872	NaN	NaN	9	105	0	0	0	NaN
90000	90	0.309418216045	NaN	NaN	10	105	0	0	0	NaN
100000	100	0.298995575393	NaN	NaN	11	105	0	0	0	NaN
110000	110	0.303738217048	NaN	NaN	12	105	0	0	0	NaN
120000	120	0.257956117503	NaN	NaN	13	105	0	0	0	NaN
130000	130	0.252385836706	NaN	NaN	14	105	0	0	0	NaN
140000	140	0.244047887128	NaN	NaN	15	105	0	0	0	NaN
150000	150	0.24865348161	NaN	NaN	16	105	0	0	0	NaN
160000	160	0.219619042581	NaN	NaN	17	105	0	0	0	NaN
170000	170	0.216056930521	NaN	NaN	18	105	0	0	0	NaN
180000	180	0.209798113035	NaN	NaN	20	105	0	0	0	NaN
190000	190	0.228261820635	NaN	NaN	20	105	0	0	0	NaN
200000	200	0.24051667383	NaN	NaN	21	105	0	0	0	NaN
210000	210	0.248291481943	NaN	NaN	22	105	0	0	0	NaN
220000	220	0.238477428317	NaN	NaN	23	105	0	0	0	NaN
230000	230	0.24300097046	NaN	NaN	24	105	0	0	0	NaN
240000	240	0.239430630649	NaN	NaN	25	105	0	0	0	NaN
250000	250	0.238639890315	NaN	NaN	26	105	0	0	0	NaN
260000	260	0.24064078888	NaN	NaN	27	105	0	0	0	NaN
270000	270	0.244687143442	NaN	NaN	28	105	0	0	0	NaN
280000	280	0.241863317289	NaN	NaN	30	105	0	0	0	NaN
290000	290	0.24825931936	NaN	NaN	31	105	0	0	0	NaN
300000	300	0.245737817624	NaN	NaN	32	105	0	0	0	NaN
310000	310	0.243583602335	NaN	NaN	33	105	0	0	0	NaN
320000	320	0.248971743726	NaN	NaN	33	105	0	0	0	NaN
330000	330	0.242556716295	NaN	NaN	35	105	0	0	0	NaN
340000	340	0.252161105939	NaN	NaN	35	105	0	0	0	NaN
350000	350	0.231583836704	NaN	NaN	36	105	0	0	0	NaN
360000	360	0.228837982748	NaN	NaN	37	105	0	0	0	NaN
370000	370	0.228329193369	NaN	NaN	39	105	0	0	0	NaN
380000	380	0.236341800096	NaN	NaN	39	105	0	0	0	NaN
390000	390	0.233865767521	NaN	NaN	41	105	0	0	0	NaN
400000	400	0.227972324339	NaN	NaN	42	105	0	0	0	NaN
410000	410	0.232963457621	NaN	NaN	43	105	0	0	0	NaN
420000	420	0.229854207841	NaN	NaN	45	105	0	0	0	NaN
430000	430	0.231064430625	NaN	NaN	46	105	0	0	0	NaN
440000	440	0.230877306068	NaN	NaN	47	105	0	0	0	NaN
450000	450	0.233056412976	NaN	NaN	48	105	0	0	0	NaN
460000	460	0.237250370775	NaN	NaN	49	105	0	0	0	NaN
470000	470	0.233143154243	NaN	NaN	50	105	0	0	0	NaN
480000	480	0.228820097056	NaN	NaN	51	105	0	0	0	NaN
490000	490	0.225447718976	NaN	NaN	52	105	0	0	0	NaN
500000	500	0.231396899424	NaN	NaN	53	105	0	0	0	NaN
510000	510	0.225260515931	NaN	NaN	54	105	0	0	0	NaN
520000	520	0.22858783789	NaN	NaN	55	105	0	0	0	NaN
530000	530	0.225623325655	NaN	NaN	56	105	0	0	0	NaN
