time	time_seconds	lambda1_nats_per_second	binary_sign_lz76_nats_per_second	n_symbols	binary_lz76_phrase_count	mean_event_interval_seconds
10000	10	0.530403999366	NaN	1	0	NaN
20000	20	0.387763424613	0.0535286581621	2	2	12.9490856741
30000	30	0.365287265887	0.0686279506861	3	2	10.6721559528
40000	40	0.316300686778	0.0971543610908	4	3	10.701740603
50000	50	0.340380518654	0.128063130446	5	4	10.0540282396
60000	60	0.313930655551	0.110168785104	6	4	10.84251144
70000	70	0.30066297219	0.110168785104	6	4	10.84251144
80000	80	0.317717389117	0.119905271722	7	5	11.5919492179
90000	90	0.277732315754	0.110884451703	8	5	11.7207682736
100000	100	0.262791898183	0.108470703011	9	5	11.253548533
110000	110	0.263176044022	0.122199488703	11	6	10.703341642
120000	120	0.270782949154	0.122199488703	11	6	10.703341642
130000	130	0.264224352673	0.131314578935	13	7	10.5176941379
140000	140	0.272690106486	0.12610108168	14	7	10.4640550836
150000	150	0.263424859112	0.141423691198	15	8	10.212528243
160000	160	0.261595014949	0.137757171043	16	8	10.0633190317
170000	170	0.268255015935	0.135378247596	17	8	9.84853099714
180000	180	0.279282416805	0.146121283274	18	9	9.89031745795
190000	190	0.284990698758	0.140715277421	19	9	9.91174717384
200000	200	0.265569720556	0.133022156672	20	9	10.1342479842
210000	210	0.267189136422	0.129269556275	21	9	10.0936010616
220000	220	0.261187257344	0.138041192675	23	10	9.87573584619
230000	230	0.266045696572	0.135983600968	24	10	9.73785873114
240000	240	0.283968135968	0.135983600968	24	10	9.73785873114
250000	250	0.253669724141	0.140383535987	26	11	9.81899657041
260000	260	0.246940267269	0.137511780205	27	11	9.76460599093
270000	270	0.23841048766	0.137511780205	27	11	9.76460599093
280000	280	0.238267607355	0.141076955731	29	12	9.87662219176
290000	290	0.230236095928	0.138670837672	30	12	9.81085118908
300000	300	0.228830386414	0.136292489736	31	12	9.75318135324
310000	310	0.23900410168	0.145690395333	32	13	9.66402217039
320000	320	0.246595777743	0.141855292615	33	13	9.70998010913
330000	330	0.246403308582	0.148082345782	35	14	9.60370540518
340000	340	0.238636157764	0.145817741184	36	14	9.55707232175
350000	350	0.239907013618	0.143619592615	37	14	9.51327906848
360000	360	0.246230163986	0.14204074127	38	14	9.43506285609
370000	370	0.241097126137	0.148847819279	39	15	9.46646164124
380000	380	0.24091347274	0.144259141064	41	15	9.4179399435
390000	390	0.240315129382	0.142713315979	42	15	9.35359113037
400000	400	0.239505982218	0.1497448403	43	16	9.34600697636
410000	410	0.249493653059	0.147554813331	44	16	9.32581544938
420000	420	0.242173242065	0.145255404601	45	16	9.317932094
430000	430	0.245262907523	0.143337377434	46	16	9.29067755487
440000	440	0.244320581867	0.147522587575	48	17	9.29383344322
450000	450	0.243275432518	0.145488896562	49	17	9.28059391913
460000	460	0.241142507682	0.143726638894	50	17	9.25428878098
470000	470	0.242495276757	0.149983559205	51	18	9.25236853858
480000	480	0.2495110839	0.14770717295	52	18	9.2597954653
490000	490	0.246686950688	0.145570089395	53	18	9.26289894337
500000	500	0.245572672091	0.151918336363	54	19	9.23872297048
510000	510	0.24408013427	0.148319070365	56	19	9.20815051148
520000	520	0.244434036478	0.146439951084	57	19	9.20297873615
530000	530	0.239063933536	0.152672622145	58	20	9.17094854718
540000	540	0.238184740687	0.150830554129	59	20	9.16403238495
550000	550	0.235160081015	0.147656488278	60	20	9.24294988087
560000	560	0.241786859146	0.147656488278	60	20	9.24294988087
570000	570	0.24380775589	0.14498070156	61	20	9.2965993539
580000	580	0.237847329632	0.149198527577	62	21	9.36939780122
590000	590	0.238441637022	0.147951086828	63	21	9.33446950886
