time	time_seconds	lambda1_nat_per_timeunit	lambda1_nats_per_second	lambda1_bits_per_second	lz76_nats_per_second	lz76_bits_per_second	lz76_alphabet_units_per_second	lz76_alphabet_size	n_symbols	last_symbol_time	last_symbol_time_seconds	lz76_phrase_count
10000	10	0.000666422208631	0.666422208631	0.96144401553	NaN	NaN	NaN	0	1	2149.89157365	2.14989157365	0
20000	20	0.00080183165675	0.80183165675	1.15679855482	0.0750111655293	0.10821823652	0.10821823652	2	2	11390.4783006	11.3904783006	2
30000	30	0.000427259352782	0.427259352782	0.616404949432	0.097200795445	0.140231105559	0.0884759768734	3	3	24754.8977084	24.7548977084	3
40000	40	0.000381906718213	0.381906718213	0.550974928448	0.140167906189	0.20221954315	0.101109771575	4	4	31820.6143264	31.8206143264	4
50000	50	0.000310742488666	0.310742488666	0.448306647393	0.16556760132	0.238863557357	0.102872934732	5	6	47241.2282578	47.2412282578	5
60000	60	0.000330049642237	0.330049642237	0.476160982103	0.188110023	0.271385397324	0.116879328831	5	7	55350.3417666	55.3503417666	6
70000	70	0.000328955122603	0.328955122603	0.474581924055	0.162601719723	0.234584694684	0.0907497476729	6	8	69289.8216581	69.2898216581	6
80000	80	0.000305042715918	0.305042715918	0.440083613514	0.179425456055	0.25885621566	0.100139253698	6	9	78346.5466798	78.3465466798	7
90000	90	0.00031462888563	0.31462888563	0.453913533018	0.196443070693	0.283407443906	0.109636965266	6	10	86543.8720336	86.5438720336	8
100000	100	0.000288384005245	0.288384005245	0.416050174239	0.191186773242	0.27582420964	0.106703369803	6	11	93365.6072421	93.3656072421	8
110000	110	0.000288430362813	0.288430362813	0.416117054072	0.198958303128	0.287036157267	0.111040743217	6	13	109251.780319	109.251780319	9
120000	120	0.000272955691641	0.272955691641	0.393791822712	0.213143177975	0.307500605864	0.118957472605	6	14	117122.055258	117.122055258	10
130000	130	0.00025485081108	0.25485081108	0.367672001312	0.204814627823	0.295485047862	0.114309220261	6	15	125554.823531	125.554823531	10
140000	140	0.000245939955572	0.245939955572	0.35481635426	0.207698809159	0.299646041973	0.106736073739	7	16	139812.313972	139.812313972	11
150000	150	0.000241473133779	0.241473133779	0.348372092611	0.218045214803	0.314572750086	0.112053074449	7	17	148902.228496	148.902228496	12
160000	160	0.000239369251455	0.239369251455	0.345336832016	0.211789511346	0.305547677731	0.108838278812	7	18	156820.188423	156.820188423	12
170000	170	0.000231476967068	0.231476967068	0.33395067247	0.224522227685	0.323917104451	0.115381600633	7	19	163662.143431	163.662143431	13
180000	180	0.000230633595883	0.230633595883	0.332733945043	0.212136343376	0.306048050581	0.109016515218	7	21	179837.913929	179.837913929	13
190000	190	0.000231394054451	0.231394054451	0.333831054848	0.22200849087	0.320290548813	0.11408979545	7	22	188212.898305	188.212898305	14
200000	200	0.000232126995443	0.232126995443	0.334888465182	0.216904729081	0.31292737699	0.104309125663	8	23	195729.614359	195.729614359	14
210000	210	0.000229472464357	0.229472464357	0.331058786349	0.226669893036	0.327015530602	0.109005176867	8	24	203696.39252	203.69639252	15
220000	220	0.000234560530376	0.234560530376	0.338399313961	0.216207567505	0.311921585442	0.103973861814	8	26	219495.554045	219.495554045	15
230000	230	0.000248967854673	0.248967854673	0.359184689278	0.216207567505	0.311921585442	0.103973861814	8	26	219495.554045	219.495554045	15
240000	240	0.000239607261259	0.239607261259	0.34568020758	0.220016330864	0.317416469451	0.100133747425	9	27	232952.310392	232.952310392	16
250000	250	0.000239594610592	0.239594610592	0.345661956525	0.223032221809	0.321767480362	0.101506338546	9	29	249962.053526	249.962053526	17
260000	260	0.000244408245585	0.244408245585	0.352606563858	0.223032221809	0.321767480362	0.101506338546	9	29	249962.053526	249.962053526	17
270000	270	0.000236128596403	0.236128596403	0.340661555043	0.226524614336	0.326805937742	0.103095794883	9	30	263405.537519	263.405537519	18
280000	280	0.000237589459147	0.237589459147	0.342769134479	0.231243338078	0.333613617083	0.105243378607	9	32	278011.682842	278.011682842	19
290000	290	0.000234478214691	0.234478214691	0.338280557531	0.225275402217	0.325003705613	0.0978358640915	10	33	288113.216094	288.113216094	19
300000	300	0.000240046162762	0.240046162762	0.346313408601	0.231992224426	0.334694031704	0.100752942912	10	34	297215.30138	297.21530138	20
310000	310	0.000241127209398	0.241127209398	0.347873029221	0.228000468066	0.328935144599	0.0990193451525	10	35	305111.25982	305.11125982	20
320000	320	0.000237842632785	0.237842632785	0.34313438683	0.224221536781	0.323483299175	0.0973781761479	10	36	312911.899161	312.911899161	20
330000	330	0.000241319790402	0.241319790402	0.348150864881	0.231179779881	0.333521921988	0.10040010273	10	37	321294.741989	321.294741989	21
340000	340	0.000226699102535	0.226699102535	0.327057671001	0.223030807749	0.321765440305	0.0968610490999	10	38	335642.224412	335.642224412	21
350000	350	0.00022645575758	0.22645575758	0.326706598441	0.23000688404	0.331829790975	0.0998907205384	10	39	343581.984027	343.581984027	22
360000	360	0.000226720164594	0.226720164594	0.327088057129	0.233165351407	0.336386496183	0.101262425487	10	41	359531.182047	359.531182047	23
370000	370	0.000230693021615	0.230693021615	0.332819678252	0.233165351407	0.336386496183	0.101262425487	10	41	359531.182047	359.531182047	23
380000	380	0.000235047759159	0.235047759159	0.33910223651	0.227089365267	0.32762070111	0.0947036210645	11	42	371694.198702	371.694198702	23
390000	390	0.000227827846927	0.227827846927	0.328686104938	0.229897995039	0.331672697354	0.0958749106549	11	43	385665.755983	385.665755983	24
400000	400	0.000225432950831	0.225432950831	0.325231000217	0.225622792202	0.325504883421	0.0907972910053	12	44	395534.118899	395.534118899	24
410000	410	0.000227733239793	0.227733239793	0.328549615695	0.232573465473	0.33553258528	0.0935944476999	12	45	402246.048549	402.246048549	25
420000	420	0.000228206305485	0.228206305485	0.329232105222	0.228730214021	0.329987945469	0.0920478095385	12	46	411519.733444	411.519733444	25
430000	430	0.000230528261958	0.230528261958	0.332581980312	0.231053468419	0.333339693069	0.0900811034522	13	47	426181.47798	426.18147798	26
440000	440	0.000233119286034	0.233119286034	0.336320037897	0.236810276336	0.341645011302	0.0923255173234	13	48	434330.784689	434.330784689	27
450000	450	0.00023027583744	0.23027583744	0.332217808711	0.232545902604	0.335492820467	0.0906629606265	13	50	447275.467059	447.275467059	27
460000	460	0.000227226482471	0.227226482471	0.32781851942	0.237710820605	0.342944222052	0.0926766136388	13	51	456199.345758	456.199345758	28
470000	470	0.000230103482151	0.230103482151	0.331969152591	0.243619275605	0.35146832078	0.0949801503472	13	52	463453.658824	463.453658824	29
480000	480	0.000235100700386	0.235100700386	0.339178614557	0.240337051185	0.346733071886	0.0937005054254	13	53	472181.628499	472.181628499	29
490000	490	0.000230969963868	0.230969963868	0.333219221467	0.235028341329	0.339074222504	0.0890576868839	14	54	485233.355189	485.233355189	29
500000	500	0.000239258597402	0.239258597402	0.345177191961	0.240114938688	0.346412631289	0.0909851165389	14	55	493723.544179	493.723544179	30
510000	510	0.000234746933718	0.234746933718	0.338668237139	0.23685276211	0.341706305316	0.0897490022106	14	56	502900.278691	502.900278691	30
520000	520	0.000238817634936	0.238817634936	0.344541017598	0.241193454901	0.347968601281	0.0913937913339	14	57	512676.750229	512.676750229	31
530000	530	0.000239750300243	0.239750300243	0.345886569213	0.236365944665	0.341003976203	0.0895645357956	14	58	525505.727461	525.505727461	31
540000	540	0.000241220845452	0.241220845452	0.348008117492	0.241330566346	0.348166411282	0.0914457460387	14	59	533660.070392	533.660070392	32
550000	550	0.000237156095249	0.237156095249	0.342143922532	0.235829082178	0.340229447355	0.0893611061538	14	60	548458.151641	548.458151641	32
560000	560	0.000238411119303	0.238411119303	0.343954539511	0.240532623919	0.3470152237	0.0911433871555	14	61	556897.600947	556.897600947	33
570000	570	0.000235540085019	0.235540085019	0.339812512587	0.240532623919	0.3470152237	0.0911433871555	14	61	556897.600947	556.897600947	33
580000	580	0.000235507929333	0.235507929333	0.339766121738	0.235501426834	0.339756740615	0.0892369499484	14	62	571143.192159	571.143192159	33
590000	590	0.000235085870244	0.235085870244	0.339157219184	0.237036759679	0.341971757697	0.089818723155	14	64	589369.436697	589.369436697	34
600000	600	0.000234334888369	0.234334888369	0.338073781357	0.234825574463	0.338781691752	0.0889808538178	14	65	597253.903763	597.253903763	34
