time_since_ttr1e6_seconds	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10	-0.215920206972	NaN	1	0	0	NaN
20	-0.0353237789775	0.12531164285	2	2	2	7.98010446
30	0.097364135398	0.244628865335	4	3	4	8.17565007
40	0.0897449801915	0.223614344251	5	4	4	8.306902145
50	0.15960348886	0.26125690685	6	4	5	8.245276434
60	0.225710342511	0.238174666544	7	4	5	8.41925610667
70	0.220311639215	0.203731078158	8	5	5	9.20330868
80	0.209001250086	0.235849037782	9	5	6	8.9603220525
90	0.234751781316	0.223031284557	10	5	6	8.93666940444
100	0.232100151697	0.235600507302	11	6	7	9.344022684
110	0.229817554028	0.253934743788	12	7	8	9.41176841273
120	0.255178547504	0.273912717848	13	7	9	9.35277084583
130	0.267248808743	0.294046713657	14	7	10	9.24866391538
140	0.28059628601	0.281487805552	15	7	10	9.25295405
150	0.251908562808	0.259895621139	16	7	10	9.61924633067
160	0.289634128711	0.271808130202	17	8	11	9.73049958187
170	0.319540702169	0.271808130202	17	8	11	9.73049958187
180	0.336019024046	0.281648042924	18	9	12	9.87029759588
190	0.317845627713	0.289979510191	19	10	13	10.0230416894
200	0.302519423363	0.304229727899	20	10	14	9.94429337105
210	0.312286928925	0.311649438426	22	10	15	9.75622344619
220	0.303413620751	0.304950180416	23	10	15	9.67420021773
230	0.307709803124	0.297439552165	24	10	15	9.63423170217
240	0.296519365501	0.302987194734	25	10	16	9.80921970667
250	0.308495432824	0.302987194734	25	10	16	9.80921970667
260	0.305819467567	0.304426257887	27	11	17	9.83429641615
270	0.317311212476	0.304426257887	27	11	17	9.83429641615
280	0.304786550641	0.292871778365	28	12	17	9.96596947296
290	0.325003335634	0.304264788045	29	12	18	9.91011338536
300	0.305988695595	0.292600952733	30	12	18	10.0619438517
310	0.305245097841	0.30372878337	31	12	19	9.99721813067
320	0.300359221846	0.298916699391	32	12	19	9.93169671032
