time	time_seconds	lambda1_bits_per_second	lz76_measurement_window_bits_per_second	n_symbols	lz76_phrase_count	alphabet_size	lz76_elapsed_seconds	lz76_mean_event_interval_seconds
10000	10	0.96144401553	NaN	1	0	0	NaN	NaN
20000	20	1.15679855482	0.175585251753	2	2	2	11.3904783006	5.6952391503
30000	30	0.616404949432	0.192078656845	3	3	3	24.7548977084	8.25163256947
40000	40	0.550974928448	0.251409351119	4	4	4	31.8206143264	7.9551535816
50000	50	0.448306647393	0.273591796409	6	5	5	47.2412282578	7.87353804297
60000	60	0.476160982103	0.304318437696	7	6	5	55.3503417666	7.90719168094
70000	70	0.474581924055	0.259778414336	8	6	6	69.2898216581	8.66122770726
80000	80	0.440083613514	0.28322211955	9	7	6	78.3465466798	8.70517185331
90000	90	0.453913533018	0.30707459852	10	8	6	86.5438720336	8.65438720336
100000	100	0.416050174239	0.296420210467	11	8	6	93.3656072421	8.48778247655
110000	110	0.416117054072	0.304836748344	13	9	6	109.251780319	8.40398310146
120000	120	0.393791822712	0.325075829114	14	10	6	117.122055258	8.36586108986
130000	130	0.367672001312	0.311170091736	15	10	6	125.554823531	8.37032156873
140000	140	0.35481635426	0.314707615874	16	11	7	139.812313972	8.73826962325
150000	150	0.348372092611	0.329407790538	17	12	7	148.902228496	8.75895461741
160000	160	0.345336832016	0.319085830214	18	12	7	156.820188423	8.71223269017
170000	170	0.33395067247	0.337421082952	19	13	7	163.662143431	8.61379702268
180000	180	0.332733945043	0.317508834754	21	13	7	179.837913929	8.5637101871
190000	190	0.333831054848	0.331709692711	22	14	7	188.212898305	8.55513174114
200000	200	0.334888465182	0.323557922454	23	14	8	195.729614359	8.509983233
210000	210	0.331058786349	0.337632084005	24	15	8	203.69639252	8.48734968833
220000	220	0.338399313961	0.321221065633	26	15	8	219.495554045	8.44213669404
230000	230	0.359184689278	0.321221065633	26	15	8	219.495554045	8.44213669404
240000	240	0.34568020758	0.326582723763	27	16	9	232.952310392	8.62786334785
250000	250	0.345661956525	0.330392856644	29	17	9	249.962053526	8.61938115607
260000	260	0.352606563858	0.330392856644	29	17	9	249.962053526	8.61938115607
270000	270	0.340661555043	0.335315770325	30	18	9	263.405537519	8.78018458397
280000	280	0.342769134479	0.34171225838	32	19	9	278.011682842	8.68786508881
290000	290	0.338280557531	0.332659117715	33	19	10	288.113216094	8.730703518
300000	300	0.346313408601	0.342341919654	34	20	10	297.21530138	8.74162651118
310000	310	0.347873029221	0.336223777515	35	20	10	305.11125982	8.71746456629
320000	320	0.34313438683	0.330439655079	36	20	10	312.911899161	8.69199719892
