time	time_seconds	lambda1_nats_per_second	binary_sign_lz76_nats_per_second	n_symbols	binary_lz76_phrase_count	mean_event_interval_seconds
10000	10	0.500236218323	NaN	1	0	NaN
20000	20	0.32412024573	NaN	1	0	NaN
30000	30	0.297827008457	0.0482478242216	2	2	14.3663925108
40000	40	0.238371519007	0.106876285541	4	3	9.7282644656
50000	50	0.30236903184	0.106876285541	4	3	9.7282644656
60000	60	0.240392648753	0.088604726103	5	3	10.8985467247
70000	70	0.297017492407	0.111880917598	6	4	10.6765866643
80000	80	0.246917645232	0.127267461095	7	5	10.9213762009
90000	90	0.21816104901	0.113232796457	8	5	11.4776902471
100000	100	0.244866212785	0.110114870802	9	5	11.0855174406
110000	110	0.255177638095	0.129333612131	10	6	10.6820727654
120000	120	0.26218993884	0.145570352663	12	7	9.95758306915
130000	130	0.276237106106	0.137937687199	13	7	10.0126847502
140000	140	0.282772866003	0.134329015228	14	7	9.82310979182
150000	150	0.293884421566	0.134329015228	14	7	9.82310979182
160000	160	0.280991015341	0.140054523024	16	8	9.89824770517
170000	170	0.291939384675	0.137458322275	17	8	9.69949906066
180000	180	0.280349135464	0.14828199997	19	9	9.40595792859
190000	190	0.283282509133	0.14828199997	19	9	9.40595792859
200000	200	0.27189371499	0.151130683897	21	10	9.59284079188
210000	210	0.276840622996	0.151130683897	21	10	9.59284079188
220000	220	0.288863445012	0.142903277243	22	10	9.83195993884
230000	230	0.27693564618	0.151416891403	24	11	9.6198514715
240000	240	0.261839916466	0.148168170759	25	11	9.55876930711
250000	250	0.273836080661	0.148168170759	25	11	9.55876930711
260000	260	0.269626125288	0.14111762466	26	11	9.76791851278
270000	270	0.271840605764	0.150856007376	27	12	9.71003018291
280000	280	0.25915898672	0.144859632883	28	12	9.85842376373
290000	290	0.25103695871	0.142317130234	29	12	9.7905557077
300000	300	0.270616415236	0.150789524462	30	13	9.77423467564
310000	310	0.257302194214	0.145492481077	31	13	9.89782523199
320000	320	0.249543519602	0.140430765346	32	13	10.0259740595
330000	330	0.247767699326	0.13879671816	33	13	9.92395272693
340000	340	0.247008229307	0.146682365713	34	14	9.89915043432
350000	350	0.240547222585	0.144430462569	35	14	9.8465323679
360000	360	0.236585293494	0.139981778015	37	14	9.76050800052
370000	370	0.248541206523	0.139981778015	37	14	9.76050800052
380000	380	0.256893709556	0.146125728166	38	15	9.82639601934
390000	390	0.250048374846	0.141559127051	39	15	9.95387723094
400000	400	0.249457721959	0.139310825305	40	15	9.92980834237
410000	410	0.254555914396	0.137150870018	41	15	9.90605401677
420000	420	0.245884973548	0.142778628879	42	16	9.97259990153
430000	430	0.247496542243	0.140992163436	43	16	9.92619935754
440000	440	0.246372115238	0.138640369796	44	16	9.92545648729
450000	450	0.251138156698	0.136941919807	45	16	9.88360611763
460000	460	0.248140313434	0.142418068932	46	17	9.93506442417
470000	470	0.248223124624	0.140717239799	47	17	9.89648874101
480000	480	0.242599480741	0.137092659003	48	17	10.0009028054
490000	490	0.244662649056	0.135247024294	49	17	9.98338688616
