time	time_seconds	lambda1_nat_per_timeunit	lambda1_nats_per_second	lambda1_bits_per_second	lz76_nats_per_second	lz76_bits_per_second	lz76_alphabet_units_per_second	lz76_alphabet_size	n_symbols	last_symbol_time	last_symbol_time_seconds	lz76_phrase_count
10000	10	0.000530403999366	0.530403999366	0.765211219554	NaN	NaN	NaN	0	1	2730.39253282	2.73039253282	0
20000	20	0.000387763424613	0.387763424613	0.559424369728	0.0535286581623	0.0772255296762	0.0772255296762	2	2	15679.4782069	15.6794782069	2
30000	30	0.000365287265887	0.365287265887	0.526998126995	0.102941926029	0.148513806182	0.0937017791364	3	3	24074.7044385	24.0747044385	3
40000	40	0.000316300686778	0.316300686778	0.456325432244	0.129539148121	0.186885486595	0.0934427432977	4	4	34835.6143417	34.8356143417	4
50000	50	0.000340380518654	0.340380518654	0.491065286278	0.160078913057	0.230945054018	0.0994626209686	5	5	42946.5054911	42.9465054911	5
60000	60	0.000313930655551	0.313930655551	0.452906199947	0.165253177656	0.238409939895	0.0922295545211	6	6	56942.9497328	56.9429497328	6
70000	70	0.00030066297219	0.30066297219	0.433764978958	0.165253177656	0.238409939895	0.0922295545211	6	6	56942.9497328	56.9429497328	6
80000	80	0.000317717389117	0.317717389117	0.458369301684	0.16786738041	0.242181437245	0.0936885688582	6	7	72282.0878402	72.2820878402	7
90000	90	0.000277732315754	0.277732315754	0.400683034633	0.155238232384	0.223961428016	0.0797766702944	7	8	84775.7704479	84.7757704479	7
100000	100	0.000262791898183	0.262791898183	0.379128568294	0.173553124818	0.250384232506	0.089188663157	7	9	92758.7807966	92.7587807966	8
110000	110	0.000263176044022	0.263176044022	0.379682773591	0.183299233055	0.264444894527	0.0881482981756	8	11	109763.808953	109.763808953	9
120000	120	0.000270782949154	0.270782949154	0.390657217902	0.183299233055	0.264444894527	0.0881482981756	8	11	109763.808953	109.763808953	9
130000	130	0.000264224352673	0.264224352673	0.381195163283	0.187592255622	0.270638416896	0.0853769148395	9	13	128942.722188	128.942722188	10
140000	140	0.000272690106486	0.272690106486	0.393408664326	0.1801444024	0.259893435987	0.0782357199082	10	14	138763.10862	138.76310862	10
150000	150	0.000263424859112	0.263424859112	0.380041737887	0.194457575396	0.280542979688	0.0844518519589	10	15	145705.787935	145.705787935	11
160000	160	0.000261595014949	0.261595014949	0.377401830788	0.189416110184	0.273269682827	0.0789926534044	11	16	153680.178009	153.680178009	11
170000	170	0.000268255015935	0.268255015935	0.387010181183	0.203067371395	0.292964289677	0.0846856715129	11	17	160306.888487	160.306888487	12
180000	180	0.000279282416805	0.279282416805	0.402919357732	0.1948283777	0.281077934332	0.0812497442694	11	18	170865.789318	170.865789318	12
190000	190	0.000284990698758	0.284990698758	0.411154667797	0.187620369894	0.270678977216	0.0755039912304	12	19	181141.841662	181.141841662	12
200000	200	0.000265569720556	0.265569720556	0.383136118856	0.192143115192	0.277203919429	0.0773240778315	12	20	195281.104232	195.281104232	13
210000	210	0.000267189136422	0.267189136422	0.385472442096	0.201085976429	0.290105740986	0.0809229499409	12	21	204602.413765	204.602413765	14
220000	220	0.000261187257344	0.261187257344	0.376813560914	0.207061789013	0.298727016166	0.083327793835	12	23	219996.581149	219.996581149	15
230000	230	0.000266045696572	0.266045696572	0.383822807094	0.217573761549	0.313892586814	0.0875581227839	12	24	226701.143349	226.701143349	16
240000	240	0.000283968135968	0.283968135968	0.409679421532	0.217573761549	0.313892586814	0.0875581227839	12	24	226701.143349	226.701143349	16
250000	250	0.000253669724141	0.253669724141	0.365968053042	0.216956373798	0.313001884567	0.0873096676755	12	26	248205.306793	248.205306793	17
260000	260	0.000246940267269	0.246940267269	0.356259498984	0.212518205772	0.306598961565	0.0855236174726	12	27	256610.148297	256.610148297	17
270000	270	0.00023841048766	0.23841048766	0.343953628243	0.212518205772	0.306598961565	0.0855236174726	12	27	256610.148297	256.610148297	17
280000	280	0.000238267607355	0.238267607355	0.343747495535	0.211615433596	0.305296536625	0.0851603152233	12	29	279275.813902	279.275813902	18
290000	290	0.000230236095928	0.230236095928	0.332160473828	0.219562159647	0.31676123889	0.0883583130441	12	30	287245.077016	287.245077016	19
300000	300	0.000228830386414	0.228830386414	0.330132463684	0.215796442082	0.311328456833	0.0868428768141	12	31	295325.83313	295.32583313	19
310000	310	0.00023900410168	0.23900410168	0.344810032245	0.212932116256	0.307196108168	0.085690187305	12	32	302315.079815	302.315079815	19
320000	320	0.000246595777743	0.246595777743	0.355762505655	0.218238911716	0.314852195662	0.0878257989026	12	33	313449.756025	313.449756025	20
330000	330	0.000246403308582	0.246403308582	0.355484831351	0.232700829085	0.335716332132	0.0936457025881	12	35	329256.376309	329.256376309	22
340000	340	0.000238636157764	0.238636157764	0.344279201383	0.229142164717	0.330582264696	0.0922135906944	12	36	337227.923794	337.227923794	22
350000	350	0.000239907013618	0.239907013618	0.346112658821	0.235946473581	0.34039880735	0.0949518460185	12	37	345208.438998	345.208438998	23
360000	360	0.000246230163986	0.246230163986	0.355235036499	0.233352646372	0.336656705699	0.0939080131609	12	38	351827.718208	351.827718208	23
370000	370	0.000241097126137	0.241097126137	0.34782962825	0.228233322895	0.329271083106	0.0918478458393	12	39	362455.9349	362.4559349	23
380000	380	0.00024091347274	0.24091347274	0.347564672405	0.230814625703	0.332995115866	0.0928866385071	12	41	379447.990273	379.447990273	24
390000	390	0.000240315129382	0.240315129382	0.34670144541	0.237855526632	0.34315298872	0.0957201054826	12	42	386227.628878	386.227628878	25
400000	400	0.000239505982218	0.239505982218	0.345534092809	0.233976312969	0.337556466406	0.0941589950627	12	43	395262.68554	395.26268554	25
410000	410	0.000249493653059	0.249493653059	0.359943256001	0.230554395829	0.332619683518	0.0927819143021	12	44	403740.456856	403.740456856	25
420000	420	0.000242173242065	0.242173242065	0.349382135363	0.236040032477	0.340533784306	0.094989496888	12	45	412719.404669	412.719404669	26
430000	430	0.000245262907523	0.245262907523	0.353839580398	0.23292323833	0.336037200847	0.0937352066525	12	46	420810.882502	420.810882502	26
440000	440	0.000244320581867	0.244320581867	0.352480091846	0.242978379535	0.350543703198	0.0947302833983	13	48	439540.564364	439.540564364	28
450000	450	0.000243275432518	0.243275432518	0.350972260063	0.239628770808	0.345711239299	0.0934243672729	13	49	448198.900651	448.198900651	28
460000	460	0.000241142507682	0.241142507682	0.347895099981	0.236726228767	0.34152375629	0.0922927495929	13	50	456190.542801	456.190542801	28
470000	470	0.000242495276757	0.242495276757	0.349846733217	0.241640178719	0.348613087517	0.0942085573799	13	51	465348.819462	465.348819462	29
480000	480	0.0002495110839	0.2495110839	0.359968403389	0.237972667531	0.343321987314	0.0927787002262	13	52	474979.961263	474.979961263	29
490000	490	0.000246686950688	0.246686950688	0.35589404041	0.242616815658	0.350022076787	0.0919331357208	14	53	484401.137588	484.401137588	30
500000	500	0.000245572672091	0.245572672091	0.354286476203	0.247866759329	0.357596144484	0.0939224610799	14	54	492382.709968	492.382709968	31
510000	510	0.00024408013427	0.24408013427	0.352133199291	0.241994272701	0.349123937149	0.0916972397625	14	56	509178.670664	509.178670664	31
520000	520	0.000244434036478	0.244434036478	0.352643772251	0.238928341242	0.344700733037	0.0905354872592	14	57	518097.201757	518.097201757	31
530000	530	0.000239063933536	0.239063933536	0.344896351368	0.244276195433	0.352416055758	0.0925619131844	14	58	525474.459722	525.474459722	32
540000	540	0.000238184740687	0.238184740687	0.343627944205	0.241328886607	0.348163987931	0.0914451095467	14	59	534244.27086	534.24427086	32
550000	550	0.000235160081015	0.235160081015	0.339264282695	0.236250381245	0.34083725343	0.0895207461368	14	60	548064.435504	548.064435504	32
560000	560	0.000241786859146	0.241786859146	0.348824702642	0.236250381245	0.34083725343	0.0895207461368	14	60	548064.435504	548.064435504	32
570000	570	0.00024380775589	0.24380775589	0.351740240352	0.239218157574	0.345118849622	0.088335939074	15	61	560526.353767	560.526353767	33
580000	580	0.000237847329632	0.237847329632	0.343141162949	0.241559520839	0.348496722794	0.0892005328191	15	62	574263.658407	574.263658407	34
590000	590	0.000238441637022	0.238441637022	0.343998567273	0.239539854864	0.345582960708	0.0884547320307	15	63	581467.502082	581.467502082	34
600000	600	0.000239781410224	0.239781410224	0.345931451427	0.241067398512	0.347786740353	0.0869466850881	16	65	599475.569787	599.475569787	35
610000	610	0.000238363832759	0.238363832759	0.343886319449	0.245820874027	0.354644555906	0.0886611389766	16	66	607000.900795	607.000900795	36
620000	620	0.000238746190454	0.238746190454	0.344437944999	0.243369813578	0.351108423152	0.0877771057879	16	67	615418.113661	615.418113661	36
630000	630	0.000232681037288	0.232681037288	0.335687778604	0.238715792837	0.344394090508	0.0860985226271	16	68	629703.658888	629.703658888	36
640000	640	0.000231953715504	0.231953715504	0.334638475073	0.236242249752	0.340825522165	0.0852063805413	16	69	638597.750203	638.597750203	36
650000	650	0.000230807589993	0.230807589993	0.332984965482	0.240621030994	0.347142768149	0.0867856920372	16	70	646683.6252	646.6836252	37
660000	660	0.000233657215851	0.233657215851	0.337096106576	0.236936525473	0.341827150305	0.0854567875764	16	71	659014.849243	659.014849243	37
670000	670	0.000237210539077	0.237210539077	0.342222468373	0.240458284107	0.346907974022	0.0867269935054	16	72	669191.86953	669.19186953	38
680000	680	0.000236927951527	0.236927951527	0.341814780716	0.240458284107	0.346907974022	0.0867269935054	16	72	669191.86953	669.19186953	38
690000	690	0.000244882415985	0.244882415985	0.353290647143	0.23677180968	0.341589515648	0.0853973789121	16	73	681882.480506	681.882480506	38
700000	700	0.00023699592949	0.23699592949	0.341912852186	0.239041370605	0.344863799939	0.0862159499847	16	75	697743.737664	697.743737664	39
710000	710	0.000236555519873	0.236555519873	0.341277475416	0.243674184626	0.351547537752	0.087886884438	16	76	704281.935784	704.281935784	40
720000	720	0.00023532811034	0.23532811034	0.339506697769	0.241707293221	0.348709913277	0.0871774783192	16	77	712248.472404	712.248472404	40
730000	730	0.000236712939313	0.236712939313	0.341504583661	0.243689524435	0.351569668419	0.0878924171047	16	79	728570.67736	728.57067736	41
740000	740	0.000240808780159	0.240808780159	0.347413632938	0.243689524435	0.351569668419	0.0878924171047	16	79	728570.67736	728.57067736	41
750000	750	0.000239155684363	0.239155684363	0.34502871983	0.244626120241	0.352920890543	0.0863422871962	17	81	747901.272288	747.901272288	42
760000	760	0.00023765294004	0.23765294004	0.342860718048	0.242619994759	0.350026663259	0.0856342129221	17	82	756275.492823	756.275492823	42
770000	770	0.000233289419706	0.233289419706	0.336565488902	0.242619994759	0.350026663259	0.0856342129221	17	82	756275.492823	756.275492823	42
780000	780	0.0002333187575	0.2333187575	0.336607814392	0.236979912891	0.341889745118	0.0836435114879	17	84	778656.482254	778.656482254	42
790000	790	0.000234565471122	0.234565471122	0.338406441952	0.241242061224	0.348038725382	0.0851478628429	17	85	785291.046343	785.291046343	43
800000	800	0.000233369035075	0.233369035075	0.336680349599	0.241242061224	0.348038725382	0.0851478628429	17	85	785291.046343	785.291046343	43
810000	810	0.000233177002804	0.233177002804	0.336403305595	0.241078266166	0.347802419064	0.0834073559942	18	87	808449.382103	808.449382103	44
820000	820	0.00023413333593	0.23413333593	0.337783002653	0.239523166588	0.345558884615	0.0828693284641	18	88	815863.227256	815.863227256	44
830000	830	0.000237238179416	0.237238179416	0.342262344953	0.238164655102	0.343598966831	0.0823993157461	18	89	822671.114038	822.671114038	44
840000	840	0.000242728874576	0.242728874576	0.350183743632	0.241702551071	0.3487030718	0.0836233437482	18	90	831193.01919	831.19301919	45
850000	850	0.000234137758254	0.234137758254	0.337789382718	0.238290658159	0.343780750816	0.0824429098118	18	91	845222.643524	845.222643524	45
860000	860	0.000239311220293	0.239311220293	0.345253110746	0.242303891346	0.349570622433	0.0838313932054	18	92	851835.122601	851.835122601	46
870000	870	0.000237580331586	0.237580331586	0.342755966192	0.239278391093	0.345205748221	0.0812645100767	19	93	864729.024382	864.729024382	46
880000	880	0.000244213448062	0.244213448062	0.352325530438	0.242812196829	0.350303952232	0.082464672743	19	94	872798.742207	872.798742207	47
890000	890	0.000239558351799	0.239558351799	0.345609646143	0.24136997001	0.348223258752	0.0819748589519	19	95	880135.49485	880.13549485	47
900000	900	0.000236227367426	0.236227367426	0.340804051507	0.243705786597	0.351593129759	0.0827681566237	19	96	892354.484445	892.354484445	48
910000	910	0.000236585399245	0.236585399245	0.341320582237	0.240465403139	0.346918244615	0.0816676469918	19	98	908610.148104	908.610148104	48
920000	920	0.000237702064206	0.237702064206	0.342931589239	0.24401156131	0.352034269422	0.0828720048325	19	99	916156.458128	916.156458128	49
930000	930	0.000239042465698	0.239042465698	0.344865379825	0.24401156131	0.352034269422	0.0828720048325	19	99	916156.458128	916.156458128	49
940000	940	0.000239521973061	0.239521973061	0.345557162719	0.244007603475	0.352028559472	0.0814517390719	20	101	939059.053858	939.059053858	50
950000	950	0.000237402114878	0.237402114878	0.342498853832	0.242403236554	0.349713947272	0.0809161882369	20	102	947360.91968	947.36091968	50
960000	960	0.000238973230285	0.238973230285	0.344765494238	0.242403236554	0.349713947272	0.0809161882369	20	102	947360.91968	947.36091968	50
970000	970	0.000237018846572	0.237018846572	0.341945914546	0.242582071161	0.349971951072	0.0809758846951	20	104	969769.699638	969.769699638	51
980000	980	0.000238300359188	0.238300359188	0.343794746443	0.242582071161	0.349971951072	0.0809758846951	20	104	969769.699638	969.769699638	51
990000	990	0.000239146830515	0.239146830515	0.345015946428	0.245249323484	0.353819982771	0.0818662353939	20	105	980107.684931	980.107684931	52
1000000	1000	0.000235258717383	0.235258717383	0.339406584894	0.242252609955	0.349496639025	0.0808659078429	20	106	994303.2309	994.3032309	52
1010000	1010	0.000233926406588	0.233926406588	0.337484466717	0.240823853952	0.347435379825	0.0803889773723	20	107	1002283.33536	1002.28333536	52
1020000	1020	0.000234098031851	0.234098031851	0.337732069633	0.242456820108	0.349791252	0.0809340748667	20	109	1018830.18111	1018.83018111	53
1030000	1030	0.000232275360591	0.232275360591	0.335102510846	0.240886587452	0.347525885133	0.0804099183289	20	110	1027530.83948	1027.53083948	53
1040000	1040	0.00023296807464	0.23296807464	0.336101885968	0.244019847283	0.352046223553	0.0814558261554	20	111	1035529.61307	1035.52961307	54
1050000	1050	0.000234421325202	0.234421325202	0.338198483347	0.242324887772	0.349600913872	0.0808900347708	20	112	1044818.76754	1044.81876754	54
1060000	1060	0.000233438631716	0.233438631716	0.336780756329	0.239603025709	0.345674096972	0.079981454893	20	113	1058726.39166	1058.72639166	54
1070000	1070	0.000232097992886	0.232097992886	0.334846623337	0.242844666529	0.350350796108	0.0810635411825	20	114	1065985.80732	1065.98580732	55
1080000	1080	0.000232777722584	0.232777722584	0.335827266002	0.241325802964	0.348159539174	0.0805565320686	20	115	1074733.25554	1074.73325554	55
1090000	1090	0.000231966347509	0.231966347509	0.334656699205	0.238885236873	0.344638546579	0.0797418510934	20	116	1087743.45774	1087.74345774	55
1100000	1100	0.000231161886425	0.231161886425	0.333496107188	0.241440832906	0.348325492302	0.0805949300068	20	117	1097832.68344	1097.83268344	56
1110000	1110	0.000232414880269	0.232414880269	0.335303795193	0.239982627389	0.346221746434	0.080108169047	20	118	1106536.48105	1106.53648105	56
1120000	1120	0.000232890107846	0.232890107846	0.335989403661	0.242956961969	0.350512804183	0.0811010263214	20	119	1114535.8618	1114.5358618	57
1130000	1130	0.00023361468641	0.23361468641	0.337034749562	0.241378596357	0.348235703941	0.0805741549363	20	120	1123844.5876	1123.8445876	57
1140000	1140	0.00023065510414	0.23065510414	0.332764974899	0.238674238969	0.344334140949	0.0796714182626	20	121	1138591.92586	1138.59192586	57
