time_since_ttr1e6_seconds	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10	0.372694038341	NaN	1	0	0	NaN
20	0.326223165526	0.170923137372	3	3	3	9.2729546455
30	0.367757454963	0.229611707276	4	3	4	8.71035725367
40	0.506194896701	0.229611707276	4	3	4	8.71035725367
50	0.435256572664	0.180772390096	5	4	4	10.2755873003
60	0.323423099813	0.195167461555	6	4	5	11.0373696522
70	0.322286434776	0.186369024495	7	4	5	10.7595858335
80	0.313749015701	0.217161743789	8	5	6	10.3609409316
90	0.319284550581	0.273614271274	10	6	8	9.71273341678
100	0.3379616014	0.262564332961	11	7	8	9.5822240581
110	0.357057470431	0.275843077984	12	8	9	9.74728782464
120	0.344850806699	0.29639611528	13	8	10	9.60367543342
130	0.350101359931	0.282487349784	14	8	10	9.62711863777
140	0.363266522721	0.301011275329	15	8	11	9.51809230507
150	0.3470527048	0.281597340167	16	9	11	9.7657172414
160	0.357944543724	0.298775233612	17	9	12	9.65698479444
170	0.358846058765	0.287220382084	18	9	12	9.67880475888
180	0.349576960336	0.279210143944	19	9	12	9.60889726117
190	0.3897122518	0.294280536967	20	9	13	9.54617417321
200	0.377603153053	0.302437272861	21	10	14	9.68204609005
210	0.43123600841	0.315664910092	22	10	15	9.63211766957
220	0.412630383045	0.302174100751	23	11	15	9.76307729368
230	0.408087520618	0.311121387502	24	12	16	9.8245951257
240	0.418091624025	0.319168114368	25	13	17	9.89391504629
250	0.42600453121	0.332070408213	26	13	18	9.79958013004
260	0.408488620636	0.319928137004	27	13	18	9.90824074158
270	0.40196381602	0.331237499165	28	13	19	9.84832244337
280	0.40102189933	0.325402974752	29	13	19	9.78114947218
290	0.399895186774	0.336313733463	30	13	20	9.72681181762
300	0.392698449316	0.342338216007	32	13	21	9.58481947552
310	0.397878960256	0.335155239186	33	13	21	9.57785709347
320	0.399880270721	0.346000231297	34	13	22	9.51412000064
330	0.397979875397	0.337676028332	35	14	22	9.54797048944
340	0.398786580041	0.347516418249	36	14	23	9.50460889431
350	0.396530381679	0.340095850253	37	14	23	9.52175348947
360	0.407617292099	0.333353568039	38	14	23	9.52855311516
370	0.399806032098	0.338674323395	39	15	24	9.60378448239
380	0.397721910147	0.347858956763	40	15	25	9.56193593592
390	0.38911291079	0.353177909439	42	15	26	9.4516139671
400	0.394318171564	0.346456723165	43	16	26	9.47015045217
410	0.396315815878	0.355562380446	44	16	27	9.42199161165
420	0.39505996636	0.350100722867	45	16	27	9.41189675593
430	0.386212124853	0.358183105294	46	16	28	9.3867301318
440	0.383850974643	0.348677198179	47	17	28	9.49048799285
450	0.381904078331	0.356750867778	48	17	29	9.45827601917
460	0.379876584118	0.352554736794	49	17	29	9.42546275398
470	0.366377433216	0.356189184994	51	17	30	9.36783296622
480	0.374418424087	0.356189184994	51	17	30	9.36783296622
490	0.35808139747	0.347442246934	52	17	30	9.46550182375
500	0.353612095988	0.352038834239	54	17	31	9.38456611285
510	0.36170757547	0.347125057888	55	17	31	9.38735044261
520	0.359763656626	0.347125057888	55	17	31	9.38735044261
530	0.364081659135	0.35017622013	56	17	32	9.47662444256
540	0.353747741162	0.353188008723	58	17	33	9.43686961212
550	0.350785285163	0.348787939837	59	17	33	9.43350242157
560	0.36545190083	0.348787939837	59	17	33	9.43350242157
570	0.355000918666	0.360408687763	61	18	35	9.44173155218
580	0.354710942945	0.356633585393	62	18	35	9.42491114215
590	0.34647017931	0.356633585393	62	18	35	9.42491114215
600	0.345157617404	0.355521452766	64	18	36	9.49309802192
610	0.338143633258	0.352190239324	65	18	36	9.47063512236
620	0.341467316	0.356949094148	66	18	37	9.49301744017
630	0.342051539279	0.362702960183	67	18	38	9.48563666077
640	0.348036718144	0.359073450193	68	18	38	9.47387635673
