time_since_ttr1e6_seconds	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10	0.179674373396	NaN	1	0	0	NaN
20	0.332786666371	0.125525214616	2	2	2	7.966526909
30	0.428460489742	0.194613357041	3	2	3	8.1441609395
40	0.453497002397	0.185836028314	4	3	3	8.071631823
50	0.42633075259	0.252030111502	6	4	5	8.5471351198
60	0.423658491879	0.243811731247	7	4	5	8.22459815817
70	0.439814136159	0.256434159794	8	5	6	8.77418204271
80	0.436790469319	0.256434159794	8	5	6	8.77418204271
90	0.396619853456	0.261183672256	9	6	7	9.43970655613
100	0.375645717297	0.308593275357	11	6	9	9.1720859709
110	0.390391114746	0.29412030266	12	6	9	9.14157183718
120	0.339800055935	0.302276402755	13	7	10	9.41685181158
130	0.392934510606	0.324241995167	14	7	11	9.22611258762
140	0.415053426588	0.308114882273	15	8	11	9.29865212064
150	0.415831897391	0.323014243159	16	9	12	9.28751614993
160	0.39131328381	0.336187333149	18	9	13	8.95813793112
170	0.389923455191	0.323718108355	19	10	13	8.97841870661
180	0.406649969068	0.323718108355	19	10	13	8.97841870661
190	0.407545778445	0.325440561443	20	11	14	9.29616656574
200	0.38077838604	0.329135307305	21	11	15	9.53215749895
210	0.38055951803	0.317828172058	22	12	15	9.56655773614
220	0.40195462597	0.317828172058	22	12	15	9.56655773614
230	0.397020855843	0.320788736217	23	12	16	9.80965150359
240	0.365694243069	0.305662942642	24	12	16	10.0000400465
250	0.371011028973	0.316662514513	25	12	17	9.97220088996
260	0.37083228698	0.316662514513	25	12	17	9.97220088996
270	0.372269445521	0.314438118456	27	13	18	10.0812363877
280	0.360413322379	0.326533648064	28	13	19	9.99019156663
290	0.354776900139	0.320449298157	29	13	19	9.93235171068
300	0.32630780725	0.324358905532	30	13	20	10.0853108741
310	0.342598849222	0.319058042888	31	13	20	10.0177875323
320	0.331125278244	0.330722383696	32	13	21	9.92146332319
330	0.330354064712	0.31946299164	33	13	21	10.0483281915
340	0.340548638099	0.327608133502	34	13	22	10.048247843
350	0.353042136613	0.338577190566	35	13	23	9.95540098615
360	0.351612578726	0.331792565211	36	13	23	9.95503813569
370	0.348718739609	0.337521854003	37	13	24	10.011514353
380	0.344819209982	0.333535084976	38	13	24	9.93742692781
390	0.355123821181	0.341979273189	39	13	25	9.9072622555
400	0.355081877884	0.33255468606	40	13	25	10.0019792195
410	0.346393209529	0.337493644623	41	13	26	10.0667732772
420	0.337471008298	0.333261040706	42	13	26	10.0164761373
430	0.352432384528	0.339991767616	43	13	27	10.0213882266
440	0.344547763413	0.339991767616	43	13	27	10.0213882266
450	0.343506686554	0.340588908853	45	13	28	10.0330719788
460	0.338139402491	0.337432133776	46	13	28	9.96398330398
470	0.337996090253	0.342505787994	48	13	29	9.85165301083
480	0.339187270425	0.337671983465	49	13	29	9.8408861354
490	0.340966005029	0.337671983465	49	13	29	9.8408861354
500	0.34220991349	0.340732758832	50	13	30	9.93832740202
510	0.33866495817	0.346011838743	52	13	31	9.82145314763
520	0.330778061487	0.341589131826	53	13	31	9.80796162383
530	0.338423135174	0.348944084135	54	13	32	9.77320969187
540	0.343249767642	0.344895157436	55	13	32	9.7528194422
550	0.341599163196	0.338272336232	56	14	32	9.81010910871
560	0.340981861371	0.345431319159	57	14	33	9.77599927016
570	0.336975783837	0.33921606332	59	14	33	9.69969359016
580	0.340196231322	0.336782018295	60	14	33	9.64656558575
590	0.33861087848	0.34421730755	61	14	34	9.60340111948
600	0.335125832915	0.347004514158	63	14	35	9.5696480395
610	0.341316071047	0.34452661997	64	14	35	9.52393751252
620	0.355370245656	0.34452661997	64	14	35	9.52393751252
630	0.335585092483	0.345211334445	66	14	36	9.55050404768
640	0.329044521055	0.342090968482	67	14	36	9.52784933574
650	0.340331819527	0.349081345424	68	14	37	9.48860774476
