time	time_seconds	lambda1_nats_per_second	binary_sign_lz76_nats_per_second	n_symbols	binary_lz76_phrase_count	mean_event_interval_seconds
10000	10	0.638034949443	0.0820693755015	2	2	8.44586883139
20000	20	0.409144659514	0.0820693755015	2	2	8.44586883139
30000	30	0.163670309269	0.0645858788796	3	2	11.3400669798
40000	40	0.261516150006	0.0979674651635	4	3	10.6129189839
50000	50	0.293554283744	0.0932314571223	5	3	10.3576923205
60000	60	0.309110983796	0.118011646651	6	4	10.1219358149
70000	70	0.278613417049	0.107928227649	8	4	9.63344616595
80000	80	0.303296604872	0.125347630033	9	5	9.73835979528
90000	90	0.309418216045	0.144717517882	10	6	9.54653642503
100000	100	0.298995575393	0.139920585028	11	6	9.34775162504
110000	110	0.303738217048	0.156516312143	12	7	9.26120005763
120000	120	0.257956117503	0.142631920951	13	7	9.68315204541
130000	130	0.252385836706	0.138247712736	14	7	9.54466904869
140000	140	0.244047887128	0.153594685477	15	8	9.40327743828
150000	150	0.24865348161	0.148491288781	16	8	9.335863218
160000	160	0.219619042581	0.138191078057	17	8	9.64806763606
170000	170	0.216056930521	0.151415413936	18	9	9.54450964653
180000	180	0.209798113035	0.14377910138	20	9	9.37604638058
190000	190	0.228261820635	0.14377910138	20	9	9.37604638058
200000	200	0.24051667383	0.151726876616	21	10	9.55514686475
210000	210	0.248291481943	0.144836598474	22	10	9.70072006514
220000	220	0.238477428317	0.137280065302	23	10	9.93049028463
230000	230	0.24300097046	0.146750887686	24	11	9.92571853256
240000	240	0.239430630649	0.144501506155	25	11	9.80131903554
250000	250	0.238639890315	0.141695709139	26	11	9.72806775004
260000	260	0.24064078888	0.139737935423	27	11	9.60904673988
270000	270	0.244687143442	0.148294335853	28	12	9.63008896466
280000	280	0.241863317289	0.141916801334	30	12	9.58645445693
290000	290	0.24825931936	0.13802054623	31	12	9.6310687487
300000	300	0.245737817624	0.146505319545	32	13	9.61026681413
310000	310	0.243583602335	0.143924197288	33	13	9.57039952712
320000	320	0.248971743726	0.143924197288	33	13	9.57039952712
330000	330	0.242556716295	0.136431010483	35	13	9.67930858779
340000	340	0.252161105939	0.136431010483	35	13	9.67930858779
350000	350	0.231583836704	0.142055324969	36	14	9.81019682714
360000	360	0.228837982748	0.13956201578	37	14	9.78986478953
370000	370	0.228329193369	0.136153647938	39	14	9.65912198024
380000	380	0.236341800096	0.136153647938	39	14	9.65912198024
390000	390	0.233865767521	0.140283848448	41	15	9.68482075362
400000	400	0.227972324339	0.138448574023	42	15	9.64171726541
410000	410	0.232963457621	0.13702660052	43	15	9.5751229835
420000	420	0.229854207841	0.14238502161	45	16	9.50577512338
430000	430	0.231064430625	0.140402826765	46	16	9.48486142324
