time	time_seconds	lambda1_nats_per_second	full_sscs_lz76_nats_per_second	full_sscs_lz76_bits_per_second	n_symbols_total	n_symbols_discarded	n_symbols_used	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10000	10	0.500236218323	NaN	NaN	1	103	0	0	0	NaN
20000	20	0.32412024573	NaN	NaN	1	103	0	0	0	NaN
30000	30	0.297827008457	NaN	NaN	2	103	0	0	0	NaN
40000	40	0.238371519007	NaN	NaN	4	103	0	0	0	NaN
50000	50	0.30236903184	NaN	NaN	4	103	0	0	0	NaN
60000	60	0.240392648753	NaN	NaN	5	103	0	0	0	NaN
70000	70	0.297017492407	NaN	NaN	6	103	0	0	0	NaN
80000	80	0.246917645232	NaN	NaN	7	103	0	0	0	NaN
90000	90	0.21816104901	NaN	NaN	8	103	0	0	0	NaN
100000	100	0.244866212785	NaN	NaN	9	103	0	0	0	NaN
110000	110	0.255177638095	NaN	NaN	10	103	0	0	0	NaN
120000	120	0.26218993884	NaN	NaN	12	103	0	0	0	NaN
130000	130	0.276237106106	NaN	NaN	13	103	0	0	0	NaN
140000	140	0.282772866003	NaN	NaN	14	103	0	0	0	NaN
150000	150	0.293884421566	NaN	NaN	14	103	0	0	0	NaN
160000	160	0.280991015341	NaN	NaN	16	103	0	0	0	NaN
170000	170	0.291939384675	NaN	NaN	17	103	0	0	0	NaN
180000	180	0.280349135464	NaN	NaN	19	103	0	0	0	NaN
190000	190	0.283282509133	NaN	NaN	19	103	0	0	0	NaN
200000	200	0.27189371499	NaN	NaN	21	103	0	0	0	NaN
210000	210	0.276840622996	NaN	NaN	21	103	0	0	0	NaN
220000	220	0.288863445012	NaN	NaN	22	103	0	0	0	NaN
230000	230	0.27693564618	NaN	NaN	24	103	0	0	0	NaN
240000	240	0.261839916466	NaN	NaN	25	103	0	0	0	NaN
250000	250	0.273836080661	NaN	NaN	25	103	0	0	0	NaN
260000	260	0.269626125288	NaN	NaN	26	103	0	0	0	NaN
270000	270	0.271840605764	NaN	NaN	27	103	0	0	0	NaN
280000	280	0.25915898672	NaN	NaN	28	103	0	0	0	NaN
290000	290	0.25103695871	NaN	NaN	29	103	0	0	0	NaN
300000	300	0.270616415236	NaN	NaN	30	103	0	0	0	NaN
310000	310	0.257302194214	NaN	NaN	31	103	0	0	0	NaN
320000	320	0.249543519602	NaN	NaN	32	103	0	0	0	NaN
330000	330	0.247767699326	NaN	NaN	33	103	0	0	0	NaN
340000	340	0.247008229307	NaN	NaN	34	103	0	0	0	NaN
350000	350	0.240547222585	NaN	NaN	35	103	0	0	0	NaN
360000	360	0.236585293494	NaN	NaN	37	103	0	0	0	NaN
370000	370	0.248541206523	NaN	NaN	37	103	0	0	0	NaN
380000	380	0.256893709556	NaN	NaN	38	103	0	0	0	NaN
390000	390	0.250048374846	NaN	NaN	39	103	0	0	0	NaN
400000	400	0.249457721959	NaN	NaN	40	103	0	0	0	NaN
410000	410	0.254555914396	NaN	NaN	41	103	0	0	0	NaN
420000	420	0.245884973548	NaN	NaN	42	103	0	0	0	NaN
430000	430	0.247496542243	NaN	NaN	43	103	0	0	0	NaN
440000	440	0.246372115238	NaN	NaN	44	103	0	0	0	NaN
450000	450	0.251138156698	NaN	NaN	45	103	0	0	0	NaN
460000	460	0.248140313434	NaN	NaN	46	103	0	0	0	NaN
470000	470	0.248223124624	NaN	NaN	47	103	0	0	0	NaN
480000	480	0.242599480741	NaN	NaN	48	103	0	0	0	NaN
490000	490	0.244662649056	NaN	NaN	49	103	0	0	0	NaN
500000	500	0.249920255576	NaN	NaN	50	103	0	0	0	NaN
510000	510	0.249705335432	NaN	NaN	51	103	0	0	0	NaN
520000	520	0.249225173487	NaN	NaN	53	103	0	0	0	NaN
530000	530	0.246951796825	NaN	NaN	54	103	0	0	0	NaN
540000	540	0.247520191407	NaN	NaN	55	103	0	0	0	NaN
550000	550	0.241936193737	NaN	NaN	56	103	0	0	0	NaN
560000	560	0.245083357481	NaN	NaN	57	103	0	0	0	NaN
570000	570	0.246630349176	NaN	NaN	58	103	0	0	0	NaN
580000	580	0.25103373433	NaN	NaN	59	103	0	0	0	NaN
590000	590	0.247897182355	NaN	NaN	61	103	0	0	0	NaN
600000	600	0.247268414849	NaN	NaN	62	103	0	0	0	NaN
610000	610	0.248418457621	NaN	NaN	63	103	0	0	0	NaN
620000	620	0.24830041732	NaN	NaN	64	103	0	0	0	NaN
630000	630	0.249069079318	NaN	NaN	66	103	0	0	0	NaN
640000	640	0.250615257625	NaN	NaN	67	103	0	0	0	NaN
650000	650	0.247492558135	NaN	NaN	68	103	0	0	0	NaN
660000	660	0.25104874939	NaN	NaN	69	103	0	0	0	NaN
670000	670	0.253977447062	NaN	NaN	70	103	0	0	0	NaN
680000	680	0.251982590708	NaN	NaN	71	103	0	0	0	NaN
690000	690	0.253056864359	NaN	NaN	72	103	0	0	0	NaN
700000	700	0.251334315774	NaN	NaN	74	103	0	0	0	NaN
710000	710	0.25137368355	NaN	NaN	75	103	0	0	0	NaN
720000	720	0.255544101826	NaN	NaN	75	103	0	0	0	NaN
730000	730	0.258285867437	NaN	NaN	76	103	0	0	0	NaN
740000	740	0.257594783375	NaN	NaN	78	103	0	0	0	NaN
750000	750	0.254111125707	NaN	NaN	78	103	0	0	0	NaN
760000	760	0.254799554442	NaN	NaN	79	103	0	0	0	NaN
770000	770	0.257943542528	NaN	NaN	80	103	0	0	0	NaN
780000	780	0.256577093607	NaN	NaN	81	103	0	0	0	NaN
790000	790	0.255326290658	NaN	NaN	83	103	0	0	0	NaN
800000	800	0.255129867756	NaN	NaN	84	103	0	0	0	NaN
810000	810	0.254910092712	NaN	NaN	85	103	0	0	0	NaN
820000	820	0.25470236461	NaN	NaN	87	103	0	0	0	NaN
830000	830	0.2551985051	NaN	NaN	87	103	0	0	0	NaN
840000	840	0.253515872866	NaN	NaN	89	103	0	0	0	NaN
850000	850	0.255275749286	NaN	NaN	90	103	0	0	0	NaN
860000	860	0.25476558321	NaN	NaN	91	103	0	0	0	NaN
870000	870	0.257740038137	NaN	NaN	92	103	0	0	0	NaN
880000	880	0.256320304889	NaN	NaN	93	103	0	0	0	NaN
890000	890	0.257029876482	NaN	NaN	94	103	0	0	0	NaN
900000	900	0.260703678916	NaN	NaN	96	103	0	0	0	NaN
910000	910	0.256513025781	NaN	NaN	96	103	0	0	0	NaN
920000	920	0.257768421599	NaN	NaN	97	103	0	0	0	NaN
930000	930	0.257618730709	NaN	NaN	98	103	0	0	0	NaN
940000	940	0.257268052347	NaN	NaN	99	103	0	0	0	NaN
950000	950	0.255823959143	NaN	NaN	100	103	0	0	0	NaN
960000	960	0.254955592526	NaN	NaN	102	103	0	0	0	NaN
970000	970	0.253958361386	NaN	NaN	103	103	0	0	0	NaN
980000	980	0.253747230598	NaN	NaN	103	103	0	0	0	NaN
990000	990	0.24739392462	0.0846287561633	0.122093486833	105	103	2	2	2	8.190445092
1000000	1000	0.246165393228	0.149188206749	0.215233086035	106	103	3	2	3	7.3639352105
1010000	1010	0.247062760559	0.13744195394	0.198286825359	107	103	4	3	3	7.56479911
