time	time_seconds	lambda1_nats_per_second	full_sscs_lz76_nats_per_second	full_sscs_lz76_bits_per_second	n_symbols_total	n_symbols_discarded	n_symbols_used	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10000	10	0.381068195196	NaN	NaN	1	105	0	0	0	NaN
20000	20	0.350032420642	NaN	NaN	2	105	0	0	0	NaN
30000	30	0.198311617811	NaN	NaN	3	105	0	0	0	NaN
40000	40	0.206589795869	NaN	NaN	5	105	0	0	0	NaN
50000	50	0.203763579811	NaN	NaN	6	105	0	0	0	NaN
60000	60	0.231643515523	NaN	NaN	7	105	0	0	0	NaN
70000	70	0.201081305397	NaN	NaN	8	105	0	0	0	NaN
80000	80	0.212525817218	NaN	NaN	9	105	0	0	0	NaN
90000	90	0.243576572738	NaN	NaN	10	105	0	0	0	NaN
100000	100	0.242367475443	NaN	NaN	10	105	0	0	0	NaN
110000	110	0.245660100516	NaN	NaN	12	105	0	0	0	NaN
120000	120	0.26091120579	NaN	NaN	12	105	0	0	0	NaN
130000	130	0.219401583006	NaN	NaN	14	105	0	0	0	NaN
140000	140	0.237408354234	NaN	NaN	15	105	0	0	0	NaN
150000	150	0.235853521868	NaN	NaN	15	105	0	0	0	NaN
160000	160	0.248424226488	NaN	NaN	16	105	0	0	0	NaN
170000	170	0.233422228313	NaN	NaN	17	105	0	0	0	NaN
180000	180	0.227394291972	NaN	NaN	18	105	0	0	0	NaN
190000	190	0.233280578033	NaN	NaN	19	105	0	0	0	NaN
200000	200	0.227351525124	NaN	NaN	20	105	0	0	0	NaN
210000	210	0.229422340547	NaN	NaN	21	105	0	0	0	NaN
220000	220	0.23986078866	NaN	NaN	22	105	0	0	0	NaN
230000	230	0.234123830749	NaN	NaN	23	105	0	0	0	NaN
240000	240	0.234339944704	NaN	NaN	24	105	0	0	0	NaN
250000	250	0.217741522553	NaN	NaN	25	105	0	0	0	NaN
260000	260	0.225068583317	NaN	NaN	26	105	0	0	0	NaN
270000	270	0.22684210695	NaN	NaN	27	105	0	0	0	NaN
280000	280	0.219231113457	NaN	NaN	28	105	0	0	0	NaN
290000	290	0.21389489736	NaN	NaN	29	105	0	0	0	NaN
300000	300	0.2162402896	NaN	NaN	30	105	0	0	0	NaN
310000	310	0.207556146898	NaN	NaN	31	105	0	0	0	NaN
320000	320	0.229171819259	NaN	NaN	32	105	0	0	0	NaN
330000	330	0.213595715066	NaN	NaN	33	105	0	0	0	NaN
340000	340	0.215028154993	NaN	NaN	33	105	0	0	0	NaN
350000	350	0.223139873447	NaN	NaN	34	105	0	0	0	NaN
360000	360	0.232084503714	NaN	NaN	35	105	0	0	0	NaN
370000	370	0.218213414734	NaN	NaN	36	105	0	0	0	NaN
380000	380	0.217943372113	NaN	NaN	37	105	0	0	0	NaN
390000	390	0.219302488042	NaN	NaN	39	105	0	0	0	NaN
400000	400	0.220178574874	NaN	NaN	40	105	0	0	0	NaN
410000	410	0.216548082687	NaN	NaN	41	105	0	0	0	NaN
420000	420	0.221692127223	NaN	NaN	41	105	0	0	0	NaN
430000	430	0.213339587861	NaN	NaN	43	105	0	0	0	NaN
440000	440	0.238233526559	NaN	NaN	43	105	0	0	0	NaN
450000	450	0.223052037554	NaN	NaN	45	105	0	0	0	NaN
460000	460	0.22701852621	NaN	NaN	45	105	0	0	0	NaN
470000	470	0.221557712202	NaN	NaN	46	105	0	0	0	NaN
480000	480	0.23013363608	NaN	NaN	47	105	0	0	0	NaN
490000	490	0.219709683712	NaN	NaN	48	105	0	0	0	NaN
500000	500	0.22530807032	NaN	NaN	50	105	0	0	0	NaN
510000	510	0.22264902344	NaN	NaN	51	105	0	0	0	NaN
520000	520	0.222411951856	NaN	NaN	52	105	0	0	0	NaN
530000	530	0.215308345062	NaN	NaN	53	105	0	0	0	NaN
540000	540	0.214346892297	NaN	NaN	54	105	0	0	0	NaN
550000	550	0.217448793696	NaN	NaN	55	105	0	0	0	NaN
560000	560	0.217805212405	NaN	NaN	56	105	0	0	0	NaN
570000	570	0.216251898374	NaN	NaN	57	105	0	0	0	NaN
580000	580	0.219369876371	NaN	NaN	58	105	0	0	0	NaN
590000	590	0.222614647242	NaN	NaN	59	105	0	0	0	NaN
600000	600	0.218063269039	NaN	NaN	60	105	0	0	0	NaN
610000	610	0.215000231445	NaN	NaN	61	105	0	0	0	NaN
620000	620	0.221477222046	NaN	NaN	61	105	0	0	0	NaN
630000	630	0.213568575016	NaN	NaN	63	105	0	0	0	NaN
640000	640	0.21059228449	NaN	NaN	64	105	0	0	0	NaN
650000	650	0.211364752583	NaN	NaN	64	105	0	0	0	NaN
660000	660	0.211466461662	NaN	NaN	65	105	0	0	0	NaN
670000	670	0.213762417051	NaN	NaN	67	105	0	0	0	NaN
680000	680	0.211334850531	NaN	NaN	68	105	0	0	0	NaN
690000	690	0.214592238299	NaN	NaN	69	105	0	0	0	NaN
700000	700	0.217396048484	NaN	NaN	70	105	0	0	0	NaN
710000	710	0.210180182281	NaN	NaN	71	105	0	0	0	NaN
720000	720	0.214582843459	NaN	NaN	72	105	0	0	0	NaN
730000	730	0.216010443884	NaN	NaN	73	105	0	0	0	NaN
740000	740	0.218321255993	NaN	NaN	74	105	0	0	0	NaN
750000	750	0.212641140338	NaN	NaN	75	105	0	0	0	NaN
760000	760	0.21187879682	NaN	NaN	76	105	0	0	0	NaN
770000	770	0.213017802211	NaN	NaN	77	105	0	0	0	NaN
780000	780	0.216660518376	NaN	NaN	78	105	0	0	0	NaN
790000	790	0.213923294932	NaN	NaN	79	105	0	0	0	NaN
800000	800	0.216418188324	NaN	NaN	79	105	0	0	0	NaN
810000	810	0.214688884198	NaN	NaN	80	105	0	0	0	NaN
820000	820	0.215923065876	NaN	NaN	81	105	0	0	0	NaN
830000	830	0.214259241991	NaN	NaN	82	105	0	0	0	NaN
840000	840	0.219285099069	NaN	NaN	83	105	0	0	0	NaN
850000	850	0.219397337381	NaN	NaN	84	105	0	0	0	NaN
860000	860	0.220939201225	NaN	NaN	85	105	0	0	0	NaN
870000	870	0.220742187337	NaN	NaN	87	105	0	0	0	NaN
880000	880	0.220745139315	NaN	NaN	88	105	0	0	0	NaN
890000	890	0.222598215232	NaN	NaN	88	105	0	0	0	NaN
900000	900	0.224036504473	NaN	NaN	89	105	0	0	0	NaN
910000	910	0.227067029933	NaN	NaN	90	105	0	0	0	NaN
920000	920	0.222434416884	NaN	NaN	91	105	0	0	0	NaN
930000	930	0.223754507507	NaN	NaN	92	105	0	0	0	NaN
940000	940	0.221136403487	NaN	NaN	92	105	0	0	0	NaN
950000	950	0.22059524706	NaN	NaN	94	105	0	0	0	NaN
960000	960	0.220305615	NaN	NaN	95	105	0	0	0	NaN
970000	970	0.221448741184	NaN	NaN	96	105	0	0	0	NaN
980000	980	0.218196958808	NaN	NaN	97	105	0	0	0	NaN
990000	990	0.221854807246	NaN	NaN	98	105	0	0	0	NaN
1000000	1000	0.22106612306	NaN	NaN	99	105	0	0	0	NaN
1010000	1010	0.222668522531	NaN	NaN	100	105	0	0	0	NaN
1020000	1020	0.222439088858	NaN	NaN	101	105	0	0	0	NaN
1030000	1030	0.224570974201	NaN	NaN	102	105	0	0	0	NaN
1040000	1040	0.227350221856	NaN	NaN	103	105	0	0	0	NaN
1050000	1050	0.225999151816	NaN	NaN	104	105	0	0	0	NaN
1060000	1060	0.225918798721	NaN	NaN	105	105	0	0	0	NaN
1070000	1070	0.228931849832	NaN	NaN	106	105	1	0	0	NaN
1080000	1080	0.227223553667	0.0558023176401	0.0805057269295	107	105	2	2	2	12.42147656
1090000	1090	0.227339021227	0.0976372096591	0.140860718181	108	105	3	3	3	11.25198367
1100000	1100	0.226431499205	0.136378573759	0.196752692046	109	105	4	3	4	10.16504516
1110000	1110	0.22869903009	0.133922854917	0.19320983865	110	105	5	4	4	9.6141194925
1120000	1120	0.231170698477	0.156360381739	0.225580347327	111	105	6	4	5	9.549304462
1130000	1130	0.224554261356	0.138531701544	0.199858998823	112	105	7	4	5	10.0333411433
1140000	1140	0.224696167202	0.178163679431	0.257035856781	114	105	9	5	7	9.59203612375
1150000	1150	0.224635200215	0.194796095476	0.281031360928	115	105	10	5	8	9.45639115556
1160000	1160	0.223575965214	0.194796095476	0.281031360928	115	105	10	5	8	9.45639115556
1170000	1170	0.227788104051	0.175313172807	0.252923445011	116	105	11	5	8	9.947477459
1180000	1180	0.221561332839	0.18629931727	0.268773101146	118	105	13	5	9	9.53161931333
1190000	1190	0.220482569176	0.18629931727	0.268773101146	118	105	13	5	9	9.53161931333
1200000	1200	0.220575531597	0.171440415089	0.247336236656	119	105	14	5	9	9.89578130615
1210000	1210	0.220479867065	0.195930785999	0.282668373319	121	105	16	6	11	9.728714846
1220000	1220	0.220904736044	0.191371518512	0.276090740724	122	105	17	6	11	9.57956391563
1230000	1230	0.226111232123	0.202890092066	0.292708529669	123	105	18	6	12	9.49733171118
1240000	1240	0.2209691473	0.210847880442	0.304189191495	125	105	20	6	13	9.23521722737
1250000	1250	0.22008270367	0.205019868211	0.295781147152	126	105	21	6	13	9.1927888875
1260000	1260	0.217753794177	0.205019868211	0.295781147152	126	105	21	6	13	9.1927888875
1270000	1270	0.217951387632	0.203718030008	0.293902991632	128	105	23	6	14	9.36864398591
1280000	1280	0.217372291775	0.2144955859	0.309451718071	129	105	24	6	15	9.26025417087
1290000	1290	0.217062400966	0.209860374217	0.302764521161	130	105	25	6	15	9.20290694292
1300000	1300	0.219060807925	0.219627299161	0.316855215344	131	105	26	6	16	9.129022178
1310000	1310	0.220454143259	0.213282755443	0.307701973585	132	105	27	6	16	9.15727344731
1320000	1320	0.216102414166	0.205471685495	0.296432981707	133	105	28	6	16	9.26705233556
1330000	1330	0.216775636866	0.208599271472	0.300945134486	134	105	29	7	17	9.4627944975
1340000	1340	0.219580398909	0.208599271472	0.300945134486	134	105	29	7	17	9.4627944975
1350000	1350	0.217383948595	0.220928637668	0.318732649954	136	105	31	8	19	9.52661392033
1360000	1360	0.217822206187	0.217576061326	0.313895904692	137	105	32	8	19	9.45775320935
1370000	1370	0.217667323316	0.213401651152	0.307873503834	138	105	33	8	19	9.43357610563
