time	time_seconds	lambda1_nats_per_second	binary_sign_lz76_nats_per_second	n_symbols	binary_lz76_phrase_count	mean_event_interval_seconds
10000	10	0.379353323696	0.102698942485	2	2	6.749311763
20000	20	0.311270446191	0.138285242841	3	3	7.94453743651
30000	30	0.307135465732	0.124364551475	4	3	8.36026631791
40000	40	0.325900005597	0.145473602668	5	4	8.85074890793
50000	50	0.254878478361	0.121530520327	6	4	9.82885870646
60000	60	0.235055209342	0.146032641625	7	5	9.51798040002
70000	70	0.259293107207	0.137407831952	8	5	9.45834706137
80000	80	0.222292860389	0.123824984915	9	5	9.85810998948
90000	90	0.223158878931	0.143231108165	10	6	9.64560753244
100000	100	0.217522580561	0.139875011116	11	6	9.3507972985
110000	110	0.221027548138	0.154854085731	12	7	9.36061113403
120000	120	0.190143475844	0.141194528848	13	7	9.78172871403
130000	130	0.214666710662	0.1364667815	14	7	9.6692297591
140000	140	0.199621529489	0.1364667815	14	7	9.6692297591
150000	150	0.198133820036	0.140258106091	16	8	9.88388050969
160000	160	0.210366793594	0.140258106091	16	8	9.88388050969
170000	170	0.194572254895	0.131565504152	17	8	10.1339395641
180000	180	0.187139947478	0.14097548733	19	9	9.89345225691
190000	190	0.22491742594	0.14097548733	19	9	9.89345225691
200000	200	0.189650670963	0.133174750757	20	9	10.1226359759
210000	210	0.186164255018	0.129539041491	21	9	10.0726029422
220000	220	0.197026514117	0.136975081999	23	10	9.9526011217
230000	230	0.204303918237	0.136975081999	23	10	9.9526011217
240000	240	0.18360192727	0.130661743957	24	10	10.1344820288
250000	250	0.191399896181	0.138570709077	26	11	9.94745186465
260000	260	0.186909462571	0.136027013953	27	11	9.87118891897
270000	270	0.193926981933	0.133044863024	28	11	9.83939036449
280000	280	0.186967665844	0.140156012214	29	12	9.9415199513
290000	290	0.18554658667	0.137700676731	30	12	9.87997288732
300000	300	0.194966710824	0.137700676731	30	12	9.87997288732
310000	310	0.184613516915	0.13021521027	32	12	9.98079226578
320000	320	0.198835593793	0.12832477448	33	12	9.90812023817
330000	330	0.194194949051	0.12832477448	33	12	9.90812023817
340000	340	0.193865324664	0.13243163095	35	13	9.97161963451
350000	350	0.195310360957	0.130486906948	36	13	9.91707548152
360000	360	0.200349840487	0.128610049408	37	13	9.86471037115
370000	370	0.203103119276	0.135750171454	38	14	9.87227719606
380000	380	0.206301556656	0.133098614959	39	14	9.88082929253
390000	390	0.211167213767	0.129307907449	40	14	9.98475525906
400000	400	0.210834283948	0.127668633166	41	14	9.93234569013
410000	410	0.204225014586	0.126123242149	42	14	9.87835272496
420000	420	0.205452169934	0.133307415608	43	15	9.84226230777
430000	430	0.198733393434	0.129683216548	44	15	9.94781500847
440000	440	0.198617420692	0.128072473925	45	15	9.90757387364
450000	450	0.196048493922	0.12707008029	46	15	9.82505100921
460000	460	0.195980327314	0.132396439834	48	16	9.74648818799
470000	470	0.198630521545	0.132396439834	48	16	9.74648818799
480000	480	0.19205109514	0.129119720201	49	16	9.84201687174
490000	490	0.19024130268	0.126512643262	51	16	9.75012372037
500000	500	0.194096301248	0.124994051477	52	16	9.72660125546
510000	510	0.200259583846	0.130766458738	53	17	9.73865830237
520000	520	0.203301225986	0.128499676183	54	17	9.77271936567
530000	530	0.204273766157	0.135104284384	55	18	9.70724849032
540000	540	0.20321982039	0.132662997123	57	18	9.62403277202
550000	550	0.202060993563	0.131373396791	58	18	9.59202941244
560000	560	0.200351403411	0.137193733735	59	19	9.57117532116
570000	570	0.196821352752	0.137193733735	59	19	9.57117532116
580000	580	0.19710004514	0.133051053935	61	19	9.62364508781
590000	590	0.196732406589	0.13207854578	62	19	9.57587003625
600000	600	0.199942841133	0.137419323141	63	20	9.57129489115
610000	610	0.198030333541	0.134708338691	64	20	9.64788799401
620000	620	0.196006550056	0.133492152685	65	20	9.62174050263
630000	630	0.197354154493	0.132314142122	66	20	9.59528834716
640000	640	0.19506733008	0.136687055473	68	21	9.53333333123
650000	650	0.199091333766	0.135731462618	69	21	9.49404865486
660000	660	0.195697544506	0.135731462618	69	21	9.49404865486
670000	670	0.195877181767	0.131927670956	71	21	9.55669595733
680000	680	0.195267376754	0.13683357557	72	22	9.54998863751
690000	690	0.19610549807	0.135703876373	73	22	9.52821104752
700000	700	0.198656835937	0.134858837201	74	22	9.4883431161
710000	710	0.197671375875	0.133208760057	75	22	9.50735656894
720000	720	0.198045506965	0.137307071124	77	23	9.44962491877
730000	730	0.203750874042	0.137307071124	77	23	9.44962491877
740000	740	0.201991818813	0.13503561243	78	23	9.51356851977
750000	750	0.197068720625	0.132775669216	79	23	9.58095513063
760000	760	0.202405619265	0.13174090728	80	23	9.56295719746
770000	770	0.202365423548	0.13174090728	80	23	9.56295719746
780000	780	0.202577157721	0.134087027631	82	24	9.61891325203
790000	790	0.199615496312	0.133101054526	83	24	9.59975146528
800000	800	0.203487179022	0.131836667521	84	24	9.60239423988
810000	810	0.200512770765	0.131064279672	85	24	9.57084304002
820000	820	0.202566318303	0.134828478452	87	25	9.51807025775
830000	830	0.204830878644	0.134828478452	87	25	9.51807025775
840000	840	0.204913442737	0.132371451215	89	25	9.52511210891
850000	850	0.206526816723	0.131673431021	90	25	9.4927816565
860000	860	0.205931901767	0.131673431021	90	25	9.4927816565
870000	870	0.207054218589	0.129745374729	91	25	9.55137799528
880000	880	0.203662453714	0.13316068628	92	26	9.596652041
890000	890	0.200107887677	0.131411793614	94	26	9.56273382356
900000	900	0.203266886203	0.131411793614	94	26	9.56273382356
910000	910	0.197918140493	0.134622460113	95	27	9.61399566647
920000	920	0.198567061785	0.133149067073	97	27	9.56351544141
930000	930	0.196676159614	0.137244078677	98	28	9.54497068886
940000	940	0.194601809798	0.136329795614	99	28	9.5329847063
950000	950	0.193953791844	0.134572163795	100	28	9.58183041511
960000	960	0.19437247077	0.133739548057	101	28	9.56664928055
970000	970	0.198653656561	0.132968401438	102	28	9.54813599611
980000	980	0.196484799988	0.13142271282	103	28	9.58682331134
990000	990	0.196141391157	0.13142271282	103	28	9.58682331134
1000000	1000	0.194966585587	0.133885981939	105	29	9.60055344603
1010000	1010	0.196665097725	0.132770300681	106	29	9.6094272444
1020000	1020	0.199566211859	0.13190051027	107	29	9.601688617
1030000	1030	0.198199971792	0.135778455246	108	30	9.57878041236
1040000	1040	0.199637543048	0.13494956472	109	30	9.56799429113
1050000	1050	0.200444996152	0.134135618109	110	30	9.55711248617
1060000	1060	0.202417282157	0.133106343308	111	30	9.56262465575
1070000	1070	0.202384682145	0.131971723337	112	30	9.5769274984
1080000	1080	0.200357085679	0.130469950286	113	30	9.61952319431
1090000	1090	0.201420609864	0.134082787343	114	31	9.6053612748
1100000	1100	0.201872308272	0.133244840846	115	31	9.59938600677
1110000	1110	0.200977024754	0.132553722963	116	31	9.58370667341
1120000	1120	0.204944888175	0.131800663094	117	31	9.57334015924
1130000	1130	0.198497449971	0.130361282313	118	31	9.61416940634
1140000	1140	0.198622153725	0.129684385595	119	31	9.60008982265
1150000	1150	0.198102875853	0.132488660389	121	32	9.57295695902
1160000	1160	0.199243815908	0.131989007656	122	32	9.54678814605
1170000	1170	0.19918203731	0.131316604402	123	32	9.53383166658
1180000	1180	0.20077314296	0.134654866951	124	33	9.52670257904
1190000	1190	0.200428121497	0.133468666585	125	33	9.5503675826
1200000	1200	0.20536364803	0.132873339486	126	33	9.5327269281
1210000	1210	0.202592423862	0.135718142537	128	34	9.49630251907
1220000	1220	0.202444202269	0.135198588562	129	34	9.47406923674
1230000	1230	0.20205370627	0.134365200737	130	34	9.47453257746
1240000	1240	0.202968249255	0.13698820036	132	35	9.45104997773
1250000	1250	0.201486243159	0.136348972197	133	35	9.43853085487
1260000	1260	0.199698494583	0.13565291244	134	35	9.43058642754
1270000	1270	0.199592197298	0.134329642398	135	35	9.46729167755
1280000	1280	0.199666204074	0.133701590702	136	35	9.45602948468
1290000	1290	0.199251046217	0.133209813477	137	35	9.43571198546
1300000	1300	0.200383969503	0.136199263027	138	36	9.4374264441
1310000	1310	0.198768206773	0.134937654781	139	36	9.47099051741
1320000	1320	0.198054246875	0.134122342791	140	36	9.47424586455
1330000	1330	0.200086981924	0.133498926372	141	36	9.46459419445
1340000	1340	0.198272129106	0.132295483319	142	36	9.49697471264
1350000	1350	0.202912426961	0.13547407783	143	37	9.47851195699
1360000	1360	0.203391949204	0.134750865303	144	37	9.47649511848
1370000	1370	0.203774778372	0.133948666877	145	37	9.48068533613
1380000	1380	0.203660189411	0.133369557516	146	37	9.46969327119
1390000	1390	0.202516942418	0.135773458933	148	38	9.45006502981
1400000	1400	0.204015705071	0.135773458933	148	38	9.45006502981
1410000	1410	0.200203010142	0.134569382193	149	38	9.48339217198
1420000	1420	0.198865898332	0.133523863724	151	38	9.45618767075
1430000	1430	0.197184465151	0.132958273609	152	38	9.4463480618
1440000	1440	0.19808728824	0.135876734654	153	39	9.43699812212
1450000	1450	0.202560178194	0.135430558007	154	39	9.41878931603
1460000	1460	0.199156974147	0.134215805483	155	39	9.4548539295
1470000	1470	0.197818122923	0.134215805483	155	39	9.4548539295
1480000	1480	0.197950506419	0.13310521901	156	39	9.48470699498
