idx	time	time_seconds	symbol	interval	interval_seconds
1	2129.04693268	2.12904693268	-1	2129.04693268	2.12904693268
2	11435.3465624	11.4353465624	3	9306.29962969	9.30629962969
3	25765.2724498	25.7652724498	-12	14329.9258874	14.3299258874
4	31989.328973	31.989328973	-1	6224.05652324	6.22405652324
5	38948.8235883	38.9488235883	0	6959.49461524	6.95949461524
6	46952.8374058	46.9528374058	-1	8004.0138175	8.0040138175
7	53567.479739	53.567479739	0	6614.6423332	6.6146423332
8	66737.2757351	66.7372757351	-8	13169.7959961	13.1697959961
9	73589.7349534	73.5897349534	0	6852.45921829	6.85245921829
10	87854.2264764	87.8542264764	12	14264.491523	14.264491523
11	96913.9276922	96.9139276922	1	9059.70121584	9.05970121584
12	105080.176069	105.080176069	-1	8166.24837686	8.16624837686
13	111295.441893	111.295441893	-1	6215.26582419	6.21526582419
14	118343.654241	118.343654241	0	7048.21234773	7.04821234773
15	126521.5729	126.5215729	-1	8177.91865859	8.17791865859
16	132715.948894	132.715948894	-1	6194.37599437	6.19437599437
17	140321.6171	140.3216171	0	7605.6682062	7.6056682062
18	148697.068479	148.697068479	0	8375.4513789	8.3754513789
19	163057.277523	163.057277523	12	14360.2090441	14.3602090441
20	171063.005666	171.063005666	-1	8005.72814291	8.00572814291
21	177678.929113	177.678929113	0	6615.92344691	6.61592344691
22	191671.408926	191.671408926	8	13992.4798129	13.9924798129
23	206477.350439	206.477350439	11	14805.9415132	14.8059415132
24	220891.764	220.891764	12	14414.4135611	14.4144135611
25	229108.500841	229.108500841	0	8216.73684033	8.21673684033
26	243206.62958	243.20662958	-12	14098.1287394	14.0981287394
27	249888.982618	249.888982618	0	6682.35303833	6.68235303833
28	263791.874503	263.791874503	-12	13902.8918848	13.9028918848
29	270496.178267	270.496178267	0	6704.3037638	6.7043037638
30	279837.150974	279.837150974	1	9340.97270669	9.34097270669
31	294221.660417	294.221660417	-12	14384.5094438	14.3845094438
32	301054.732291	301.054732291	-1	6833.07187323	6.83307187323
33	309032.973922	309.032973922	0	7978.24163124	7.97824163124
34	317134.702609	317.134702609	-1	8101.72868663	8.10172868663
35	325100.799517	325.100799517	0	7966.09690885	7.96609690885
36	333756.636435	333.756636435	-1	8655.83691744	8.65583691744
37	346406.171721	346.406171721	-10	12649.5352866	12.6495352866
38	354454.787441	354.454787441	2	8048.61571981	8.04861571981
39	362480.63197	362.48063197	0	8025.84452847	8.02584452847
40	372502.48632	372.50248632	2	10021.8543508	10.0218543508
41	381034.871595	381.034871595	-1	8532.38527449	8.53238527449
42	390840.386844	390.840386844	4	9805.51524939	9.80551524939
43	399317.63949	399.31763949	0	8477.25264555	8.47725264555
44	413498.348436	413.498348436	12	14180.7089456	14.1807089456
45	422907.389522	422.907389522	1	9409.04108629	9.40904108629
46	437043.706801	437.043706801	-12	14136.3172795	14.1363172795
47	445018.352147	445.018352147	0	7974.64534565	7.97464534565
48	452917.157402	452.917157402	-1	7898.80525477	7.89880525477
49	459947.808413	459.947808413	0	7030.65101136	7.03065101136
50	468089.214234	468.089214234	-1	8141.40582098	8.14140582098
51	474420.635681	474.420635681	-1	6331.42144671	6.33142144671
52	481032.491384	481.032491384	0	6611.85570305	6.61185570305
53	493395.888073	493.395888073	5	12363.3966891	12.3633966891
54	505801.568131	505.801568131	-6	12405.680058	12.405680058
55	513506.505112	513.506505112	1	7704.93698141	7.70493698141
56	527915.340809	527.915340809	12	14408.8356967	14.4088356967
57	536039.577821	536.039577821	0	8124.23701206	8.12423701206
58	549833.868648	549.833868648	-10	13794.2908268	13.7942908268
59	556573.430997	556.573430997	0	6739.56234888	6.73956234888
60	565739.124268	565.739124268	1	9165.69327163	9.16569327163
61	574854.270415	574.854270415	-2	9115.14614633	9.11514614633
62	581634.558935	581.634558935	0	6780.28852005	6.78028852005
63	596034.227678	596.034227678	12	14399.6687433	14.3996687433
64	604546.571179	604.546571179	-1	8512.34350107	8.51234350107
65	613860.08578	613.86008578	-4	9313.51460044	9.31351460044
66	621772.321233	621.772321233	1	7912.23545387	7.91223545387
67	635865.648841	635.865648841	12	14093.3276072	14.0933276072
68	644782.853506	644.782853506	-2	8917.20466575	8.91720466575
69	652476.41564	652.47641564	0	7693.5621334	7.6935621334
70	660838.190387	660.838190387	0	8361.77474739	8.36177474739
71	675220.39977	675.22039977	12	14382.209383	14.382209383
72	683411.092986	683.411092986	-1	8190.69321521	8.19069321521
73	689960.517669	689.960517669	-1	6549.42468387	6.54942468387
74	697927.206088	697.927206088	0	7966.68841834	7.96668841834
75	706223.17197	706.22317197	-1	8295.96588275	8.29596588275
76	713824.670815	713.824670815	1	7601.49884431	7.60149884431
77	728251.577482	728.251577482	-12	14426.906667	14.426906667
78	735549.213955	735.549213955	1	7297.63647328	7.29763647328
79	744912.353908	744.912353908	-1	9363.13995327	9.36313995327
80	757299.949295	757.299949295	12	12387.5953864	12.3875953864
81	767777.193179	767.777193179	2	10477.2438847	10.4772438847
82	782033.282818	782.033282818	12	14256.0896387	14.2560896387
83	791128.448899	791.128448899	1	9095.16608074	9.09516608074
84	799020.075412	799.020075412	-1	7891.62651324	7.89162651324
85	806164.707503	806.164707503	0	7144.63209096	7.14463209096
86	814563.835303	814.563835303	-1	8399.12779998	8.39912779998
87	822876.436223	822.876436223	2	8312.60091962	8.31260091962
88	830784.94381	830.78494381	-1	7908.50758775	7.90850758775
89	837705.890476	837.705890476	0	6920.94666572	6.92094666572
90	845644.556218	845.644556218	-1	7938.66574137	7.93866574137
91	852369.45686	852.36945686	0	6724.90064199	6.72490064199
92	861579.887488	861.579887488	1	9210.43062879	9.21043062879
93	872533.0098	872.5330098	3	10953.1223119	10.9531223119
94	881451.424785	881.451424785	-2	8918.41498439	8.91841498439
95	888832.114685	888.832114685	0	7380.68990075	7.38068990075
96	897574.142829	897.574142829	0	8742.02814391	8.74202814391
97	911420.318891	911.420318891	12	13846.1760614	13.8461760614
98	922911.892853	922.911892853	-5	11491.5739619	11.4915739619
99	930273.075909	930.273075909	-1	7361.18305625	7.36118305625
100	942789.757497	942.789757497	12	12516.6815878	12.5166815878
101	950776.122245	950.776122245	0	7986.36474861	7.98636474861
102	959834.734985	959.834734985	1	9058.61273949	9.05861273949
103	968012.195209	968.012195209	-1	8177.46022416	8.17746022416
104	974206.314705	974.206314705	-1	6194.11949597	6.19411949597
105	981786.462234	981.786462234	0	7580.14752911	7.58014752911
106	990171.497799	990.171497799	0	8385.03556494	8.38503556494
107	1004515.13124	1004.51513124	12	14343.6334429	14.3436334429
108	1012439.15188	1012.43915188	-1	7924.02063489	7.92402063489
109	1019240.25821	1019.24025821	0	6801.1063299	6.8011063299
110	1028134.51419	1028.13451419	1	8894.2559791	8.8942559791
111	1036220.55768	1036.22055768	0	8086.04349724	8.08604349724
112	1048554.90119	1048.55490119	5	12334.3435047	12.3343435047
113	1057657.35927	1057.65735927	-2	9102.45808679	9.10245808679
114	1064353.21447	1064.35321447	0	6695.85519125	6.69585519125
115	1078070.84462	1078.07084462	-12	13717.6301549	13.7176301549
116	1085383.85528	1085.38385528	0	7313.01066279	7.31301066279
117	1094395.98166	1094.39598166	-1	9012.12638148	9.01212638148
118	1107094.64152	1107.09464152	12	12698.6598506	12.6986598506
119	1115247.97092	1115.24797092	0	8153.32940679	8.15332940679
120	1130018.71986	1130.01871986	11	14770.7489351	14.7707489351
121	1138181.71215	1138.18171215	0	8162.9922929	8.1629922929
122	1152966.60049	1152.96660049	11	14784.8883383	14.7848883383
123	1162226.92629	1162.22692629	-2	9260.32580174	9.26032580174
124	1168421.99128	1168.42199128	-1	6195.06498844	6.19506498844
125	1176064.83899	1176.06483899	0	7642.84771204	7.64284771204
126	1184431.0553	1184.4310553	0	8366.21631084	8.36621631084
127	1198806.40603	1198.80640603	12	14375.350727	14.375350727
128	1206925.90173	1206.92590173	-1	8119.49569911	8.11949569911
129	1213412.03539	1213.41203539	-1	6486.1336648	6.4861336648
130	1219786.03733	1219.78603733	-1	6374.00194152	6.37400194152
131	1226473.31405	1226.47331405	0	6687.27671888	6.68727671888
132	1240297.17859	1240.29717859	-12	13823.8645374	13.8238645374
133	1247168.94324	1247.16894324	0	6871.76465319	6.87176465319
134	1255051.49549	1255.05149549	-1	7882.55224255	7.88255224255
135	1262502.45	1262.50245	0	7450.95451158	7.45095451158
136	1271004.85176	1271.00485176	0	8502.40176673	8.50240176673
137	1285145.03734	1285.14503734	12	14140.1855751	14.1401855751
138	1294481.56049	1294.48156049	-2	9336.52314969	9.33652314969
139	1301889.58067	1301.88958067	1	7408.02018068	7.40802018068
140	1311005.50778	1311.00550778	1	9115.92710984	9.11592710984
141	1319839.91649	1319.83991649	1	8834.40871356	8.83440871356
142	1327881.76718	1327.88176718	0	8041.85068448	8.04185068448
143	1338234.72631	1338.23472631	-3	10352.959134	10.352959134
144	1345469.369	1345.469369	-2	7234.64268608	7.23464268608
145	1352202.0463	1352.2020463	0	6732.67729856	6.73267729856
146	1361387.1028	1361.3871028	1	9185.05649959	9.18505649959
147	1371510.95787	1371.51095787	2	10123.8550745	10.1238550745
148	1380963.40827	1380.96340827	-2	9452.45039547	9.45245039547
149	1388191.07062	1388.19107062	-2	7227.66235474	7.22766235474
150	1394951.26505	1394.95126505	0	6760.19442669	6.76019442669
151	1404060.13245	1404.06013245	1	9108.86740144	9.10886740144
152	1412490.61834	1412.49061834	-1	8430.48589221	8.43048589221
153	1420462.71888	1420.46271888	0	7972.10053764	7.97210053764
154	1428424.66631	1428.42466631	-1	7961.94743045	7.96194743045
155	1435074.32337	1435.07432337	0	6649.65705952	6.64965705952
156	1444711.27701	1444.71127701	2	9636.95364135	9.63695364135
157	1452698.3152	1452.6983152	0	7987.03818626	7.98703818626
158	1461774.91562	1461.77491562	1	9076.6004256	9.0766004256
159	1469787.16497	1469.78716497	-1	8012.24934896	8.01224934896
160	1476410.34218	1476.41034218	0	6623.17720703	6.62317720703
161	1491062.37257	1491.06237257	10	14652.0303962	14.6520303962
162	1501268.93599	1501.26893599	-3	10206.5634199	10.2065634199
163	1508568.8853	1508.5688853	1	7299.94930312	7.29994930312
164	1517676.54749	1517.67654749	-1	9107.6621903	9.1076621903
165	1530325.58192	1530.32558192	12	12649.0344277	12.6490344277
166	1538235.19609	1538.23519609	-1	7909.61417541	7.90961417541
167	1545145.72838	1545.14572838	0	6910.53228457	6.91053228457
168	1553068.60405	1553.06860405	-1	7922.87567249	7.92287567249
169	1559876.93939	1559.87693939	0	6808.33534112	6.80833534112
170	1568699.98218	1568.69998218	1	8823.04278814	8.82304278814
171	1576736.10075	1576.73610075	0	8036.11857364	8.03611857364
