time_since_ttr1e6_seconds	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10	0.206285753811	NaN	1	0	0	NaN
20	0.379352952014	0.11107662087	2	2	2	9.002794577
30	0.348728796501	0.202091500673	3	3	3	7.8427964335
40	0.420972795558	0.237188613169	4	3	4	8.432107989
50	0.484975544256	0.211887095587	5	4	4	8.76666165425
60	0.424701774011	0.223803058461	6	5	5	9.6251384234
70	0.40885292118	0.256943133341	7	6	6	9.36512366617
80	0.456627770711	0.287456831722	8	6	7	9.13180592814
90	0.413014396255	0.258356220345	9	7	7	9.54301475712
100	0.406310156834	0.276742112239	10	8	8	9.60295653744
110	0.386096538141	0.299778721999	11	8	9	9.4417776977
120	0.411404499004	0.288886452481	12	8	9	9.30719267882
130	0.435859513986	0.305884847043	13	8	10	9.30576365058
140	0.351502920465	0.284831165507	14	8	10	9.54789910438
150	0.351222871188	0.293262573924	16	8	11	9.37726203247
160	0.348899755337	0.283950992321	17	8	11	9.31438511856
170	0.337012377485	0.283950992321	17	8	11	9.31438511856
180	0.375708426405	0.289228257999	18	8	12	9.611612711
190	0.317439330191	0.299356092707	20	8	13	9.38431964511
200	0.30828948991	0.299356092707	20	8	13	9.38431964511
210	0.309522518011	0.282399618646	21	8	13	9.62838992385
220	0.309158923621	0.309279198313	23	9	15	9.53878928123
230	0.312798356848	0.30345373701	24	9	15	9.44328974552
240	0.351540035909	0.31648989148	25	9	16	9.39072002446
250	0.313731253639	0.325154327003	27	9	17	9.20737572373
260	0.307777459822	0.318051437699	28	9	17	9.17697849063
270	0.292458444532	0.318051437699	28	9	17	9.17697849063
280	0.294526208671	0.316183417195	30	9	18	9.31147617886
290	0.291525259055	0.311651348332	31	9	18	9.23028291423
300	0.290338712887	0.30614404567	32	9	18	9.18685187506
310	0.303165102293	0.318123272462	33	9	19	9.12963112334
320	0.311796462729	0.310646190729	34	9	19	9.15187124627
330	0.286873034331	0.317237043432	35	9	20	9.23920748697
340	0.291404615767	0.305661786122	36	9	20	9.39659678363
350	0.307506224435	0.305661786122	36	9	20	9.39659678363
360	0.295881009196	0.321445130468	38	10	22	9.45192051641
370	0.29868443446	0.317259082505	39	10	22	9.39771028913
380	0.298288489817	0.312072908318	40	10	22	9.37941222762
390	0.292729065569	0.321617292585	41	10	23	9.34482091568
400	0.297218097248	0.316099732111	42	10	23	9.34178498602
410	0.297651220697	0.332971292042	44	10	25	9.31596764481
420	0.302828327314	0.32849891311	45	10	25	9.2877917588
430	0.309145264057	0.324913412977	46	10	25	9.23918719816
440	0.308035464994	0.330273468742	47	11	26	9.30365763667
450	0.305230529753	0.339532371309	48	11	27	9.25255342972
460	0.30272353994	0.332092801174	50	11	27	9.17720086586
470	0.302116803754	0.340287652986	51	11	28	9.15188285394
480	0.303356244682	0.33702130572	52	11	28	9.10763648602
490	0.300540690123	0.329911901111	54	11	28	9.04488662523
500	0.301146170736	0.337709106067	55	11	29	9.02656531531
510	0.305404115158	0.334600453218	56	11	29	8.98797416013
520	0.297494911314	0.326811365485	57	11	29	9.0805003203
530	0.300426297317	0.32217108305	58	11	29	9.09141338767
540	0.297581678487	0.32217108305	58	11	29	9.09141338767
550	0.299063382021	0.325961146821	59	11	30	9.17647535926
560	0.305819847171	0.321252138224	60	11	30	9.19354284808
570	0.308007073483	0.325937723649	61	12	31	9.24710780995
580	0.330359300984	0.333226501832	62	12	32	9.22235645323
590	0.304731181878	0.326256010424	63	12	32	9.30581688705
600	0.300383235529	0.332947629195	64	12	33	9.29200189075
610	0.31375982528	0.329343819113	65	12	33	9.28364109277
620	0.305975797537	0.332707160249	66	12	34	9.35891727257
630	0.309027309253	0.328857742049	67	12	34	9.3606247442
640	0.304638611152	0.328857742049	67	12	34	9.3606247442
650	0.306535896261	0.32874288294	69	12	35	9.42538092584
660	0.319233810663	0.32874288294	69	12	35	9.42538092584
670	0.306655562428	0.332657486798	70	12	36	9.47582068503
680	0.308311491619	0.329788535593	71	12	36	9.45509410281
690	0.309704870115	0.332109584707	73	12	37	9.4466058269
700	0.310528546228	0.332109584707	73	12	37	9.4466058269
710	0.302338602021	0.335130314468	74	12	38	9.5146218564
720	0.311551125896	0.332336847098	75	12	38	9.49619288604
730	0.304447453989	0.335225134381	76	12	39	9.56423907529
740	0.305062298409	0.332585532003	77	12	39	9.54367037654
750	0.302492912562	0.329370010458	78	12	39	9.54155208321
760	0.302549831069	0.332647925846	79	12	40	9.59509280714
770	0.299987517909	0.330430539898	80	12	40	9.56619823465
780	0.312147760801	0.335702993456	81	12	41	9.55922330321
790	0.300162131431	0.331193529192	82	12	41	9.59794114959
800	0.303123111165	0.328716601417	83	12	41	9.58003292228
810	0.301556170384	0.331504568608	84	13	42	9.64137153466
820	0.300432063255	0.336702166349	85	13	43	9.6298690408
830	0.301358890875	0.334331206145	86	13	43	9.61062658314
840	0.303284196448	0.339222040845	87	13	44	9.60580318043
850	0.307728723957	0.335893569446	88	14	44	9.61529515031
860	0.307756328205	0.340967496934	89	14	45	9.6028133761
870	0.306757254225	0.336234906919	90	14	45	9.65374647716
880	0.308004135416	0.341865673537	91	14	46	9.62265207697
890	0.303496527912	0.337183715432	92	14	46	9.67360174513
900	0.301996264164	0.34185075964	93	14	47	9.66718979018
910	0.302968118642	0.339657682429	94	14	47	9.64881583835
920	0.31249917244	0.345170609903	95	14	48	9.61700068412
930	0.30310240421	0.347896110897	97	14	49	9.58325340799
940	0.305363740204	0.34563424557	98	14	49	9.56894452574
950	0.304143048151	0.343935243209	99	14	49	9.54015843313
960	0.303157356429	0.346653433979	101	14	50	9.50847150297
970	0.303546735706	0.344987705491	102	14	50	9.48090811413
980	0.304671999641	0.342454332204	103	14	50	9.4782683035
990	0.305800565443	0.346134186499	104	15	51	9.49282874172
1000	0.312811293704	0.349293669922	105	15	52	9.51964048439
1010	0.308627336158	0.349293669922	105	15	52	9.51964048439
1020	0.314049050346	0.3457362586	106	15	52	9.54626307626
1030	0.314037693203	0.349222240983	107	15	53	9.5619090629
1040	0.315376277546	0.347069609803	108	15	53	9.55110560764
1050	0.314390843358	0.349038991887	110	15	54	9.53770555575
1060	0.31581317257	0.353416662606	111	15	55	9.52587360052
1070	0.314821609811	0.351647671014	112	15	55	9.50638318385
1080	0.313519845409	0.354535570237	114	15	56	9.46733602254
1090	0.318007321539	0.351583257029	115	15	56	9.48127067532
1100	0.319926806837	0.351583257029	115	15	56	9.48127067532
1110	0.317427198179	0.353696860496	116	15	57	9.5275654045
1120	0.314337485249	0.349760590424	117	15	57	9.56969096135
1130	0.313949430523	0.353944218314	118	15	58	9.55798644579
1140	0.314498588302	0.353944218314	118	15	58	9.55798644579
1150	0.315334150924	0.354397696789	120	15	59	9.58213867342
1160	0.315621675096	0.351693409579	121	15	59	9.59261815798
1170	0.319419811727	0.356231719812	122	15	60	9.56837686477
1180	0.321099031096	0.354543352954	123	15	60	9.55198401948
1190	0.318240678203	0.350717698846	124	15	60	9.5944222651
1200	0.319758631758	0.354187471548	125	15	61	9.59746745433
1210	0.318785416986	0.352346058347	126	15	61	9.5868519223
1220	0.31993639635	0.352346058347	126	15	61	9.5868519223
1230	0.317395050459	0.352875388958	128	15	62	9.60856184958
1240	0.317731553295	0.351088959485	129	15	62	9.59795812279
1250	0.318088095699	0.349558261585	130	15	62	9.58103307153
1260	0.318890463482	0.353154095386	131	15	63	9.57793188628
1270	0.317079142671	0.350942956815	132	15	63	9.58018141708
1280	0.319002301643	0.354805221352	133	15	64	9.56869550543
1290	0.320768265714	0.352255810321	134	15	64	9.58067537765
1300	0.320894772362	0.354462777049	136	15	65	9.5564063362
1310	0.318557774559	0.352518725411	137	15	65	9.55319310057
1320	0.319707199513	0.356039665217	138	15	66	9.54873689691
1330	0.321647323444	0.354370076285	139	15	66	9.53866268817
1340	0.320612299477	0.350952920974	140	15	66	9.57663409286
1350	0.320298391314	0.354613460814	141	15	67	9.56690353069
1360	0.318200992327	0.353037928586	142	15	67	9.55555185232
1370	0.319067605487	0.351374085201	143	15	67	9.54716119716
1380	0.31899359132	0.35391067135	145	15	68	9.51406683303
1390	0.320507227343	0.352251563568	146	15	68	9.50651681163
1400	0.321552784338	0.350611554955	147	15	68	9.49900432388
1410	0.321767604664	0.353294571177	148	16	69	9.51377219841
1420	0.322821212811	0.356553190258	149	16	70	9.5120609587
1430	0.32654644413	0.356553190258	149	16	70	9.5120609587
1440	0.324491840864	0.357527365875	151	17	71	9.51951835298
1450	0.326271289397	0.355067249806	152	18	71	9.53494046654
1460	0.32449688556	0.358566423956	153	18	72	9.5247103732
1470	0.325188609301	0.356940611149	154	18	72	9.5182742907
1480	0.323346048009	0.355466815562	155	18	72	9.50827755258
1490	0.323840205332	0.357388865817	157	18	73	9.49040851543
1500	0.323941637779	0.355866197727	158	18	73	9.48258540164
1510	0.324515151867	0.354551180029	159	18	73	9.46968260751
1520	0.324372498396	0.352898068068	160	18	73	9.46627367948
1530	0.323750917668	0.354931654068	162	18	74	9.44624394737
1540	0.325735083357	0.35329408183	163	18	74	9.4432162472
1550	0.326673899494	0.356966856973	164	18	75	9.42590070403
1560	0.326847147486	0.35424975567	165	19	75	9.45188592401
1570	0.325150325722	0.357588669636	166	19	76	9.44248060332
1580	0.325100896475	0.356084685632	167	19	76	9.43665592944
1590	0.323090413447	0.353313823167	168	19	76	9.46507998483
1600	0.323660740968	0.351649403261	169	19	76	9.4645578982
1610	0.326213064942	0.351649403261	169	19	76	9.4645578982
1620	0.321134798629	0.352484114397	171	19	77	9.47617909004
1630	0.321660269484	0.351058025147	172	19	77	9.47008334326
1640	0.323263720419	0.354137985871	173	19	78	9.46531873341
1650	0.321652192384	0.354137985871	173	19	78	9.46531873341
1660	0.320912826971	0.354603328545	175	19	79	9.48578120073
1670	0.3221504574	0.353610313314	176	19	79	9.46880641055
1680	0.318593558614	0.356075222675	178	19	80	9.4358719162
1690	0.3212657896	0.354796849089	179	19	80	9.4271472356
1700	0.320843047328	0.353625810697	180	19	80	9.41592040663
1710	0.324009637894	0.352221857176	181	19	80	9.41125300243
1720	0.318898120107	0.354080153827	182	19	81	9.43679303954
1730	0.319120334261	0.352370723792	183	19	81	9.44068566224
1740	0.319790358907	0.350663625515	184	19	81	9.44495686643
1750	0.321008983954	0.350663625515	184	19	81	9.44495686643
1760	0.319005694673	0.351517475729	186	19	82	9.45533409939
1770	0.322277046692	0.351517475729	186	19	82	9.45533409939
1780	0.324443076323	0.35319879313	187	19	83	9.48386911015
1790	0.321510119006	0.351519741274	188	19	83	9.48814595153
1800	0.321033198606	0.353324316649	189	19	84	9.5124973703
1810	0.321959290774	0.352383131853	190	19	84	9.49725654628
1820	0.320735335873	0.349903702153	191	19	84	9.52399693898
1830	0.32011287519	0.352871701649	192	19	85	9.51599714967
1840	0.321108031213	0.3514461127	193	19	85	9.51448346707
1850	0.321310951928	0.349567477984	194	19	85	9.52565364123
1860	0.322152601203	0.352256851267	195	19	86	9.52437891854
1870	0.323036471636	0.352256851267	195	19	86	9.52437891854
1880	0.325280108503	0.349830540827	196	19	86	9.55076188891
1890	0.322952193384	0.351464480859	197	19	87	9.57730860942
1900	0.322853922895	0.349884555445	198	19	87	9.58114043095
1910	0.322955957686	0.352762170108	199	19	88	9.5730214812
1920	0.320256623469	0.350718297587	201	19	88	9.55101058683
1930	0.321207802078	0.349478604956	202	19	88	9.54636564193
1940	0.321585148205	0.352321057103	203	19	89	9.53864223459
1950	0.32149927388	0.35100593543	204	19	89	9.53625926861
1960	0.322223974088	0.349852124906	205	19	89	9.52979259577
1970	0.321385644329	0.351664599061	207	19	90	9.51188814081
1980	0.322648346128	0.351664599061	207	19	90	9.51188814081
1990	0.32079689031	0.352486138405	209	19	91	9.52047592436
2000	0.320816985915	0.351270608031	210	19	91	9.51642308778
2010	0.32110948218	0.350183197522	211	19	91	9.50917335337
2020	0.321780113166	0.352728534119	212	19	92	9.50766817326
2030	0.322930902438	0.351241074674	213	19	92	9.51145462697
2040	0.321094253113	0.349183505175	214	19	92	9.5311125905
2050	0.320177653119	0.352003867132	215	19	93	9.52132688508
2060	0.319980746406	0.350847008597	216	19	93	9.51671188566
2070	0.317429604178	0.348752776071	217	19	93	9.53792866425
2080	0.318995270855	0.347552245722	218	19	93	9.53511374012
2090	0.317142629906	0.350376386656	219	19	94	9.52439530714
2100	0.321112811156	0.34924267572	220	19	94	9.51992129779
2110	0.320765117401	0.347878294384	221	19	94	9.52201271126
2120	0.319710374378	0.349453136652	222	19	95	9.54476546714
2130	0.319328223406	0.348431004859	223	19	95	9.53776579652
2140	0.319805976441	0.347226376626	224	19	95	9.53601227371
2150	0.320899643534	0.346009447505	225	19	95	9.53486120771
2160	0.320613181055	0.347558746661	226	19	96	9.55765309563
2170	0.324667221778	0.347558746661	226	19	96	9.55765309563
2180	0.319856598778	0.345499876402	227	19	96	9.58004964477
2190	0.320417170999	0.34810121495	228	19	97	9.57311721699
2200	0.323603854823	0.346843350655	229	19	97	9.57359019889
2210	0.32432144685	0.345415200865	230	20	97	9.57905194571
2220	0.321466345353	0.346997424236	231	20	98	9.59962470964
2230	0.321396763535	0.345988459804	232	20	98	9.59372910925
2240	0.320000148555	0.345027807714	233	20	98	9.58671553094
2250	0.326376741758	0.34752981621	234	20	99	9.5812489569
2260	0.322189348867	0.346422613904	235	20	99	9.57845161486
2270	0.324032236232	0.348296173161	236	20	100	9.58983544582
2280	0.323384430646	0.346685038678	237	20	100	9.60117477817
2290	0.323283953465	0.348500701755	239	20	101	9.58064077062
2300	0.323724318796	0.347420696624	240	20	101	9.57767674174
2310	0.321999610962	0.34585808409	241	20	101	9.58829730836
2320	0.322476274089	0.348527251677	242	20	102	9.5765902687
2330	0.322502488369	0.347427144956	243	20	102	9.57456708833
2340	0.322501266357	0.346505960087	244	20	102	9.56782454896
2350	0.322459151126	0.348052496551	246	20	103	9.5546631586
2360	0.322765216344	0.346927559687	247	20	103	9.55387147157
2370	0.320970478863	0.349373846889	248	20	104	9.54745393942
2380	0.321596453273	0.348436088098	249	20	104	9.54166217297
2390	0.322646834754	0.346965890829	251	20	104	9.51952455407
2400	0.321626078927	0.349385755407	252	20	105	9.51345778513
2410	0.322588493083	0.348293835251	253	20	105	9.51237077677
2420	0.323782990604	0.346748911873	254	20	105	9.5239203671
2430	0.325459183725	0.349187008148	255	20	106	9.51680022377
2440	0.32495976945	0.348406541001	256	20	106	9.50757121403
2450	0.325495277608	0.349881856638	258	20	107	9.4960217547
2460	0.324473970949	0.349881856638	258	20	107	9.4960217547
2470	0.324089987864	0.348141965913	259	20	107	9.51325491813
2480	0.323538910915	0.346850435774	260	20	107	9.51854911269
2490	0.324313865035	0.348537694027	262	20	108	9.50108812014
2500	0.324810406826	0.347853320187	263	20	108	9.49007197419
2510	0.325415887658	0.349502091513	264	21	109	9.50311821839
2520	0.324342315314	0.351950748724	265	21	110	9.49407432662
2530	0.325412547773	0.35102700652	266	21	110	9.48967393493
2540	0.326392577543	0.352615948828	268	21	111	9.47434626437
2550	0.32494632848	0.351773455497	269	21	111	9.46803511286
2560	0.324301892754	0.354014295502	270	21	112	9.46397591497
2570	0.323484737504	0.352266043774	271	21	112	9.48210597384
2580	0.323506230866	0.351404517063	272	21	112	9.47663332844
2590	0.324637636748	0.353867842251	273	21	113	9.46610257506
2600	0.324128156991	0.352482044258	274	21	113	9.47480706347
2610	0.323838614617	0.354760197178	275	21	114	9.46887828616
2620	0.324319445157	0.353846632141	276	21	114	9.46504174683
2630	0.322047946976	0.352145447298	277	21	114	9.48252960111
2640	0.321930744166	0.351194193434	278	21	114	9.48008252569
2650	0.324699176769	0.35035174166	279	21	114	9.47485924722
2660	0.322040318114	0.352305288643	280	21	115	9.47704384608
2670	0.321739450327	0.353659163724	282	21	116	9.46726279899
2680	0.321882740041	0.352783476252	283	21	116	9.46316002013
2690	0.322744512197	0.351959551305	284	21	116	9.45781962126
2700	0.321175407606	0.350345607282	285	21	116	9.47394221129
2710	0.321743117709	0.352262043002	286	21	117	9.47626702774
2720	0.322048890819	0.351200148899	287	21	117	9.47764662922
2730	0.32014635982	0.353372754926	288	21	118	9.47271621912
2740	0.323327324623	0.352058926327	289	21	118	9.48096662117
2750	0.323052246496	0.352058926327	289	21	118	9.48096662117
2760	0.322681500121	0.350646290967	290	21	118	9.49212037283
2770	0.322922693758	0.352764193722	291	21	119	9.48815006496
2780	0.321275566411	0.351142959009	292	21	119	9.50505740057
2790	0.322805854103	0.350208332786	293	21	119	9.50361726537
2800	0.321243191614	0.348829559223	294	21	119	9.51443164426
2810	0.321426940169	0.350960103778	295	21	120	9.50949305326
2820	0.322461675357	0.350265085781	296	21	120	9.5018227764
2830	0.321452260717	0.348764248489	297	21	120	9.5162185656
2840	0.322142490422	0.347360380499	298	21	120	9.52823774942
2850	0.322505449352	0.349648034313	299	21	121	9.51845105455
2860	0.323358742611	0.348430990724	300	21	121	9.52543533782
2870	0.323066846356	0.347877067892	301	21	121	9.51445411932
2880	0.322960801986	0.349353792553	303	21	122	9.50049439814
2890	0.322269357165	0.348720655736	304	21	122	9.49190559016
2900	0.322009191065	0.347334221847	306	21	122	9.47836682645
2910	0.322152754135	0.349419447989	307	21	123	9.4734864628
2920	0.322628667816	0.348825536498	308	21	123	9.4641768668
2930	0.323209908604	0.347704604987	309	21	123	9.46931409788
2940	0.322738236015	0.347704604987	309	21	123	9.46931409788
2950	0.323192446785	0.348967886504	310	21	124	9.48640230274
2960	0.323795059109	0.347863862011	311	21	124	9.49123539289
2970	0.325159025543	0.349481990643	312	21	125	9.49826352054
2980	0.324539805595	0.350841836143	314	21	126	9.48693785213
2990	0.323262667677	0.350157477907	315	21	126	9.48054351773
