time	time_seconds	lambda1_nats_per_second	full_sscs_lz76_nats_per_second	full_sscs_lz76_bits_per_second	n_symbols_total	n_symbols_discarded	n_symbols_used	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10000	10	0.290268101222	NaN	NaN	1	105	0	0	0	NaN
20000	20	0.381030847014	NaN	NaN	2	105	0	0	0	NaN
30000	30	0.260432318114	NaN	NaN	3	105	0	0	0	NaN
40000	40	0.294034648124	NaN	NaN	4	105	0	0	0	NaN
50000	50	0.375119521801	NaN	NaN	5	105	0	0	0	NaN
60000	60	0.247663442438	NaN	NaN	6	105	0	0	0	NaN
70000	70	0.242782418448	NaN	NaN	7	105	0	0	0	NaN
80000	80	0.219911012957	NaN	NaN	8	105	0	0	0	NaN
90000	90	0.236794356697	NaN	NaN	9	105	0	0	0	NaN
100000	100	0.302346258089	NaN	NaN	10	105	0	0	0	NaN
110000	110	0.233175711642	NaN	NaN	12	105	0	0	0	NaN
120000	120	0.244264414586	NaN	NaN	13	105	0	0	0	NaN
130000	130	0.23760944661	NaN	NaN	14	105	0	0	0	NaN
140000	140	0.247438294598	NaN	NaN	15	105	0	0	0	NaN
150000	150	0.227375474625	NaN	NaN	16	105	0	0	0	NaN
160000	160	0.221803283224	NaN	NaN	17	105	0	0	0	NaN
170000	170	0.285225693575	NaN	NaN	18	105	0	0	0	NaN
180000	180	0.239009230954	NaN	NaN	19	105	0	0	0	NaN
190000	190	0.237040911271	NaN	NaN	19	105	0	0	0	NaN
200000	200	0.234535064395	NaN	NaN	21	105	0	0	0	NaN
210000	210	0.229777811625	NaN	NaN	22	105	0	0	0	NaN
220000	220	0.213589292673	NaN	NaN	22	105	0	0	0	NaN
230000	230	0.214712956932	NaN	NaN	24	105	0	0	0	NaN
240000	240	0.22287486963	NaN	NaN	25	105	0	0	0	NaN
250000	250	0.21453508175	NaN	NaN	26	105	0	0	0	NaN
260000	260	0.213143687939	NaN	NaN	27	105	0	0	0	NaN
270000	270	0.222420189559	NaN	NaN	27	105	0	0	0	NaN
280000	280	0.221815549964	NaN	NaN	28	105	0	0	0	NaN
290000	290	0.216329703636	NaN	NaN	30	105	0	0	0	NaN
300000	300	0.217689347986	NaN	NaN	31	105	0	0	0	NaN
310000	310	0.222251902248	NaN	NaN	32	105	0	0	0	NaN
320000	320	0.211240050632	NaN	NaN	33	105	0	0	0	NaN
330000	330	0.219470852469	NaN	NaN	34	105	0	0	0	NaN
340000	340	0.212900548945	NaN	NaN	34	105	0	0	0	NaN
350000	350	0.217526672865	NaN	NaN	36	105	0	0	0	NaN
360000	360	0.214578036458	NaN	NaN	36	105	0	0	0	NaN
370000	370	0.212691461909	NaN	NaN	37	105	0	0	0	NaN
380000	380	0.222507358552	NaN	NaN	38	105	0	0	0	NaN
390000	390	0.209633661586	NaN	NaN	39	105	0	0	0	NaN
400000	400	0.213180997303	NaN	NaN	41	105	0	0	0	NaN
410000	410	0.210593485781	NaN	NaN	42	105	0	0	0	NaN
420000	420	0.212730364712	NaN	NaN	43	105	0	0	0	NaN
430000	430	0.219063292388	NaN	NaN	44	105	0	0	0	NaN
440000	440	0.212160203337	NaN	NaN	45	105	0	0	0	NaN
450000	450	0.216716883853	NaN	NaN	46	105	0	0	0	NaN
460000	460	0.214429921041	NaN	NaN	47	105	0	0	0	NaN
470000	470	0.220170479142	NaN	NaN	49	105	0	0	0	NaN
480000	480	0.225332266366	NaN	NaN	49	105	0	0	0	NaN
490000	490	0.221651290443	NaN	NaN	50	105	0	0	0	NaN
500000	500	0.215382920018	NaN	NaN	51	105	0	0	0	NaN
510000	510	0.223734507797	NaN	NaN	51	105	0	0	0	NaN
520000	520	0.223853568626	NaN	NaN	53	105	0	0	0	NaN
530000	530	0.222299259182	NaN	NaN	54	105	0	0	0	NaN
540000	540	0.223040602833	NaN	NaN	55	105	0	0	0	NaN
550000	550	0.216430889008	NaN	NaN	56	105	0	0	0	NaN
560000	560	0.215782231532	NaN	NaN	57	105	0	0	0	NaN
570000	570	0.211761736297	NaN	NaN	58	105	0	0	0	NaN
580000	580	0.220448816241	NaN	NaN	59	105	0	0	0	NaN
590000	590	0.219679995933	NaN	NaN	60	105	0	0	0	NaN
600000	600	0.218106191941	NaN	NaN	61	105	0	0	0	NaN
610000	610	0.21905561922	NaN	NaN	62	105	0	0	0	NaN
620000	620	0.218949933259	NaN	NaN	64	105	0	0	0	NaN
630000	630	0.219701376123	NaN	NaN	65	105	0	0	0	NaN
640000	640	0.216748161691	NaN	NaN	66	105	0	0	0	NaN
650000	650	0.218476344836	NaN	NaN	67	105	0	0	0	NaN
660000	660	0.215340260792	NaN	NaN	68	105	0	0	0	NaN
670000	670	0.227580469527	NaN	NaN	68	105	0	0	0	NaN
680000	680	0.21754805203	NaN	NaN	69	105	0	0	0	NaN
690000	690	0.216695901067	NaN	NaN	71	105	0	0	0	NaN
700000	700	0.217290974648	NaN	NaN	72	105	0	0	0	NaN
710000	710	0.216159940057	NaN	NaN	73	105	0	0	0	NaN
720000	720	0.217671828358	NaN	NaN	74	105	0	0	0	NaN
730000	730	0.218358518364	NaN	NaN	75	105	0	0	0	NaN
740000	740	0.220364389941	NaN	NaN	76	105	0	0	0	NaN
750000	750	0.220688176668	NaN	NaN	77	105	0	0	0	NaN
760000	760	0.222366622865	NaN	NaN	77	105	0	0	0	NaN
770000	770	0.218308678623	NaN	NaN	78	105	0	0	0	NaN
780000	780	0.21877791647	NaN	NaN	80	105	0	0	0	NaN
790000	790	0.217350337597	NaN	NaN	81	105	0	0	0	NaN
800000	800	0.217179891688	NaN	NaN	82	105	0	0	0	NaN
810000	810	0.216785564111	NaN	NaN	84	105	0	0	0	NaN
