time	time_seconds	lambda1_nats_per_second	binary_sign_lz76_nats_per_second	n_symbols	binary_lz76_phrase_count	mean_event_interval_seconds
10000	10	0.680969754797	NaN	1	0	NaN
20000	20	0.777076058225	0.0744815026529	2	2	9.30629962972
30000	30	0.374073383007	0.0929600445615	3	3	11.8181127586
40000	40	0.27513970953	0.139875952208	5	4	9.20494416391
50000	50	0.302694069742	0.133244678798	6	4	8.96475809462
60000	60	0.321628130633	0.162128091187	7	5	8.57307213439
70000	70	0.311310214295	0.140811115139	8	5	9.22974697177
80000	80	0.299517915077	0.136654751534	9	5	8.93258600259
90000	90	0.263822958953	0.145044426484	10	6	9.5250199493
100000	100	0.262277699294	0.137990665346	11	6	9.47848807595
110000	110	0.248600905208	0.154877540472	12	7	9.35919355785
120000	120	0.25716034468	0.147605133639	14	7	8.93958517756
130000	130	0.260282717363	0.162550828605	15	8	8.88518042624
140000	140	0.246746926859	0.159238140307	16	8	8.70579346409
150000	150	0.244032933696	0.148998152275	18	8	8.62164832625
160000	160	0.241773608709	0.148998152275	18	8	8.62164832625
170000	170	0.223069543106	0.156002563796	19	9	8.94045725502
180000	180	0.21417777356	0.148652373245	21	9	8.77749410902
190000	190	0.230876592268	0.148652373245	21	9	8.77749410902
200000	200	0.245880095244	0.140099893415	22	9	9.02582676159
210000	210	0.233511305006	0.146767471469	23	10	9.28855925029
220000	220	0.22260865169	0.146767471469	23	10	9.28855925029
230000	230	0.223325825199	0.13614099156	25	10	9.45747724618
240000	240	0.228115566228	0.13614099156	25	10	9.45747724618
250000	250	0.22163376941	0.140908404245	27	11	9.52922829559
260000	260	0.226931581696	0.140908404245	27	11	9.52922829559
270000	270	0.215214745197	0.147358976561	28	12	9.69121583594
280000	280	0.217967525986	0.142069637339	30	12	9.57614151867
290000	290	0.220972998999	0.142069637339	30	12	9.57614151867
300000	300	0.231690248943	0.147904371811	31	13	9.73642044948
310000	310	0.214721827216	0.143618840794	33	13	9.59074771842
320000	320	0.211387658568	0.141249440129	34	13	9.54562592959
330000	330	0.210761636498	0.149711958552	35	14	9.49916919366
340000	340	0.219673709587	0.147079664009	36	14	9.47507398578
350000	350	0.2228177677	0.142869084151	37	14	9.56325346634
360000	360	0.221205366958	0.150792000169	38	15	9.52231731104
370000	370	0.214997778254	0.148589224368	39	15	9.48293644835
380000	380	0.222732555411	0.145663420427	40	15	9.49675485609
390000	390	0.228417481796	0.143426027093	41	15	9.47264561656
400000	400	0.232353029904	0.147989359791	43	16	9.45687125136
410000	410	0.231631631538	0.147989359791	43	16	9.45687125136
420000	420	0.220598874746	0.143839039444	44	16	9.56672794194
430000	430	0.226772124864	0.141530857965	45	16	9.56314414976
440000	440	0.214923510949	0.14640106882	46	17	9.6647702193
450000	450	0.220047180002	0.144640888582	47	17	9.62802837422
460000	460	0.217831436009	0.149891448029	49	18	9.53789086417
470000	470	0.218026952909	0.148098680227	50	18	9.50939116941
480000	480	0.218969378109	0.14691169582	51	18	9.44583177497
490000	490	0.219324971084	0.145654932184	52	18	9.39026361669
500000	500	0.227114587318	0.150655871645	53	19	9.4474392527
510000	510	0.229091254242	0.147689544953	54	19	9.50325511695
520000	520	0.228298371763	0.146183563354	55	19	9.46995292925
530000	530	0.217463372386	0.142864008962	56	19	9.55975079775
540000	540	0.225745617907	0.141353814856	57	19	9.53411662301
550000	550	0.224376113913	0.145714816238	58	20	9.60885652132
560000	560	0.226562149806	0.144592559866	59	20	9.55938593214
570000	570	0.227100870905	0.142868470529	60	20	9.55271317517
580000	580	0.227260966155	0.141201481044	61	20	9.54542039137
590000	590	0.236340411937	0.147146006317	62	21	9.50009036069
600000	600	0.22512284684	0.144172482614	63	21	9.57911581847
610000	610	0.23063310382	0.142711504527	64	21	9.56218292454
620000	620	0.2305783183	0.147816024785	65	22	9.55829748199
630000	630	0.234102454621	0.146496954795	66	22	9.53297345077
640000	640	0.229131023368	0.14378622288	67	22	9.60206972588
650000	650	0.22910182434	0.142322403964	68	22	9.5918478593
660000	660	0.227214738862	0.14115585385	69	22	9.56393189275
670000	670	0.228181357466	0.146224562652	70	23	9.54650932542
680000	680	0.218909481673	0.143607206712	71	23	9.61559075482
690000	690	0.21559952062	0.141500909301	73	23	9.55321487134
700000	700	0.215212390576	0.146452887081	74	24	9.53148163226
710000	710	0.215827522015	0.1452051862	75	24	9.51478547348
720000	720	0.216644802277	0.144120599766	76	24	9.4892749851
730000	730	0.215626392777	0.141708062231	77	24	9.55424382302
740000	740	0.216320463559	0.146602649433	78	25	9.52493723406
750000	750	0.219850188794	0.14520178178	79	25	9.52286290994
760000	760	0.215730593318	0.143254039854	80	25	9.55912534636
770000	770	0.216788181553	0.141716424093	81	25	9.57060182808
780000	780	0.218387568948	0.141716424093	81	25	9.57060182808
790000	790	0.215868958879	0.139535681701	82	25	9.62844735661
800000	800	0.216234919072	0.142842357872	84	26	9.60109672867
810000	810	0.215093944548	0.141971319989	85	26	9.57185310203
820000	820	0.220120386687	0.140892990065	86	26	9.55805633377
830000	830	0.216573463133	0.139846892448	87	26	9.54357429407
840000	840	0.215918829988	0.143411658381	89	27	9.4951914039
850000	850	0.213278980158	0.142433561535	90	27	9.47770235152
860000	860	0.215010755085	0.14167148301	91	27	9.44711566586
870000	870	0.216381041476	0.140509775818	92	27	9.44451473138
880000	880	0.216256314305	0.144241223103	93	28	9.46091263986
890000	890	0.216715082236	0.142287043159	95	28	9.43301135907
900000	900	0.216374708406	0.14123756076	96	28	9.42573785154
910000	910	0.214888312336	0.14123756076	96	28	9.42573785154
920000	920	0.215378131301	0.139417781936	97	28	9.4717840829
930000	930	0.22237074562	0.138001157664	98	28	9.49260665897
940000	940	0.218735170501	0.142124957256	99	29	9.47085743853
950000	950	0.216077930344	0.140554861657	100	29	9.50162333903
960000	960	0.21692469041	0.138674406962	102	29	9.48223453517
