time_since_ttr1e6_seconds	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10	-0.041951070581	NaN	1	0	0	NaN
20	0.13523658211	0.0990664871005	2	2	2	10.094230948
30	0.227761177663	0.166485025636	3	3	3	9.520150504
40	0.305116619936	0.22053575526	4	4	4	9.068824226
50	0.257421663418	0.22131121745	5	5	5	10.4916873245
60	0.318539240934	0.245529855862	6	6	6	10.5280984736
70	0.370958032355	0.245529855862	6	6	6	10.5280984736
80	0.370776423829	0.290976923135	8	7	8	10.3100959611
90	0.311953103335	0.281071226466	9	7	8	10.0249006197
100	0.336078109007	0.29800160634	10	7	9	10.0326146631
110	0.347993088229	0.285204079318	11	7	9	9.9242761828
120	0.364891973395	0.305931778444	12	7	10	9.76514687618
130	0.346501942308	0.279638351093	13	7	10	10.1791906573
140	0.358812786257	0.279638351093	13	7	10	10.1791906573
150	0.339752346925	0.285833063337	14	8	11	10.4658751445
160	0.339841736829	0.295799867599	16	9	12	10.1419923692
170	0.350823529353	0.295799867599	16	9	12	10.1419923692
180	0.353478320824	0.302680112988	17	10	13	10.3267665911
190	0.356703230331	0.314963579052	18	11	14	10.2973017099
200	0.372322593059	0.328553397313	19	11	15	10.2072509727
210	0.369457213605	0.334107754067	20	12	16	10.3485849515
220	0.358790071018	0.345713221932	21	13	17	10.2850724449
230	0.361509938388	0.350051677792	23	13	18	10.1133036826
240	0.36419971689	0.350051677792	23	13	18	10.1133036826
250	0.360846758508	0.351045290718	25	13	19	10.0537759587
260	0.351839657763	0.345684666316	26	13	19	9.93661869272
270	0.352210770166	0.356650304188	27	13	20	9.87560882223
280	0.345765921605	0.363888713993	29	13	21	9.66737403921
290	0.358588730261	0.352516370884	30	14	21	9.74372738579
300	0.360634308091	0.364298940135	31	14	22	9.6510883376
310	0.356552674853	0.358138188028	32	14	22	9.59825038187
320	0.364374540067	0.353794489767	33	14	22	9.50531879431
330	0.363727165871	0.356158696581	34	14	23	9.66288065933
340	0.350518754665	0.344489294364	35	14	23	9.78454701494
350	0.350690835869	0.355195410158	36	14	24	9.7034380768
360	0.347617692762	0.349964844997	37	14	24	9.65555521967
370	0.350055709435	0.346213439363	38	14	24	9.57351783022
380	0.348384359737	0.34847910497	40	14	25	9.54491965764
390	0.348613874764	0.343257712275	41	14	25	9.5170476467
400	0.352738264068	0.338112984851	42	14	25	9.49301829702
410	0.356457818256	0.338112984851	42	14	25	9.49301829702
420	0.344096688387	0.338462002444	44	14	26	9.53143263158
430	0.343643579106	0.346096767176	45	14	27	9.52078196132
440	0.346594551207	0.34163261935	46	14	27	9.4899916744
450	0.34286278621	0.34793096651	48	14	28	9.3636241257
460	0.344137112786	0.34793096651	48	14	28	9.3636241257
470	0.352884151065	0.347168694947	50	14	29	9.42895093282
480	0.346661213962	0.347168694947	50	14	29	9.42895093282
490	0.351495175945	0.339950528077	51	14	29	9.48813576296
500	0.354224359014	0.345933099285	52	14	30	9.50679547231
510	0.339966343901	0.337748124444	53	14	30	9.59951777842
520	0.339307356816	0.345320605012	54	14	31	9.56714330468
530	0.338690691753	0.342057667882	55	14	31	9.52641870589
540	0.335281449912	0.337880586116	56	14	31	9.51456192669
550	0.336264242031	0.341464503205	57	14	32	9.58988383711
560	0.334371229431	0.334135511727	58	15	32	9.67269087277
570	0.339852114615	0.340479066189	59	15	33	9.66371269721
580	0.335630852459	0.340479066189	59	15	33	9.66371269721
590	0.334946563921	0.330734454339	61	15	33	9.70092965013
600	0.323803102302	0.337439600443	62	15	34	9.67641149407
610	0.339427962131	0.337439600443	62	15	34	9.67641149407
620	0.333586916552	0.338436436126	64	15	35	9.69532133584
630	0.326667405673	0.335661165522	65	15	35	9.660972942
640	0.327779173515	0.332429851584	66	15	35	9.64221625274
650	0.321788176192	0.326285487728	67	15	35	9.71190163633
660	0.321586460912	0.332129457177	68	15	36	9.70336829728
670	0.32364074243	0.32870150301	69	15	36	9.69589797776
680	0.329932211584	0.333725405583	70	15	37	9.70787307823
690	0.333786012707	0.330364488521	71	16	37	9.7007938384
700	0.32944051956	0.336867284323	72	16	38	9.6665644242
710	0.338318554849	0.333978237669	73	16	38	9.64763595914
720	0.328662067408	0.32830432328	74	16	38	9.71244661942
730	0.330409050361	0.33426343774	75	16	39	9.68991924741
740	0.330588144629	0.330754519938	76	16	39	9.69351327344
750	0.334279865546	0.337244700336	77	16	40	9.65314955103
760	0.336908532269	0.331598454006	78	16	40	9.72044094361
770	0.334815439178	0.336825498917	79	16	41	9.71298914164
780	0.335559106796	0.341235401142	81	16	42	9.63361251535
790	0.333843875789	0.338555404856	82	16	42	9.61823996195
800	0.334479874589	0.34410104829	83	16	43	9.59814359205
810	0.334319376719	0.339714227998	85	16	43	9.5444862195
820	0.338730598765	0.339714227998	85	16	43	9.5444862195
830	0.334520027183	0.334585546302	86	16	43	9.60332092304
