time	time_seconds	lambda1_bits_per_second	lz76_measurement_window_bits_per_second	n_symbols	lz76_phrase_count	alphabet_size	lz76_elapsed_seconds	lz76_mean_event_interval_seconds
10000	10	0.829432351801	NaN	1	0	0	NaN	NaN
20000	20	0.585001839541	0.11911100266	2	2	2	16.7910600644	8.3955300322
30000	30	0.398851521226	0.163244405361	3	3	3	29.1274147598	9.70913825327
40000	40	0.430900785426	0.163244405361	3	3	3	29.1274147598	9.70913825327
50000	50	0.403989560392	0.235906250694	5	5	5	49.2129413285	9.8425882657
60000	60	0.417822501629	0.264219404568	6	6	5	58.7003631685	9.78339386142
70000	70	0.397914867333	0.264219404568	6	6	5	58.7003631685	9.78339386142
80000	80	0.344754245359	0.230477813864	7	6	5	73.0835183219	10.4405026174
90000	90	0.354116760516	0.287370798133	9	8	6	88.2462664137	9.80514071263
100000	100	0.337203542989	0.276141003939	10	8	7	96.2386041189	9.62386041189
110000	110	0.348017503688	0.295378713618	11	9	7	105.406663149	9.58242392264
120000	120	0.348961171606	0.281964965876	12	9	7	114.427912724	9.53565939367
130000	130	0.348166476962	0.305645108792	13	10	7	121.069816323	9.31306279408
140000	140	0.346211607255	0.336946812127	15	12	8	139.139726093	9.27598173953
150000	150	0.353013994358	0.329309770522	16	12	8	145.759416503	9.10996353144
160000	160	0.35181607469	0.332370802316	17	13	9	159.872698101	9.40427635888
170000	170	0.354134062913	0.351304831371	18	14	9	166.177475534	9.23208197411
180000	180	0.377237113302	0.344150503301	19	14	9	172.805166977	9.09500878826
190000	190	0.388583505764	0.329242751325	20	14	10	183.77623527	9.1888117635
200000	200	0.357495695794	0.33589325132	21	15	10	196.147916288	9.3403769661
210000	210	0.355221170945	0.327706443939	22	15	10	204.120106628	9.27818666491
220000	220	0.338032175575	0.335379257066	24	16	10	218.735650658	9.11398544408
230000	230	0.352242986202	0.326378316084	25	16	10	227.655133245	9.1062053298
240000	240	0.332770578993	0.340023063077	26	17	10	235.006044841	9.03869403235
250000	250	0.386424998932	0.330605770143	27	17	10	244.499929635	9.05555294944
260000	260	0.338737212128	0.336977182237	28	18	10	256.790053328	9.17107333314
270000	270	0.341417288215	0.325717555155	29	18	11	268.464676	9.25740262069
280000	280	0.354022712328	0.335048962986	30	19	11	278.260587604	9.27535292013
290000	290	0.362125872599	0.335048962986	30	19	11	278.260587604	9.27535292013
300000	300	0.365924890365	0.322835666401	31	19	12	291.57165609	9.40553729323
310000	310	0.354920582859	0.327355454158	32	20	12	305.478337782	9.54619805569
320000	320	0.366916551787	0.318420426063	33	20	13	316.8386012	9.60116973333
330000	330	0.353598339594	0.327245091674	34	21	14	326.47310039	9.60215001147
340000	340	0.364175131524	0.337413259511	35	22	14	334.439217167	9.55540620477
350000	350	0.388187264556	0.331472905308	36	22	14	343.130156976	9.53139324933
360000	360	0.377649841718	0.321695710545	37	22	15	356.262052266	9.6287041153
370000	370	0.375771977394	0.329068597653	38	23	16	366.79991245	9.652629275
380000	380	0.375008420899	0.338550838664	39	24	16	374.684209182	9.60728741492
390000	390	0.372843648139	0.334341589505	40	24	16	382.02329081	9.55058227025
400000	400	0.365715719411	0.32862042987	41	24	16	391.275880692	9.54331416322
410000	410	0.366233893033	0.333875905391	42	25	16	403.766589301	9.61349022145
420000	420	0.371123625146	0.328357016644	43	25	16	413.137566707	9.60785038853
430000	430	0.389221169451	0.337448022873	44	26	16	420.643217512	9.56007312527
440000	440	0.378160456828	0.329638524719	45	26	17	433.165937223	9.62590971607
450000	450	0.37986997163	0.337786266285	46	27	17	441.510468894	9.59805367161
460000	460	0.380430781957	0.340025846246	48	28	17	459.903127209	9.58131515019
