time	time_seconds	lambda1_nat_per_timeunit	lambda1_nats_per_second	lambda1_bits_per_second	lz76_nats_per_second	lz76_bits_per_second	lz76_alphabet_units_per_second	lz76_alphabet_size	n_symbols	last_symbol_time	last_symbol_time_seconds	lz76_phrase_count
10000	10	0.000381068195196	0.381068195196	0.549765195449	NaN	NaN	NaN	0	1	2686.17820329	2.68617820329	0
20000	20	0.000350032420642	0.350032420642	0.504990037411	NaN	NaN	NaN	1	2	11048.2366738	11.0482366738	0
30000	30	0.000198311617811	0.198311617811	0.286103187566	0.0644049728211	0.0929167348976	0.0929167348976	2	3	25430.0180145	25.4300180145	2
40000	40	0.000206589795869	0.206589795869	0.298046073998	0.138361325013	0.199613197447	0.125941905475	3	5	39909.0171672	39.9090171672	4
50000	50	0.000203763579811	0.203763579811	0.293968706107	0.132184407089	0.19070178859	0.120319432481	3	6	47869.5072784	47.8695072784	4
60000	60	0.000231643515523	0.231643515523	0.334190951099	0.152850804788	0.220517098064	0.13913079834	3	7	57246.6689778	57.2466689778	5
70000	70	0.000201081305397	0.201081305397	0.290099002112	0.135913398721	0.196081586325	0.12371370694	3	8	69622.6011791	69.6226011791	5
80000	80	0.000212525817218	0.212525817218	0.306609942562	0.151701936613	0.218859631644	0.109429815822	4	9	79933.2545478	79.9332545478	6
90000	90	0.000243576572738	0.243576572738	0.351406713566	0.169989543103	0.245243070838	0.10562044164	5	10	88022.5219634	88.0225219634	7
100000	100	0.000242367475443	0.242367475443	0.349662354894	0.169989543103	0.245243070838	0.10562044164	5	10	88022.5219634	88.0225219634	7
110000	110	0.000245660100516	0.245660100516	0.354412608758	0.19237907909	0.277544343374	0.107368808366	6	12	109249.116116	109.249116116	9
120000	120	0.00026091120579	0.26091120579	0.376415302705	0.19237907909	0.277544343374	0.107368808366	6	12	109249.116116	109.249116116	9
130000	130	0.000219401583006	0.219401583006	0.316529575766	0.192639429381	0.277919949448	0.0989970834341	7	14	129895.506144	129.895506144	10
140000	140	0.000237408354234	0.237408354234	0.342507855319	0.188823584454	0.272414848895	0.0970361270513	7	15	136541.995438	136.541995438	10
150000	150	0.000235853521868	0.235853521868	0.340264706375	0.188823584454	0.272414848895	0.0970361270513	7	15	136541.995438	136.541995438	10
160000	160	0.000248424226488	0.248424226488	0.35840039959	0.174917959533	0.252353272781	0.0898900494549	7	16	151287.381535	151.287381535	10
170000	170	0.000233422228313	0.233422228313	0.336757091221	0.179921452456	0.259571787208	0.092461336174	7	17	165713.380857	165.713380857	11
180000	180	0.000227394291972	0.227394291972	0.328060617355	0.192328946859	0.277472017853	0.0924906726176	8	18	173006.596032	173.006596032	12
190000	190	0.000233280578033	0.233280578033	0.336552733064	0.202570696882	0.292247739822	0.0974159132739	8	19	181700.671136	181.700671136	13
200000	200	0.000227351525124	0.227351525124	0.327998917835	0.191786500999	0.276689433901	0.0922298113004	8	20	195594.925094	195.594925094	13
210000	210	0.000229422340547	0.229422340547	0.330986472976	0.185131831412	0.267088775088	0.0842571275241	9	21	206292.910967	206.292910967	13
220000	220	0.00023986078866	0.23986078866	0.346045970303	0.196497102768	0.283485395713	0.089429685429	9	22	212905.905361	212.905905361	14
230000	230	0.000234123830749	0.234123830749	0.337769289575	0.19016193574	0.274345681657	0.0865464266607	9	23	223489.34348	223.48934348	14
240000	240	0.000234339944704	0.234339944704	0.338081076107	0.199722414456	0.28813853689	0.0908975880371	9	24	231426.271977	231.426271977	15
250000	250	0.000217741522553	0.217741522553	0.314134614783	0.195302312909	0.281761678308	0.0888859131303	9	25	240019.833846	240.019833846	15
260000	260	0.000225068583317	0.225068583317	0.324705329011	0.199425806952	0.287710622715	0.0907625961449	9	26	254030.589889	254.030589889	16
270000	270	0.00022684210695	0.22684210695	0.327263982761	0.206182471898	0.297458429726	0.0895439098106	10	27	264367.346734	264.367346734	17
280000	280	0.000219231113457	0.219231113457	0.316283640193	0.209666582776	0.302484939211	0.0910570399391	10	28	278541.05668	278.54105668	18
290000	290	0.00021389489736	0.21389489736	0.308585107693	0.206182301191	0.297458183448	0.0895438356735	10	29	286518.878266	286.518878266	18
300000	300	0.0002162402896	0.2162402896	0.311968793446	0.214076551964	0.308847179889	0.0929722652228	10	30	294491.413309	294.491413309	19
310000	310	0.000207556146898	0.207556146898	0.299440223835	0.210637482755	0.303885651796	0.0914786964424	10	31	302447.902586	302.447902586	19
320000	320	0.000229171819259	0.229171819259	0.330625047156	0.206633759956	0.298109500769	0.089739901724	10	32	311402.437707	311.402437707	19
330000	330	0.000213595715066	0.213595715066	0.308153478881	0.210338069815	0.303453690233	0.091348663055	10	33	325076.964603	325.076964603	20
340000	340	0.000215028154993	0.215028154993	0.31022005286	0.210338069815	0.303453690233	0.091348663055	10	33	325076.964603	325.076964603	20
350000	350	0.000223139873447	0.223139873447	0.321922788847	0.202930883181	0.292767378808	0.0846287515068	11	34	340007.337501	340.007337501	20
360000	360	0.000232084503714	0.232084503714	0.334827162576	0.208005197822	0.300088067378	0.083707449469	12	35	351375.06297	351.37506297	21
370000	370	0.000218213414734	0.218213414734	0.314815411292	0.211107934789	0.304564370612	0.0849560826788	12	36	365758.691241	365.758691241	22
380000	380	0.000217943372113	0.217943372113	0.314425822142	0.208180125015	0.300340433971	0.08377784535	12	37	373966.394315	373.966394315	22
390000	390	0.000219302488042	0.219302488042	0.316386611953	0.212480592497	0.30654469708	0.0855084807773	12	39	389080.789117	389.080789117	23
400000	400	0.000220178574874	0.220178574874	0.317650538081	0.217798482021	0.314216789925	0.0876485569546	12	40	399014.83222	399.01483222	24
410000	410	0.000216548082687	0.216548082687	0.312412845006	0.214976817964	0.310145989182	0.0865130358044	12	41	407157.377198	407.157377198	24
420000	420	0.000221692127223	0.221692127223	0.319834132549	0.214976817964	0.310145989182	0.0865130358044	12	41	407157.377198	407.157377198	24
430000	430	0.000213339587861	0.213339587861	0.307783965432	0.224617933548	0.324055178825	0.0903929061349	12	43	427928.221328	427.928221328	26
440000	440	0.000238233526559	0.238233526559	0.343698327341	0.224617933548	0.324055178825	0.0903929061349	12	43	427928.221328	427.928221328	26
450000	450	0.000223052037554	0.223052037554	0.321796068439	0.225426268092	0.325221359063	0.0878872198535	13	45	448489.9906	448.4899906	27
460000	460	0.00022701852621	0.22701852621	0.327518501954	0.225426268092	0.325221359063	0.0878872198535	13	45	448489.9906	448.4899906	27
