time	time_seconds	lambda1_nats_per_second	binary_sign_lz76_nats_per_second	n_symbols	binary_lz76_phrase_count	mean_event_interval_seconds
10000	10	0.666422208631	NaN	1	0	NaN
20000	20	0.80183165675	0.075011165529	2	2	9.24058672695
30000	30	0.427259352782	0.097200795445	3	3	11.3025030674
40000	40	0.381906718213	0.105125929642	4	3	9.89024091758
50000	50	0.310742488666	0.132454081056	6	4	9.01826733683
60000	60	0.330049642237	0.125406682	7	4	8.86674169883
70000	70	0.328955122603	0.135501433103	8	5	9.59141858349
80000	80	0.305042715918	0.12816104004	9	5	9.52458188827
90000	90	0.31462888563	0.14733230302	10	6	9.37710893999
100000	100	0.288384005245	0.143390079932	11	6	9.12157156684
110000	110	0.288430362813	0.154745346878	13	7	8.92515739545
120000	120	0.272955691641	0.170514542381	14	8	8.8440125911
130000	130	0.25485081108	0.163851702258	15	8	8.81463799695
140000	140	0.245939955572	0.151053679388	16	8	9.17749482656
150000	150	0.241473133779	0.163533911102	17	9	9.17202105765
160000	160	0.239369251455	0.15884213351	18	9	9.09825275584
170000	170	0.231476967068	0.155438465321	19	9	8.97290288096
180000	180	0.230633595883	0.163181802597	21	10	8.88440111777
190000	190	0.231394054451	0.158577493479	22	10	8.86014317768
200000	200	0.232126995443	0.170425144278	23	11	8.79907830842
210000	210	0.229472464357	0.166224588226	24	11	8.76289134549
220000	220	0.234560530376	0.15855221617	26	11	8.69382649885
230000	230	0.248967854673	0.15855221617	26	11	8.69382649885
240000	240	0.239607261259	0.165012248148	27	12	8.8770161084
250000	250	0.239594610592	0.157434509512	29	12	8.85043435544
260000	260	0.244408245585	0.157434509512	29	12	8.85043435544
270000	270	0.236128596403	0.151016409557	30	12	9.00881537743
280000	280	0.237589459147	0.158219126053	32	13	8.89876746027
290000	290	0.234478214691	0.154135801517	33	13	8.93635389126
300000	300	0.240046162762	0.150794945876	34	13	8.94137605474
310000	310	0.241127209398	0.159600327646	35	14	8.91062847783
320000	320	0.237842632785	0.156955075747	36	14	8.8789145025
330000	330	0.241319790402	0.154119853254	37	14	8.86513473376
340000	340	0.226699102535	0.148687205166	38	14	9.01330629293
350000	350	0.22645575758	0.146368017116	39	14	8.98505506456
360000	360	0.226720164594	0.152064359614	41	15	8.93453226183
370000	370	0.230693021615	0.152064359614	41	15	8.93453226183
380000	380	0.235047759159	0.148101759957	42	15	9.01327578362
390000	390	0.227827846927	0.1436862469	43	15	9.13133010498
400000	400	0.225432950831	0.141014245126	44	15	9.14847040292
410000	410	0.227733239793	0.148847017902	45	16	9.09309447671
420000	420	0.228206305485	0.146387336973	46	16	9.09710759712
430000	430	0.230528261958	0.142186749796	47	16	9.21807796536
440000	440	0.233119286034	0.140332015607	48	16	9.19533815139
450000	450	0.23027583744	0.146417790529	50	17	9.08419541807
460000	460	0.227226482471	0.144324426796	51	17	9.08098908369
470000	470	0.230103482151	0.142811299492	52	17	9.04517190687
480000	480	0.235100700386	0.140887236901	53	17	9.03907186395
490000	490	0.230969963868	0.145879660136	54	18	9.11478233237
500000	500	0.239258597402	0.144068963213	55	18	9.10321578899
510000	510	0.234746933718	0.142111657266	56	18	9.10455249304
520000	520	0.238817634936	0.140047812523	57	18	9.11655104742
530000	530	0.239750300243	0.144869449956	58	19	9.18168133136
540000	540	0.241220845452	0.143290023768	59	19	9.16396860032
550000	550	0.237156095249	0.140023517543	60	19	9.25946203504
560000	560	0.238411119303	0.138488480438	61	19	9.24579515622
570000	570	0.235540085019	0.138488480438	61	19	9.24579515622
580000	580	0.235507929333	0.135591730601	62	19	9.32775902599
590000	590	0.235085870244	0.139433388046	64	20	9.32094516069
600000	600	0.234334888369	0.138132690861	65	20	9.29850019046
610000	610	0.231688679318	0.143832158789	66	21	9.26824692473
620000	620	0.235494557563	0.14221698186	67	21	9.26674658834
630000	630	0.231003047001	0.139872686768	68	21	9.31620956172
640000	640	0.231200124449	0.138370140487	69	21	9.31299994027
