time	time_seconds	lambda1_bits_per_second	lz76_measurement_window_bits_per_second	n_symbols	lz76_phrase_count	alphabet_size	lz76_elapsed_seconds	lz76_mean_event_interval_seconds
10000	10	0.721688311448	NaN	1	0	0	NaN	NaN
20000	20	0.467606671167	NaN	1	0	0	NaN	NaN
30000	30	0.429673548143	0.0892145087762	2	2	2	22.4178782962	11.2089391481
40000	40	0.343897408361	0.214844237279	4	4	3	37.2362791822	9.30906979555
50000	50	0.436226302753	0.214844237279	4	4	3	37.2362791822	9.30906979555
60000	60	0.346813282223	0.17983524847	5	4	3	51.6456726841	10.3291345368
70000	70	0.428505663353	0.210383897031	6	5	3	61.4344191071	10.2390698512
80000	80	0.356226862284	0.190769552049	7	5	3	73.5797429909	10.5113918558
90000	90	0.314739863522	0.203630695675	8	6	4	88.3953175151	11.0494146894
100000	100	0.353267270866	0.229382659584	9	7	4	96.73562531	10.7484028122
110000	110	0.368143513026	0.223183273521	10	7	5	104.190140674	10.4190140674
120000	120	0.378260124536	0.243906318894	12	8	5	117.584899546	9.79874162883
130000	130	0.398525903089	0.259773756444	13	9	6	128.203702788	9.86182329138
140000	140	0.40795501148	0.280464181734	14	10	7	135.751913079	9.69656521993
150000	150	0.423985597588	0.280464181734	14	10	7	135.751913079	9.69656521993
160000	160	0.405384344366	0.306659883406	16	12	8	156.525201363	9.78282508519
170000	170	0.421179502511	0.300468704003	17	12	8	163.243470756	9.60255710329
180000	180	0.404458307451	0.311363630884	19	13	8	177.3587285	9.33466992105
190000	190	0.408690271097	0.311363630884	19	13	8	177.3587285	9.33466992105
200000	200	0.392259714265	0.285631592248	21	13	8	199.908301623	9.51944293443
210000	210	0.399396593913	0.285631592248	21	13	8	199.908301623	9.51944293443
220000	220	0.416741859613	0.291027750502	22	14	8	214.522644501	9.7510292955
230000	230	0.399533683389	0.299921575467	24	15	8	229.30806963	9.55450290125
240000	240	0.377755148992	0.293343178114	25	15	8	237.461949156	9.49847796624
250000	250	0.395061955587	0.293343178114	25	15	8	237.461949156	9.49847796624
260000	260	0.388988273848	0.298145490134	26	16	8	252.249448605	9.70190186942
270000	270	0.392183093848	0.292033077277	27	16	8	260.512270541	9.64860261263
280000	280	0.373887384943	0.298017552153	28	17	9	274.228927406	9.7938902645
290000	290	0.362169775411	0.309878356485	29	18	9	282.187045601	9.73058777934
300000	300	0.390416960245	0.302993929534	30	18	9	291.504291379	9.71680971263
310000	310	0.371208599603	0.308635986496	31	19	9	304.986242745	9.838265895
320000	320	0.360015198215	0.297939499071	32	19	9	318.856681629	9.96427130091
330000	330	0.35745323111	0.309835115805	33	20	9	325.617973047	9.86721130445
340000	340	0.356357547481	0.303980067095	34	20	9	334.723450118	9.84480735641
350000	350	0.347036285123	0.31419017174	35	21	9	342.833586294	9.79524532269
360000	360	0.341320429671	0.318860546334	37	22	9	359.429773804	9.71431821092
370000	370	0.358569166108	0.318860546334	37	22	9	359.429773804	9.71431821092
380000	380	0.370619280813	0.310671860752	38	22	10	371.628138501	9.77968785529
390000	390	0.360743550372	0.314689676912	39	23	11	386.298820561	9.9050979631
400000	400	0.359891418382	0.323100802599	40	24	11	395.314011138	9.88285027845
410000	410	0.367246555329	0.31803925003	41	24	11	404.293646456	9.86082064527
420000	420	0.354737031966	0.323336185474	42	25	11	416.928081748	9.92685908924
430000	430	0.357062034132	0.319228204461	43	25	11	424.951858802	9.88260136749
440000	440	0.355439828867	0.326426331692	44	26	12	434.846114739	9.88286624407
450000	450	0.362315773246	0.334770690006	45	27	12	442.930154961	9.84289233247
460000	460	0.357990799636	0.327678628914	46	27	13	455.129384873	9.89411706246
470000	470	0.358110270929	0.335704415447	47	28	13	463.289967872	9.85723335898
480000	480	0.349997067787	0.327088348649	48	28	13	478.093917641	9.96028995085
490000	490	0.352973590484	0.334171841911	49	29	13	487.254056321	9.94396033308
500000	500	0.360558713337	0.329516629023	50	29	13	496.702791567	9.93405583134
510000	510	0.360248649111	0.337666762874	51	30	13	503.966569913	9.88169744927
520000	520	0.359555921855	0.34152517993	53	31	13	519.919304714	9.80979820215
530000	530	0.356276132619	0.348855997521	54	32	13	527.886581792	9.77567744059
540000	540	0.357096152663	0.345083979321	55	32	13	536.111561008	9.74748292742
550000	550	0.349040146915	0.352666880556	56	33	13	543.410008123	9.70375014505
