time_since_ttr1e6_seconds	lambda1_bits_per_second	lz76_bits_per_second	n_symbols	alphabet_size	lz76_phrase_count	mean_event_interval_seconds
10	0.543281205222	NaN	1	0	0	NaN
20	0.379229975035	0.0766445863541	2	2	2	13.047235918
30	0.3439722591	0.14306005105	3	3	3	11.079001364
40	0.3090644297	0.195254576205	4	3	4	10.243037776
50	0.312420541513	0.191941793329	5	4	4	9.6776342645
60	0.304841696052	0.226888044611	6	4	5	9.4942658656
70	0.282658782438	0.216845633085	7	4	5	9.247377903
80	0.301134919429	0.276705949974	9	5	7	8.910170611
90	0.329947562234	0.276705949974	9	5	7	8.910170611
100	0.26893682095	0.306780985348	11	6	9	9.2262695108
110	0.297806759782	0.292869038749	12	6	9	9.180628608
120	0.302602266301	0.292869038749	12	6	9	9.180628608
130	0.307350015226	0.289320446837	14	6	10	9.39974778754
140	0.360403557838	0.289320446837	14	6	10	9.39974778754
150	0.304725689558	0.292808371879	15	6	11	9.78473765986
160	0.314998929805	0.282292108705	16	7	11	9.74168216253
170	0.31334378982	0.293408579229	18	7	12	9.47467183224
180	0.317331012652	0.285341170213	19	7	12	9.40243423489
190	0.295585980887	0.297402057458	21	7	13	9.1426860524
200	0.306382904217	0.289060145447	22	7	13	9.11616051276
210	0.303892682731	0.289060145447	22	7	13	9.11616051276
220	0.294402998362	0.294832510468	23	8	14	9.33910744991
230	0.311441360813	0.305601663698	24	9	15	9.37691741687
240	0.304648029426	0.310890034117	25	10	16	9.55986887742
250	0.306442040028	0.325211361133	26	10	17	9.45035997632
260	0.304696351635	0.329961749628	28	10	18	9.36606274326
270	0.302816592603	0.322254150137	29	10	18	9.35689593886
280	0.298176176868	0.315677978824	30	10	18	9.32638497097
290	0.300662330914	0.32715660087	31	10	19	9.2813132666
300	0.29869416153	0.321398880125	32	10	19	9.23696435671
310	0.297895863203	0.32781418972	34	10	20	9.1290288663
320	0.300245704792	0.32367020299	35	10	20	9.05557212171
330	0.307348472422	0.31599770915	36	10	20	9.08924486851
340	0.303081382095	0.31969955501	37	10	21	9.24842317967
350	0.30307372043	0.314808539595	38	10	21	9.21248982535
360	0.29828539027	0.32585042393	39	10	22	9.14993114942
370	0.288288676905	0.320594540086	40	10	22	9.13010075405
380	0.297217040775	0.311230702986	42	10	22	9.07541317215
390	0.303636300812	0.321742407937	43	10	23	9.02094536233
400	0.294439210626	0.321742407937	43	10	23	9.02094536233
410	0.294662087556	0.320950346089	45	10	24	9.12598585336
420	0.298909175603	0.317054881298	46	10	24	9.08946236707
430	0.302794505092	0.323460790178	47	10	25	9.13424015474
440	0.307849312804	0.323460790178	47	10	25	9.13424015474
450	0.298295878177	0.323148545102	49	10	26	9.21939411454
460	0.300207042987	0.33073487547	50	10	27	9.21488046322
470	0.2997749808	0.32768272858	51	10	27	9.16450105096
480	0.302227181649	0.334684616292	52	10	28	9.17122386604
490	0.294541468597	0.326409009869	53	10	28	9.27079551131
500	0.296408988561	0.334269215449	54	10	29	9.2458042494
510	0.29387862341	0.331394298678	55	10	29	9.19856894237
520	0.300170430703	0.326720760469	56	10	29	9.20474175924
530	0.292432633134	0.330258398793	57	10	30	9.29557620318
540	0.293047437018	0.326260434806	58	10	30	9.28702915418
550	0.295698660556	0.333595685003	59	10	31	9.26534839997
560	0.296106819829	0.32887925619	60	10	31	9.27967762319
570	0.300664750337	0.335311907405	61	10	32	9.27854455347
580	0.302881479215	0.330216381712	62	10	32	9.30642375652
590	0.306615016813	0.335416075248	63	11	33	9.33454411239
600	0.312988291711	0.342540141527	64	11	34	9.30547872663
610	0.312953212846	0.336804206	65	12	34	9.35309467387
620	0.316090374211	0.341862810377	66	12	35	9.37616032089
630	0.318300387666	0.346800129597	68	12	36	9.2928870849
640	0.314751823024	0.343676984593	69	12	36	9.27340607953
650	0.314159526503	0.340517164832	70	12	36	9.25710366461
660	0.31185596401	0.345440035332	72	12	37	9.17859998617
670	0.316773671717	0.341518574031	73	12	37	9.18634761511
680	0.315096959485	0.33856864273	74	12	37	9.17015426408
690	0.320708515768	0.343255493504	75	12	38	9.19412758984
700	0.322418564319	0.33833650281	76	12	38	9.23330391717
710	0.333500685976	0.33833650281	76	12	38	9.23330391717
720	0.322630345397	0.341080128312	77	12	39	9.30598538576
730	0.323221141051	0.337394547603	78	13	39	9.31461735751
740	0.327261910063	0.343927966507	79	13	40	9.28039598818
750	0.324328871543	0.338090926162	80	13	40	9.34944952035
760	0.322747154334	0.338090926162	80	13	40	9.34944952035
770	0.329694235383	0.340756449776	81	13	41	9.41745895085
780	0.325517142042	0.337267717407	82	13	41	9.42508232553
790	0.318735945239	0.341148390345	83	13	42	9.45607148961
800	0.324589098376	0.343874419841	85	13	43	9.42901704986
810	0.320439809635	0.343874419841	85	13	43	9.42901704986
820	0.321015719273	0.338881528502	86	13	43	9.48158016033
830	0.322224402054	0.335318727683	87	13	43	9.49676553719
840	0.329100719509	0.341104797755	88	13	44	9.46839748538
850	0.319881911572	0.336300403885	89	13	44	9.51972151566
860	0.319814131944	0.333148661735	90	13	44	9.52666245324
870	0.319843073064	0.337215311898	92	13	45	9.46241936031
880	0.319407627564	0.334929110192	93	13	45	9.44710091139
890	0.322515747341	0.333130134281	94	13	45	9.41924721202
900	0.317104833394	0.335898261065	95	13	46	9.47070470636
910	0.317383978287	0.333302988555	96	13	46	9.46674539366
920	0.317484821427	0.331188918829	97	13	46	9.45036321175
930	0.315013201964	0.334296481296	99	13	47	9.41460796233
940	0.316966811206	0.332326305113	100	13	47	9.39622401584
950	0.317601845929	0.332326305113	100	13	47	9.39622401584
960	0.321650971315	0.334862020805	101	13	48	9.44955931058
970	0.322651010637	0.332350697438	102	13	48	9.44774568255
980	0.317643370556	0.335560395936	103	13	49	9.47953512988
990	0.326838526278	0.333496027214	104	13	49	9.46619355707
