time	time_seconds	lambda1_bits_per_second	lz76_measurement_window_bits_per_second	n_symbols	lz76_phrase_count	alphabet_size	lz76_elapsed_seconds	lz76_mean_event_interval_seconds
10000	10	0.547291158841	0.274223453314	2	2	2	7.29332220068	3.64666110034
20000	20	0.449068329095	0.289348434105	3	3	3	16.4330853107	5.47769510357
30000	30	0.443102813293	0.312197444196	4	4	3	25.6248093914	6.40620234785
40000	40	0.4701743219	0.258372348496	5	4	4	35.9470060694	7.18940121388
50000	50	0.36771191676	0.260117803808	6	5	5	49.68830397	8.281383995
60000	60	0.339112984853	0.292169583742	7	6	5	57.6518928378	8.23598469111
70000	70	0.374080879904	0.269653064903	8	6	5	66.7524398673	8.34405498341
80000	80	0.320700807309	0.279433132881	9	7	6	79.4088903535	8.82321003928
90000	90	0.321950207964	0.304225098675	10	8	6	87.3544782296	8.73544782296
100000	100	0.313818748257	0.294256983659	11	8	6	94.0519834227	8.55018031115
110000	110	0.318875347599	0.311703546085	12	9	6	103.510732912	8.62589440933
120000	120	0.274319049658	0.282417016356	13	9	6	117.924755006	9.07113500046
130000	130	0.309698598916	0.301587006377	14	10	6	126.243997306	9.017428379
140000	140	0.287992990649	0.301587006377	14	10	6	126.243997306	9.017428379
150000	150	0.285846679599	0.295694516969	16	11	6	148.802218083	9.30013863019
160000	160	0.303495129885	0.295694516969	16	11	6	148.802218083	9.30013863019
170000	170	0.280708427231	0.276371678387	17	11	7	162.687043463	9.56982608606
180000	180	0.269985874178	0.285373277419	19	12	7	178.626151062	9.40137637168
190000	190	0.324487255013	0.285373277419	19	12	7	178.626151062	9.40137637168
200000	200	0.2736080825	0.291304363765	20	13	7	192.87409398	9.643704699
210000	210	0.268578247506	0.282679394203	21	13	7	201.996069282	9.618860442
220000	220	0.284249174841	0.288517134547	23	14	7	219.501235115	9.54353196152
230000	230	0.294748249675	0.288517134547	23	14	7	219.501235115	9.54353196152
240000	240	0.26488158997	0.294364372631	24	15	7	233.637097099	9.73487904579
250000	250	0.276131681047	0.301757183463	26	16	8	249.230307054	9.58578104054
260000	260	0.269653354746	0.295799774526	27	16	8	257.194922331	9.52573786411
270000	270	0.279777495129	0.288938757268	28	16	8	266.207550279	9.50741250996
280000	280	0.269737324319	0.296105169525	29	17	8	278.906569074	9.6174678991
