delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.500000	-45.000000					error: T SSCS does not start with ±1: [-2, -2, -1, -1, -1, -1, -1]
-1.500000	-42.222222					error: T SSCS does not start with ±1: [4, 0, 0, 0, 0, 0, 0]
-1.500000	-39.444444					error: T SSCS does not start with ±1: [2, 0, 0, 0, 0, 0, 0]
-1.500000	-36.666667	3374966975014	4345	1,0,0,0,0,0,0	13,0,0,0,0	ok
-1.500000	-33.888889	3374964376952	4162	-1,0,0,0,0,0,0	12,0,0,0,0	ok
-1.500000	-31.111111	3374966975014	3983	1,0,0,0,0,0,0	11,0,0,0,0	ok
-1.500000	-28.333333	19879880900	6386547328603766	-1,0,0,1,-1,0	10,0,9,-9	ok
-1.500000	-25.555556	3610043449319006788630658100077	2687023258164198	-1,0,-9,0,-9	9,-9,0,-9	ok
-1.500000	-22.777778	3211009090000673471152537431089	2283266909404894	-1,-5,6,8,8	-9,5,7,8	ok
-1.500000	-20.000000	498768035658189837530332217308	999189900303645	1,-8,-8,-8,-8	8,8,-8,-8	ok
