delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.175351	-33.000000	1370883126329512517295	143165202329	-1,-1,1,-10,-1,1	11,10,11,3	ok
-1.175351	-32.973948	1739314581417523775	5819424764	-1,-1,1,-3,-1,1	11,10,11,-2	ok
-1.175351	-32.947896	50230212934783771526644728687556820	2538744374	-1,-1,1,1,-11,-1	11,10,11,1	ok
-1.175351	-32.921844	3733566133162107263937631057034566802551705105270801233019338965309	1908353288	-1,-1,-1,1,1,-11	11,10,-11,1	ok
-1.175351	-32.895792	3374961778890	1019419259	-1,-1,-1,-1,-1,-1	11,10,-11,-1	ok
-1.175351	-32.869739	3374961778890	1908353288	-1,-1,-1,-1,-1,-1	11,10,-11,1	ok
-1.175351	-32.843687	3374961778890	516313023	-1,-1,-1,-1,-1,-1	11,10,-11	ok
-1.175351	-32.817635	3374961778890	365350974	-1,-1,-1,-1,-1,-1	11,10,10	ok
-1.175351	-32.791583	3374961778890	264695514	-1,-1,-1,-1,-1,-1	11,10,-9,-1	ok
-1.175351	-32.765531	3733566133162107263937631057034566802551705105270801233019338965309	79280948437122119	-1,-1,-1,1,1,-11	11,10,2,-11	ok
-1.175351	-32.739479	26005708614501957992939648079032337059	1740529478	-1,-1,-1,1,-11,-2	11,-10,1,3	ok
-1.175351	-32.713427	3126733704779649293026995274344402	54929196931758	-1,-1,1,2,-11	11,-10,1,-7	ok
-1.175351	-32.687375	107773157385276550347559513750902	359133378	-1,-1,1,-10,9	11,-10,10	ok
-1.175351	-32.661323	9411596184334351413972454475929902	1865413718	-1,-1,1,-11,-11	11,9,-11,1	ok
-1.175351	-32.635271	2953250024123834062110	352995713	-1,-1,1,-11,-1,1	11,9,10	ok
-1.175351	-32.609218	698291275271550731703855	1273284830481	-1,1,-2,-11,4	11,-9,1,5	ok
-1.175351	-32.583166	141330930939853042566112934	1823204283	-1,1,-2,1,6	11,8,-11,1	ok
-1.175351	-32.557114	60925676896699016374192394	35098906418421929	-1,1,2,-11,5	11,-8,1,10	ok
-1.175351	-32.531062	613829097512581636564459938912555	329230608	-1,1,-3,1,10	11,7,10	ok
-1.175351	-32.505010	2736549291650987372150963943353705	1740942506	-1,1,-4,1,-11	11,6,-11,1	ok
-1.175351	-32.478958	3583699754895115644824389289034819	31888245741149	-1,1,6,3,-11	11,-6,-11,-6	ok
-1.175351	-32.452906	1659836161406134409	74001740530337093	-1,1,8,-11,1	11,-5,1,-11	ok
-1.175351	-32.426854	1737606522547510614	1661501813	-1,1,9,-11,1	11,4,-11,1	ok
-1.175351	-32.400802	2746034893274310399475062980450939	73980400928788256	-1,1,-10,1,-11	11,-4,1,-11	ok
-1.175351	-32.374749	66543374715025460	1642074756	-1,1,10,10	11,-4,-11,1	ok
-1.175351	-32.348697	132958060904839289	137265481237489754	-1,1,10,-11	11,3,-11,-11	ok
-1.175351	-32.322645	77162253194122495749	4800329	-1,1,10,-11,2	11,3,-4,1	ok
-1.175351	-32.296593	1818549381346122159	73959065942898194	-1,1,10,-11,1	11,-3,1,-11	ok
-1.175351	-32.270541	1818549381346122159	133007758656793559	-1,1,10,-11,1	11,-3,10,-11	ok
-1.175351	-32.244489	1818549381346122159	1584816828	-1,1,10,-11,1	11,2,-11,1	ok
