delta_x	delta_ca	T_encoding	gamma_encoding	T_scs	gamma_scs	status
-1.381764	-33.000000	4538043545	11913	-1,0,0,0,0,-1	11,-3,0,0,0	ok
-1.381764	-32.973948	998767320547577	808241093	-1,0,0,0,0,1	11,2,11,0	ok
-1.381764	-32.947896	998767320547577	260981	-1,0,0,0,0,1	11,2,2,0,0	ok
-1.381764	-32.921844	998767320547577	21923	-1,0,0,0,0,1	11,2,-1,0,0	ok
-1.381764	-32.895792	998767320547577	2705205768	-1,0,0,0,0,1	11,2,0,1,1	ok
-1.381764	-32.869739	474075634821567328445	50305443	-1,0,0,0,0,-2	11,2,0,0,1	ok
-1.381764	-32.843687	77971519449922417203419339	7853	-1,0,0,0,0,2	11,-2,0,0,0	ok
-1.381764	-32.817635	77971519449922417203419339	7853	-1,0,0,0,0,2	11,-2,0,0,0	ok
-1.381764	-32.791583	37746956396862436831293451918222220	274847210303099279	-1,0,0,0,0,3	11,-2,0,0,3	ok
-1.381764	-32.765531	25956218047911810979075540549421780307784294038470	2800139	-1,0,0,0,0,-6	11,-2,1,1,0	ok
-1.381764	-32.739479	211976775357957162590146212526801330649880764700631146296862095	8559225681	-1,0,0,0,0,9	11,1,10,2	ok
-1.381764	-32.713427	139309012839995604191019650650922986816864076246959962020198931839	2356857474	-1,0,0,0,0,10	11,1,-6,0,1	ok
-1.381764	-32.687375	2841848588176385772795683582354190225456596063751253416409713523445	3381420944	-1,0,0,0,0,-11	11,1,2,-3,0	ok
-1.381764	-32.661323	738633265950839440739985077	35019690172729631	-1,0,0,0,-1,2	11,1,1,10	ok
-1.381764	-32.635271	524475077	46632289506	-1,0,0,0,-1,0	11,1,1,0,-2	ok
-1.381764	-32.609218	524475077	15203	-1,0,0,0,-1,0	11,1,-1,0,0	ok
-1.381764	-32.583166	524475077	118319	-1,0,0,0,-1,0	11,1,-1,-1,0	ok
-1.381764	-32.557114	524475077	1121983674666756	-1,0,0,0,-1,0	11,1,0,-8,0	ok
-1.381764	-32.531062	524475077	10064319	-1,0,0,0,-1,0	11,1,0,-2,0	ok
-1.381764	-32.505010	171642627464	716981	-1,0,0,0,1,0	11,1,0,1,0	ok
-1.381764	-32.478958	171642627464	1500756	-1,0,0,0,1,0	11,1,0,-1,-1	ok
-1.381764	-32.452906	171642627464	274818662164730256	-1,0,0,0,1,0	11,1,0,0,3	ok
-1.381764	-32.426854	129422015682764	47545854	-1,0,0,0,1,-1	11,1,0,0,1	ok
-1.381764	-32.400802	6184230871619059994889922964	118806	-1,0,0,0,1,2	11,-1,0,0,-1	ok
-1.381764	-32.374749	187739154196347965892935922539804315425556254423314057143276988464	5028	-1,0,0,0,1,10	11,-1,0,0,0	ok
-1.381764	-32.348697	41925896814452	5028	-1,0,0,0,-2,0	11,-1,0,0,0	ok
-1.381764	-32.322645	6127218708778202	5028	-1,0,0,0,2,0	11,-1,0,0,0	ok
-1.381764	-32.296593	311018651019132512533949891327	5028	-1,0,0,0,2,2	11,-1,0,0,0	ok
-1.381764	-32.270541	533508222173189639	118806	-1,0,0,0,-3,0	11,-1,0,0,-1	ok
-1.381764	-32.244489	1087000418376733258139	721733164433718728181	-1,0,0,0,-4,0	11,-1,0,0,4	ok
-1.381764	-32.218437	3685115716620679879258519522567081364	44529	-1,0,0,0,5,-3	11,-1,0,-1,0	ok
-1.381764	-32.192385	3955210911828031151461347984452	1077605219994	-1,0,0,0,8,0	11,-1,0,-5,0	ok
-1.381764	-32.166333	20590132362758491734000313565702	12539	-1,0,0,0,9	11,-1,-1,0,0	ok
-1.381764	-32.140281	2552756369100702364217593771537964	1812985963679	-1,0,0,0,10,0	11,-1,2,-5,0	ok
-1.381764	-32.114228	527842803948288417587274500644070	1089907994	-1,0,0,0,10	11,0,-11,0,0	ok
